duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,country,content_rating,actor_2_facebook_likes,imdb_score
86,30,Christopher Toler,262,3278611,Kevin Scott Richardson,Rize ,2877,321,Tommy the Clown,0,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,English,USA,PG-13,23,7.1
,364,Lauren Cohan,22000,,Peter Dinklage,Destiny ,3089,26578,Erick Avari,0,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,English,USA,,4000,8.1
97,52,Bruce Altman,80,1141829,Adam LeFevre,L.I.E. ,8509,209,Walter Masterson,1,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,English,USA,NC-17,67,7.2
104,0,Kara Hayward,601,,Laura Fraser,The Sisterhood of Night ,1354,1581,Louis Ozawa Changchien,,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,English,USA,PG-13,524,6.3
88,0,Wesley Jonathan,618,,Aimee Garcia,B-Girl ,551,2476,Drew Sidora,0,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,English,USA,PG-13,592,4.0
201,0,Thomas Kretschmann,6000,218051260,Naomi Watts,King Kong ,316027,7122,Evan Parke,0,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,English,New Zealand,PG-13,918,7.2
108,174,Paris Hilton,730,32048809,Robert Ri'chard,House of Wax ,94463,2160,Brian Van Holt,0,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,English,Australia,R,716,5.3
106,31,Tristan Mack Wilds,33000,2694973,Ryan Gosling,Half Nelson ,70885,33734,Jeff Lima,2,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,English,USA,R,519,7.2
107,0,Akima,752,10508,Irene Bedard,Naturally Native ,103,1763,Max Gail,4,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,English,USA,PG-13,282,6.5
84,21,Robinne Lee,465,2301777,Hill Harper,Hav Plenty ,819,714,Chenoa Maxwell,2,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,English,USA,R,170,6.5
91,0,Steffinnie Phrommany,696,,Mehcad Brooks,Adulterers ,514,1210,Danielle Savre,3,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,English,USA,,320,4.9
90,13,Lee Armstrong,977,169719,Trey Loney,Escape from Tomorrow ,7384,2483,Amy Lucas,0,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,English,USA,Not Rated,511,5.2
103,2,Harvey Weinstein,628,,Richard Curtis,Starsuckers ,474,1683,Elton John,0,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,English,UK,,474,7.4
71,0,Dave Fennoy,1000,,Alfre Woodard,The Hadza: Last of the First ,5,1359,Jane Goodall,1,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,English,USA,,338,7.4
90,4,Madison Lintz,523,,Sandra Ellis Lafferty,After ,3699,1553,Karolina Wydra,0,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,English,USA,PG-13,385,5.4
67,4,Lorraine Ziff,260000,,Matthew Ziff,Treachery ,344,283939,Michael Biehn,5,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,English,USA,,21000,3.9
94,7,Justin Kirk,956,,Leven Rambin,Walter ,1432,4767,Virginia Madsen,2,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,English,USA,,945,5.3
81,10,Edward Everett Horton,610,3000000,Ginger Rogers,Top Hat ,13269,824,Eric Blore,2,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,English,USA,Approved,172,7.8
81,19,Joshua Leonard,170,140530114,Heather Donahue,The Blair Witch Project ,186786,399,Michael C. Williams,0,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,USA,R,170,6.4
215,14,Jimi Hendrix,262,13300000,Joe Cocker,Woodstock ,12631,778,Joan Baez,0,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,English,USA,R,227,8.1
83,644,Barry Dennen,119,,David Zucker,The Kentucky Fried Movie ,13915,190,Tara Strohmeier,0,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,English,USA,R,29,6.5
106,16,David A.R. White,602,171988,Stacy Keach,Mercy Streets ,448,1281,Cynthia Watros,1,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,English,USA,PG-13,266,5.6
103,0,Matthew Feeney,23,23616,Kendyl Joi,Arnolds Park ,94,85,Tac Fitzgerald,4,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,English,USA,PG-13,20,5.6
90,4,Jason London,919,13493,William Smith,Broken Vessels ,531,2288,Brent David Fraser,0,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,English,USA,R,711,6.6
88,12,Angela Nordeng,601,79043,Nicholas Gonzalez,Water & Power ,85,2241,Exie Booker,0,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,English,USA,Not Rated,371,6.3
105,0,Garba Touré,0,,Aliou Touré,They Will Have to Kill Us First ,74,0,Khaira Arby,3,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,French,UK,,0,7.7
115,3,Colin Andrews,0,,Karen Alexander,Crop Circles: Quest for Truth ,204,0,Francine Blake,0,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,English,USA,,0,7.0
90,0,Steven Michael Quezada,595,,Russell Wong,Light from the Darkroom ,6,1754,Lymari Nadal,0,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,English,USA,PG-13,412,8.0
102,12,Félix Moati,541,,François Cluzet,Irreplaceable ,389,553,Marianne Denicourt,2,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,French,France,,8,7.2
98,5,Annabella Sciorra,587,,Paula Garcés,The Maid's Room ,719,1707,John Brodsky,0,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,English,USA,,448,4.5
87,44,Ringo Starr,785,515005,Paul McCartney,A Hard Day's Night ,31429,2538,George Harrison,1,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,English,UK,Approved,725,7.7
80,6,,,2245,,The Harvest/La Cosecha ,57,0,,0,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,English,USA,,,7.2
88,11,Sally Kirkland,2000,,Jamie Lee Curtis,Love Letters ,487,2996,Amy Madigan,1,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,English,USA,R,433,6.1
83,0,Spela Colja,0,,Dario Nozic Serini,Julija in alfa Romeo ,86,0,Andrej Nahtigal,6,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenian,Slovenia,,0,6.4
122,589,Ken Bevel,848,33451479,Kirk Cameron,Fireproof ,17068,1164,Erin Bethea,0,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,English,USA,PG,153,6.5
115,95,Pant Shirt Baba,0,,Bhole Baba,Faith Connections ,113,0,Shriman Umeshanad Brahmachari,1,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,Hindi,India,,0,7.0
86,24,Peter Breck,407,39552600,Frances Bavier,Benji ,3411,1090,Edgar Buchanan,0,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,English,USA,G,189,6.1
79,9,Saul Stein,48,30500882,Blanchard Ryan,Open Water ,42256,67,Daniel Travis,1,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,English,USA,R,10,5.7
87,490,Matt Jones,833,,Joe Lo Truglio,High Road ,1305,2295,Abby Elliott,6,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,English,USA,R,523,5.4
97,8,Hoke Howell,423,17000000,Woody Strode,Kingdom of the Spiders ,3274,516,Tiffany Bolling,0,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,English,USA,PG,23,5.9
105,2,Eva Carrozza,0,8044906,Heather Berman,Mad Hot Ballroom ,3156,0,Paul Daggett,2,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,English,USA,PG,0,7.5
89,310,Joe Lo Truglio,22000,5739376,Peter Dinklage,The Station Agent ,58260,24419,Paula Garcés,0,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,English,USA,R,833,7.7
120,3,Sean Michael Afable,984,3773863,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,1,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,USA,PG-13,801,7.1
94,3,Bill Clinton,196,3117666,Ken Burns,Wordplay ,3394,382,Bob Dole,0,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,English,USA,PG,184,7.4
108,6,Vince McMahon,54,2047570,Terry Funk,Beyond the Mat ,6790,194,Mick Foley,3,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,English,USA,R,44,7.6
102,0,Lincoln Hoppe,69,1250798,Kirby Heyborne,The Singles Ward ,1099,161,Daryn Tufts,0,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,English,USA,PG,24,6.4
83,6,Zubaida Sahar,30,1127331,Marina Golbahari,Osama ,7559,30,Mohamad Haref Harati,1,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Dari,Afghanistan,PG-13,0,7.4
93,0,Peter Riegert,399,906666,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,660,Jason Kravits,1,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,English,USA,Unrated,169,6.8
86,7,Ari Gold,328,1114943,Rachel True,Groove ,3562,407,Denny Kirkwood,0,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,English,USA,R,27,6.5
101,0,Big Budah,69,1111615,Kirby Heyborne,The R.M. ,651,155,Curt Doussett,0,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,English,USA,PG,34,6.0
111,35,William Katt,980,985341,Sasha Alexander,Twin Falls Idaho ,3479,3166,Jon Gries,0,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,English,USA,R,505,7.3
90,9,Scott Mechlowicz,710,603943,Rory Culkin,Mean Creek ,26407,2655,Trevor Morgan,0,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,USA,R,634,7.3
86,204,Heather Matarazzo,659,334041,Edie Falco,Hurricane Streets ,1038,2322,Lynn Cohen,3,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,English,USA,R,529,6.5
98,71,Bill Duke,22000,295468,Peter Dinklage,Never Again ,709,24382,Michael McKean,1,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,English,USA,R,1000,6.0
91,21,LisaRaye McCoy,597,243347,Monica Calhoun,Civil Brand ,553,2555,Clifton Powell,3,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,English,USA,R,485,5.3
91,12000,Seymour Cassel,778,154077,Kevin Corrigan,Lonesome Jim ,6884,1440,Mary Kay Place,0,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,English,USA,R,327,6.6
90,217,Anna Kendrick,10000,342936,Olivia Wilde,Drinking Buddies ,45928,20480,Ti West,5,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,English,USA,R,10000,6.1
88,0,Ricky Jay,342,151389,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774,483,Dick Cavett,0,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,English,USA,,79,7.1
202,0,Minoru Chiaki,304,269061,Takashi Shimura,Seven Samurai ,229012,338,Kamatari Fujiwara,6,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,Japanese,Japan,Unrated,8,8.7
89,6,Greg Speirs,14,133778,Tommy Sheppard,The Other Dream Team ,3086,44,Mickey Hart,1,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,English,USA,Not Rated,9,8.4
97,32,Tina Louise,11000,,Brad Pitt,Johnny Suede ,3013,11839,Nick Cave,0,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,English,Switzerland,R,422,5.8
84,681,Jake Sandvig,239,52850,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656,734,Joe McQueen,0,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,English,USA,Not Rated,172,6.2
82,248,Jack Plotnick,353,98017,Haley Ramm,Rubber ,26185,1498,Cecelia Antoinette,0,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,English,France,R,248,5.8
94,12,Matt Jones,17000,177343675,Jim Parsons,Home ,70136,17883,April Winchell,0,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,English,USA,PG,523,6.7
100,6,Amber Benson,396,31937,Tori Spelling,Kiss the Bride ,1358,2310,Garrett M. Brown,3,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,English,USA,R,326,5.7
112,12,Clea DuVall,33000,13134,Ryan Gosling,The Slaughter Rule ,2004,35294,Eddie Spears,2,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,English,USA,R,1000,6.1
94,380,Whitney Able,660,237301,Scoot McNairy,Monsters ,75669,1118,Ricky Catter,0,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,English,UK,R,280,6.4
87,0,Joanne Whalley,584,,Keith Carradine,The Californians ,299,1924,Illeana Douglas,3,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,English,USA,PG,507,5.0
91,0,Ann Dowd,472,12055,Jim Gaffigan,The Living Wake ,739,1047,Matthew Cowles,2,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,English,USA,PG-13,185,6.5
87,38,Christa B. Allen,552,1332,Justin Chon,Detention of the Dead ,2038,2251,Max Adler,6,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,English,USA,Not Rated,533,4.6
98,0,Zheng Xu,4,,Bo Huang,Crazy Stone ,2097,8,Zhonghua Chen,1,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,Mandarin,China,,4,7.7
95,3,Jacques Brel,30,,Brian Eno,Scott Walker: 30 Century Man ,1006,119,Damon Albarn,0,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,English,UK,,27,7.3
87,395,Alan Ruck,991,,Radha Mitchell,Everything Put Together ,601,3309,Megan Mullally,0,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,English,USA,R,946,6.6
102,487,Zoë Kravitz,991,316842,Bruce Greenwood,Good Kill ,15756,2099,Stafford Douglas,0,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,English,USA,R,943,6.4
127,2,Rai Alexandra,2,,Daston Kalili,Insomnia Manica ,16,2,Chin-Chien Chang,0,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,English,USA,,0,5.8
96,3,Bruce Vilanch,387,,Carol Channing,The Outrageous Sophie Tucker ,38,1235,Tony Bennett,1,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,English,USA,,244,7.2
103,21,Olivia Williams,25000,,Jeremy Irvine,Now Is Good ,26863,26999,Paddy Considine,3,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,English,UK,PG-13,766,7.2
104,32,John McGlothlin,685,,Vincent Chimato,Girls Gone Dead ,2012,2102,Al Sapienza,2,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,English,USA,R,492,3.5
90,0,Dylan Baker,970,,Emma Caulfield,America Is Still the Place ,22,3359,Mike Colter,0,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,English,USA,,812,7.5
122,406,Tim Abell,358,,Mike Beckingham,Subconscious ,292,1038,Tom Stedham,0,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,English,USA,R,317,2.2
93,33,Katherine Boecher,1000,37188667,Britney Spears,Crossroads ,34219,1531,Dave Allen,1,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,English,USA,PG-13,188,3.3
90,0,Katherine Waterston,322,,Shaun Sipos,Enter Nowhere ,5025,630,Christopher Denham,3,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,English,USA,R,178,6.6
101,0,Christian Alvarez,159,,Manny Perez,The King of Najayo ,197,206,Claudette Lalí,1,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,Spanish,Dominican Republic,R,15,6.9
94,0,Randy Jay Burrell,918,,Jennifer Hale,Fight to the Finish ,60,2091,Vincent De Paul,0,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,English,USA,PG-13,402,4.0
97,163,Barry Bostwick,636,,Paul Sorvino,Alleluia! The Devil's Carnival ,259,2438,Terrance Zdunich,5,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,English,USA,,456,7.4
90,0,Jennifer Landa,84,,Mary Kate Wiles,The Sound and the Shadow ,30,254,Felix Avitia,0,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,English,USA,R,41,8.3
108,431,Joel Paul Reisig,466,,Carrie Bradstreet,Rodeo Girl ,62,1628,Yassie Hawkes,2,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,English,USA,PG,431,5.7
82,0,Sarah Callan,0,21199,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,0,Laura Flanders,1,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,English,USA,,0,6.8
84,0,Jeff Delaney,385,,Mike Stanley,The Little Ponderosa Zoo ,15,683,Jamison Stalsworth,2,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,English,USA,,169,5.2
130,0,Mila Kunis,44000,234903076,Tim Holmes,Oz the Great and Powerful ,175413,73441,James Franco,4,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,English,USA,PG,15000,6.4
91,6,Mark Torgl,488,,Patrick Kilpatrick,The Toxic Avenger ,19253,553,Pat Ryan,0,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,English,USA,Unrated,11,6.2
91,10,George T. Odom,353,2712293,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475,380,Matty Rich,4,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,English,USA,R,12,5.9
107,521,Nicholas Farrell,773,768045,James Nesbitt,Bloody Sunday ,19732,976,Tim Pigott-Smith,0,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,English,UK,R,89,7.7
82,5,Dennis L.A. White,472,,Luis Sanchez,Diamond Ruff ,53,1752,Fredro Starr,6,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,English,USA,R,251,4.3
84,3,Thomas Lennon,10000,379122,Olivia Wilde,Conversations with Other Women ,10143,12496,Nora Zehetner,0,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,English,UK,R,651,7.1
103,365,Lloyd Kaufman,907,23000,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,1411,Kate Graham,0,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,English,USA,Unrated,365,6.2
86,0,Cheyenne Jackson,873,,Jennifer Lafleur,Mutual Friends ,64,2830,Michael Stahl-David,1,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,English,USA,,469,6.8
89,24,Dick Powell,610,2300000,Ginger Rogers,42nd Street ,7921,995,George Brent,2,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,English,USA,Unrated,105,7.7
52,0,Jack Canfield,8,,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,Eric Worre,0,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,English,USA,G,2,8.2
98,89,Taylor Nichols,88,2938208,Chris Eigeman,Metropolitan ,7143,173,Ellia Thompson,1,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,English,USA,PG-13,74,7.5
133,10,Frida Hallgren,690,9910,Michael Nyqvist,As It Is in Heaven ,13543,774,Nils-Anders Vallgårda,15,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,Swedish,Sweden,,24,7.6
81,15,Ace Marrero,847,,Jack E. Curenton,Roadside ,268,1151,Alan Pietruszewski,0,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,English,USA,,94,4.1
92,100,Diedrich Bader,970,44540956,Jon Heder,Napoleon Dynamite ,161448,3950,Jon Gries,0,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,English,USA,PG,759,6.9
90,57,Eve Plumb,1000,258113,Devin Ratray,Blue Ruin ,42678,1528,Amy Hargreaves,0,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,English,USA,R,235,7.1
84,110,Ashley Palmer,189,107917283,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,English,USA,R,109,6.3
91,147,Jay Adams,22,1293295,Tony Alva,Dogtown and Z-Boys ,10366,54,Jeff Ament,0,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,English,USA,PG-13,20,7.7
91,0,Michael Palin,795,1229197,Eric Idle,Monty Python and the Holy Grail ,382240,2158,Terry Jones,0,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,English,UK,PG,561,8.3
90,25,Jesse Garcia,231,1689999,Emily Rios,Quinceañera ,3675,771,Alicia Sixtos,1,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,Spanish,USA,R,200,7.1
96,14,Sue Corcoran,361,11798,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,English,USA,,14,4.7
60,,Masi Oka,1000,,Sendhil Ramamurthy,Heroes             ,202115,4908,Greg Grunberg,4,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,English,USA,TV-14,923,7.7
88,20,Jonathan Caouette,58,592014,Greg Ayres,Tarnation ,5709,78,Renee Leblanc,3,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,English,USA,Unrated,20,7.2
92,4,Chris Cox,93,425899,Bill Farmer,I Want Your Money ,1123,168,Mike Huckabee,0,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,English,USA,PG,31,5.1
97,0,Paul Elia,935,,Kane Hodder,Love in the Time of Monsters ,143,2350,Alex Sanborn,3,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,English,USA,,709,5.4
82,385,David Warbeck,48,126387,Catriona MacColl,The Beyond ,14985,123,Al Cliver,0,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,Italian,Italy,X,22,6.9
22,,Ron Lynch,59,,Brendon Small,Home Movies             ,7458,81,Melissa Bardin Galsky,0,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,English,USA,TV-PG,11,8.2
101,12,Andrew Daly,642,80276912,Treat Williams,What Happens in Vegas ,140740,1026,Michelle Krusiec,2,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,English,USA,PG-13,171,6.1
80,3,Jeff Seymour,108,,Dov Tiefenbach,The Dark Hours ,4788,272,Gordon Currie,0,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,English,Canada,R,64,6.1
97,350,Roshan Seth,114,,Saeed Jaffrey,My Beautiful Laundrette ,10577,260,Garry Cooper,1,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,English,UK,R,61,6.9
84,0,Adam LeFevre,169,25918,R. Brandon Johnson,Fabled ,191,312,Desmond Askew,0,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,English,USA,R,80,5.8
97,0,Michelle Nolden,918,,Katharine Isabelle,Show Me ,369,1163,Gabriel Hogan,0,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,French,Canada,R,100,6.0
91,0,Ingrid Thulin,440,,Liv Ullmann,Cries & Whispers ,19964,809,Erland Josephson,0,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,Swedish,Sweden,R,132,8.2
123,204,Mae Marsh,436,,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,10718,481,Walter Long,1,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,,USA,Not Rated,22,8.0
86,3,DeForest Kelley,643,617172,Walter Koenig,Trekkies ,4407,2864,James Doohan,1,http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,English,USA,PG,606,7.0
100,4,Bessie Love,77,2808000,Anita Page,The Broadway Melody ,4546,109,Charles King,8,http://www.imdb.com/title/tt0019729/?ref_=fn_tt_tt_1,English,USA,Passed,28,6.3
96,0,Betsy Baker,634,,Ted Raimi,The Evil Dead ,141219,813,Ellen Sandweiss,0,http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,English,USA,NC-17,66,7.6
89,33,Nora Arnezeder,470,12843,America Olivo,Maniac ,27297,1233,Liane Balaban,0,http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,English,France,Not Rated,378,6.1
84,0,,3,34151,Amos Oz,Censored Voices ,186,3,,0,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,Hebrew,Israel,,,7.2
88,30,Joe Bishop,15,1523883,Mark Zupan,Murderball ,9037,15,Andy Cohn,1,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,English,USA,R,0,7.8
