num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
387,1000,Robert Duvall,Tom Cruise,16385,David Oyelowo,2,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,60000000,2012,7.0,2.35,38000
35,56,Balthazar Getty,Timothy Hutton,1044,Lydia Hearst,1,bullying|cyberbullying|girl|internet|throat slitting,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,42,1500000,2015,3.3,,750
27,485,Glen Powell,Rudy Youngblood,2870,Kiowa Gordon,,after dark horrorfest,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,2,2000000,2015,3.6,,135
145,31,Billy Gilbert,Adriana Caselotti,229,Lucille La Verne,1,dwarf|love|princess|queen|snow white,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,204,2000000,1937,7.7,1.37,0
78,3,Mercedes Morán,Mía Maestro,358,María Alche,0,16 year old|doctor|hotel|tinnitus|title directed by female,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37,1400000,2004,6.7,1.85,57
10,387,Woody Strode,Brigitte Bardot,2140,Honor Blackman,2,bare chested male bondage|european|female frontal nudity|topless woman|war paint,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,41,1455000,1968,5.5,2.35,209
60,37,Gabriel Beristain,Zak Penn,256,John Bailey,0,boat|director|loch ness|loch ness monster|monster,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,63,1400000,2004,6.6,1.85,400
9,256,Christina Moore,Lea Thompson,2419,Cullen Douglas,,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,8,2000000,2016,4.8,2.35,724
63,295,Adam DiMarco,Camren Bicondova,2072,Chasty Ballesteros,0,college student|disfigured face|house|suicide|website,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,33,3150000,2014,5.5,2.35,969
92,3,Léa Drucker,Mathieu Amalric,421,Laurent Poitrenaux,0,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,16,,2014,6.3,1.33,389
4,69,Jonathan Mangum,Jessica Szohr,1159,Angela Jones,0,ghost story|manson family|paranormal|real life event|reference to sharon tate,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,6,1400000,2014,6.9,,223
53,356,Cesar Romero,Burgess Meredith,2658,Burt Ward,1,black cat|catwoman|dc comics|penguin|riddler,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,155,1377800,1966,6.5,1.85,0
116,452,Jason Flemyng,Jason Statham,28294,Dexter Fletcher,1,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,960000,1998,8.2,1.85,21000
,467,Bruce McGill,Barry Corbin,3164,Ned Beatty,0,,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,2,1250000,1982,7.1,,32
13,,Michael Douglas,Karl Malden,416,,0,city name in series title|homicide|older man younger man relationship|place in series title|police partner,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,13,,,7.3,4.0,533
98,141,Paprika Steen,Ulrich Thomsen,821,Trine Dyrholm,1,dogme 95|family secret|haunted by the past|secret|speech,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,258,1300000,1998,8.1,1.33,5000
43,636,Debi Mazar,Steve Buscemi,14420,Carol Kane,1,alcoholic drink|bar|drink|drinking|drunk,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,65,1300000,1996,7.2,1.85,872
15,5,Kieu Chinh,Long Nguyen,83,Cat Ly,2,1970s|1980s|nonlinear timeline|rescue|vietnam war,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19,1592000,2006,7.4,1.85,100
14,548,Karen Allen,Eric Dane,3475,Peter Coyote,2,basketball|german immigrant|opera|two word title|war orphan,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,1300000,1999,6.5,1.85,117
56,98,Thure Lindhardt,Stephen McHattie,843,Georgina Reilly,0,art teacher|cannibal|inspiration|painter|sleepwalking,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,10,1500000,2012,5.7,,932
79,652,Miko Hughes,Bruce Willis,16537,Carrie Preston,1,autistic child|boy|child in danger|fbi|nsa,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,60000000,1998,6.1,2.35,0
8,109,Tucker Smallwood,James Morrison,611,Kristen Cloke,0,alien|born in vitro|in vitro fertilization|marine|outer space,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,79,5000000,,7.7,1.33,963
16,0,Aziz Muradillayev,Elina Abai Kyzy,0,Mirlan Abdulayev,1,19th century|central asia|mother son relationship|ruler|russian empire,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,24,1400000,2014,8.7,2.35,0
18,13,Lenore Zann,Maury Chaykin,289,Tim Choate,0,canuxploitation|independent film|post apocalypse|remake|survival,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,1750000,1985,4.3,1.85,220
35,624,Adam Goldberg,Judy Greer,6227,Tony Cox,1,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,1000000,2003,6.2,1.85,3000
5,40,Uday Chopra,Abhishek Bachchan,602,Samantha McLeod,2,interrupted sex|kiss|love|mistaken sex scene|sex in car,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,1500000,2005,3.3,2.35,66
16,134,Bryan Callen,Noureen DeWulf,1499,Matt Crabtree,3,masturbation|porn actor in mainstream movie|sex|spoof|virginity,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,42,1300000,2010,2.7,1.85,0
24,511,Chloe Bridges,Bella Thorne,38121,Christopher Atkins,1,,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38,1300000,2009,5.2,2.35,969
144,333,Joan Fontaine,Laurence Olivier,2888,George Sanders,2,death|estate|housekeeper|love|monte carlo,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,276,1288000,1940,8.2,1.37,0
242,59,Adrienne King,Betsy Palmer,707,Amy Steel,0,ice pick|jason voorhees|lake|pitchfork|shack,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,1250000,1981,6.1,1.85,0
97,66,Jane Wyman,Ray Milland,581,Frank Faylen,4,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,136,1250000,1945,8.0,1.37,0
77,132,John Heard,Daniel Stern,1866,Sam McMurray,0,bum|city|mutant|new york city|street,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88,1250000,1984,5.5,1.85,0
16,183,Jenni Rivera,Noel Gugliemi,2459,Jorge Diaz,1,,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,427000,2012,5.7,2.35,0
7,397,Omar Benson Miller,Vic Mignogna,1730,Anupam Kher,0,animal|donkey|lamb|pig|rooster,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,3,15000000,2011,3.7,1.78,381
74,48,Jean Peters,Joseph Cotten,683,Will Wright,0,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,1250000,1953,7.1,1.37,1000
74,137,Walter Pidgeon,Roddy McDowall,1129,Barry Fitzgerald,5,coal mine|girl|school|village|wales,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,124,1250000,1941,7.8,1.37,0
19,201,Riley Keough,Mary Lynn Rajskub,1961,Paul Sparks,0,escort|female nudity|friendship|money|sex scene,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,17,,,7.3,,632
46,161,Elvis Nolasco,Rami Malek,4040,Felicia Pearson,0,horror movie remake|remake|undead|undead sex|undead sexuality,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,9,1420000,2014,4.1,2.35,447
58,65,Laura San Giacomo,Peter Gallagher,1431,Steven Brill,2,affair|interview|marriage|sex|videotape,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,1200000,1989,7.2,1.85,2000
287,651,Monica Potter,Michael Emerson,5161,Shawnee Smith,0,chained|flashback|killer|serial killer|surprise ending,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,1200000,2004,7.7,1.85,0
100,422,Daniel von Bargen,Geoffrey Arend,2893,Jay Chandrasekhar,0,drugs|highway|police|state trooper|vermont,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,1200000,2001,7.1,1.85,0
5,434,Harry Lennix,Zuhair Haddad,20218,Ben Youcef,6,algeria|algerian|los angeles california|muslim,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,1300000,2014,7.6,1.85,221
50,3,Vera Wilson,Ximena Ayala,58,José Manuel Orozco Angulo,0,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,1300000,2013,7.0,,407
276,71,Jon Hamm,Keanu Reeves,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,80000000,2008,5.5,2.35,0
137,73,Randeep Hooda,Naseeruddin Shah,809,Lillete Dubey,0,arranged marriage|bride|celebration|marriage|wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,7000000,2001,7.4,1.85,0
122,612,Rory Culkin,Matthew Broderick,4288,Gaby Hoffmann,0,bank|car accident|cheating husband|new york|single mother,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,1200000,2000,7.7,1.85,756
73,232,John Forsythe,Jerry Mathers,1041,Royal Dano,0,artist|death|hunting|sheriff|vermont,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,150,1200000,1955,7.2,1.5,0
202,1000,Morgan Freeman,Bruce Willis,26451,Dorian Missick,3,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,27000000,2006,7.8,2.35,10000
99,849,Clea DuVall,Natasha Lyonne,4289,Eddie Cibrian,1,cheerleader|gay|homosexual|lesbian|lesbian relationship,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,1200000,1999,6.6,1.85,0
10,449,Drew Waters,Vivica A. Fox,2681,Scott Elrod,2,addiction|alcoholic|baseball|car accident|reference to god,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,1200000,2013,6.0,2.35,0
173,455,Steve Buscemi,Quentin Tarantino,28994,Chris Penn,0,gang|heist|heist gone wrong|nonlinear timeline|robbery,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,1200000,1992,8.4,2.35,19000
7,51,Nigel Bruce,Spring Byington,293,Gale Sondergaard,1,1800s|bird|blue bird of happiness|foreign language adaptation|past,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25,,1940,6.5,1.37,548
181,24,Luigi Pistilli,Clint Eastwood,16089,Enzo Petito,3,civil war|hitman|outlaw|shootout|spaghetti western,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,1200000,1966,8.9,2.35,20000
111,4,Regina Casé,Alex Huszar,76,Luis Miranda,1,brazil|exam|housekeeper|northeast region of brazil|portuguese language,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,4000000,2015,7.9,2.35,0
38,274,Marshall Allman,Jason Marsden,1805,Eric Lange,0,church|college|color in title|philosophy|texas,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,1200000,2012,6.0,1.85,0
12,3,Coyote Shivers,Lemmy,318,Zoë Poledouris,0,female bassist|female drummer|female guitarist|female singer|portland oregon,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,1200000,2001,6.1,1.78,27
23,,,,0,,0,breast cancer|comma in title|period in title|punctuation in title|three word title,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,1200000,2011,7.4,,5000
17,924,Sarah Silverman,Robin Williams,54484,Jonathan Winters,10,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2,1200000,2007,6.2,,87
9,24,Johnny Amaro,Déborah Révy,114,Yassine Azzouz,1,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,16,1500000,2011,5.6,1.78,754
1,0,Antonio Arrué,Nataniel Sánchez,5,Juan Carlos Montoya,3,,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,1,1200000,2013,7.2,,75
51,95,Scott Adsit,Marley Shelton,1438,Jim Cody Williams,1,guitar|hearse|manager|musician|singer,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,38,,2003,6.1,1.85,480
14,227,Denise Boutte,Rich Ceraulo,1190,Vanessa Lee Chester,6,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,,2008,3.8,1.85,636
24,94,David Niven,Errol Flynn,1621,Spring Byington,3,attack|fort|india|lancer|massacre,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,52,1200000,1936,7.1,1.37,204
18,5,Kristin Booth,Michael Berryman,862,Michael Eisner,2,,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,11,1200000,2011,4.5,,161
22,63,Victor Zinck Jr.,Christie Burke,630,Chelsey Reist,0,forest|found footage|lost|murder|road trip,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,51,1200000,2012,3.8,,238
9,117,Jacob Vargas,Alanna Ubach,1218,Brittney Powell,0,cincinnati ohio|high school|hockey|jock strap|zoologist,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,2600000,1993,6.2,1.85,0
30,148,Cleavon Little,Redd Foxx,1581,Calvin Lockhart,1,black cop|chase|cotton|four word title|new york city,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,27,1200000,1970,6.6,1.85,477
9,475,Sabrina Carmichael,William McNamara,11257,Patrick Muldoon,0,after dark horrorfest,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7,1200000,2015,4.6,,479
7,312,Deirdre Lorenz,Seregon O'Dassey,1810,Dustin Diamond,1,bare breasts|bra and panties|nudity|syringe,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,2,1200000,2015,4.2,,242
91,804,Dane Cook,Ryan Reynolds,19957,Vanessa Lengies,3,cook|dishwasher|flashing|male frontal nudity|waiter,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,3000000,2005,6.8,1.85,0
99,68,Gary Stretch,Paddy Considine,1311,George Newton,0,anger|army veteran|independent film|revenge|sex scene,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,695393,2004,7.7,1.85,0
2,206,John Jarratt,Richard Cawthorne,1617,Lucy Fry,0,based on true story|blood|serial killer|slasher|tv mini series,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,6,,,7.1,2.0,954
57,147,Clu Gulager,Terry Kiser,1329,Susan Tyrrell,0,bathtub|cult film|neck breaking|tennessee|wraparound story,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,1100000,1987,5.9,1.85,241
12,,,,0,,0,bisexual|explicit sex|sex|stranger|swing,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,8,,2002,4.7,1.33,51
58,3,CindyMarie Small,Sarah Murphy-Dyson,21,Brent Neale,1,ballet|cult film|dance|dracula|gothic,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,1600000,2002,7.0,1.85,131
5,25,Frank Rautenbach,Sean Cameron Michael,521,Jeanne Neilson,2,food|food in title|potato,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,10000000,2006,6.9,1.85,0
97,48,Marilyn Norry,Chris Gauthier,645,Eva Bourne,1,exploitation|four word title|hallucinogen|lynchian|telepathy,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,1100000,2010,6.1,2.35,0
481,60,Yayan Ruhian,Iko Uwais,1445,Donny Alamsyah,0,apartment|drug lord|gangster|police|swat team,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,1100000,2011,7.6,1.85,51000
17,252,Vernon Wells,Johnny Pacar,2510,Matthew R. Anderson,1,flashback|immortality|rural setting|vampire|zombie,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,15,1100000,2010,3.0,1.85,444
9,0,Anella Vastola,Piero Maggiò,12,Joe Marino,0,,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10,1100000,2013,2.6,2.35,200
242,269,Claude Rains,Humphrey Bogart,3442,Conrad Veidt,4,american expatriate|casablanca morocco|gestapo|police|visa,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,950000,1942,8.6,1.37,23000
95,5,Rosie Traynor,Talia Zucker,29,Martin Sharpe,0,ghost|lake|parapsychologist|psychic|secret,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,85,1400000,2008,6.1,1.85,0
14,20,Shazahn Padamsee,Ranbir Kapoor,1052,Gauhar Khan,1,boss|computer|honesty|sales|salesman,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,,2009,7.5,,773
87,42,Ron Rifkin,Bruce Dern,1080,Jesse Vint,1,forest|greenhouse|plant|robot|space,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,199,1000000,1972,6.7,1.85,0
141,794,Burgess Meredith,Sylvester Stallone,16094,Carl Weathers,0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,960000,1976,8.1,1.33,0
16,9,Brady Corbet,Christopher Abbott,622,Gitte Witt,1,female nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,1100000,2014,4.9,2.35,234
212,606,Hal Holbrook,Jamie Lee Curtis,4878,Janet Leigh,0,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,1000000,1980,6.8,2.35,7000
30,69,Susannah York,Albert Finney,1371,Hugh Griffith,1,18th century|rags to riches|secret letter|squire|tutor,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,56,1000000,1963,6.8,1.37,328
270,142,Renee Olstead,Shelley Hennig,1565,Heather Sossaman,0,blender|computer screen|secret|skype|webcam,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,1000000,2014,5.7,1.85,13000
211,595,Albert Brooks,Robert De Niro,23525,Peter Boyle,1,loner|neo noir|night shift|taxi driver|vigilante,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,1300000,1976,8.3,1.85,35000
161,725,Robert Picardo,Patrick Macnee,4438,Dee Wallace,0,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,1000000,1981,6.6,1.85,0
184,177,Jack Lord,Ursula Andress,1421,Lois Maxwell,4,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,1100000,1962,7.3,1.37,5000
270,300,Ingrid Bolsø Berdal,Jesse McCartney,2665,Jonathan Sadowski,0,abandoned building|chernobyl disaster|exploration|tour guide|van,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,1000000,2012,5.0,1.85,24000
203,100,Ashley Laurence,Andrew Robinson,673,Clare Higgins,0,blood|cenobites|creature|demon|male full frontal nudity,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,1000000,1987,7.0,1.85,0
29,295,Robin Givens,Benjamin A. Onyango,1810,Maria Canals-Barrera,11,alternate universe|christian|christian film|christianity|manipulation,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,5000000,2016,3.4,2.35,0
137,683,Gary Cole,Julian Morris,3155,Lindy Booth,0,e mail|game|school|serial killer|student,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,1000000,2005,5.9,2.35,816
107,3,Naomi Nishida,Hiroshi Abe,53,Sakae Kimura,0,godzilla|kaiju|monster|orga|ufo,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,1000000000,1999,6.0,2.35,339
377,616,Mike Vogel,Ryan Gosling,35941,John Doman,0,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,3500000,2010,7.4,1.66,25000
169,226,Felicity Huffman,Kevin Zegers,3192,Paul Borghese,2,bail|male full frontal nudity|sex change|stepfather|transsexual,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,1000000,2005,7.4,1.85,0
