num_critic_for_reviews,genres,num_voted_users,movie_imdb_link,country
134,Action|Adventure|Drama|Thriller,49536,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,USA
269,Biography|Comedy|Drama|History,88451,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,USA
143,Adventure|Animation|Comedy|Family,132415,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,USA
241,Drama|Music|Musical,55901,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,USA
12,Crime|Drama|Mystery,29450,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,USA
161,Comedy|Crime|Music,59435,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,USA
298,Drama|History|Thriller,176936,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,France
89,Action|Drama|Thriller|War,93494,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,USA
140,Action|Comedy|Romance|Thriller,72867,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,USA
362,Action|Adventure|Comedy,175960,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,USA
124,Comedy|Drama|Romance,65668,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,USA
190,Animation|Comedy|Family|Fantasy|Mystery,71137,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,USA
132,Comedy|Crime|Drama|Romance,57038,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,USA
53,Action|Adventure|Romance|Thriller,55350,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,USA
91,Drama|History|Romance,31080,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,USA
284,Action|Drama|Fantasy|Romance,138190,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,USA
152,Action|Crime|Drama|Mystery|Thriller,93790,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,USA
131,Action|Adventure|Animation|Family|Sci-Fi,52244,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,USA
132,Action|Comedy|Crime|Thriller,31293,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,USA
67,Action|Drama|Sci-Fi,44248,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,UK
130,Drama|Horror|Sci-Fi|Thriller,35510,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,USA
74,Animation|Comedy|Fantasy,14280,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,USA
114,Action|Adventure|Drama|Thriller,45815,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,USA
294,Drama|Mystery|Sci-Fi|Thriller,245152,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,USA
308,Action|Animation|Comedy|Family|Sci-Fi,142403,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,USA
435,Action|Fantasy,197584,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,USA
117,Crime|Mystery|Thriller,64121,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,USA
108,Drama|Mystery|Sci-Fi|Thriller,81611,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,USA
141,Action|Animation|Comedy|Family,27130,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,USA
176,Action|Adventure|Comedy|Romance|Thriller,59352,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,USA
230,Comedy|Drama,100837,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,USA
234,Action|Drama|Thriller,101386,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,USA
164,Action|Comedy|Sport,130776,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,USA
91,Comedy|Family|Fantasy,33884,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,USA
132,Biography|Drama|History|War,736638,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,USA
262,Action|Drama|War,143525,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,Germany
299,Adventure|Animation|Comedy,259083,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,USA
128,Drama|Romance,45031,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,USA
109,Action|Drama|Sport,34435,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,USA
88,Adventure|Drama|Family,11798,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,France
261,Drama|Mystery|Romance|Thriller,193770,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,USA
73,Comedy|Family|Fantasy,74343,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,USA
208,Drama|Sci-Fi|Thriller,271592,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,USA
205,Adventure|Animation|Comedy|Family|Fantasy|Romance,314630,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,USA
256,Adventure|Animation|Comedy|Family|Sport,263853,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,USA
103,Comedy|Romance,74274,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,USA
191,Action|Adventure|Thriller,142569,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,USA
147,Adventure|Animation|Comedy|Family|Fantasy,34359,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,USA
79,Crime|Thriller,98989,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,USA
486,Adventure|Drama|War,885175,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,USA
75,Adventure|Comedy|Family|Fantasy,182802,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,USA
245,Action|Adventure,115687,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,USA
142,Action|Thriller,269858,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,USA
144,Action|Adventure|Crime|Thriller,119807,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,USA
39,Adventure|Drama|Fantasy|Mystery|Thriller,49049,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,USA
153,Fantasy|Mystery|Romance|Sci-Fi|Thriller,206776,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,USA
284,Drama|Fantasy|Mystery|Thriller,78635,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,USA
247,Action|Horror|Sci-Fi|Thriller,143628,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,USA
107,Animation|Comedy|Family|Fantasy|Music,31649,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,USA
141,Action|Drama|History|War,103241,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,USA
358,Action|Thriller,203154,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,USA
160,Action|Adventure|Sci-Fi|Thriller,56741,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,USA
355,Action|Sci-Fi,154955,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,USA
235,Adventure|Drama|Fantasy,350698,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,USA
59,Drama|Horror|Romance|Thriller,43559,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,USA
388,Drama|War,116159,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,USA
371,Drama|War,102248,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,USA
82,Adventure|Drama|Sci-Fi|Thriller,131217,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,USA
297,Drama,84118,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,USA
261,Action|Drama|Fantasy|Horror|War,138582,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,USA
120,Action|Thriller,58023,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,USA
228,Adventure|Family|Fantasy|Romance,212085,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,UK
76,Adventure|Biography|Drama|History|War,96385,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,USA
185,Comedy|Drama,43709,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,USA
128,Action|Adventure|Comedy|Thriller,39659,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,USA
237,Action|Adventure|Horror|Sci-Fi,88146,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,UK
105,Action|Adventure|Comedy|Thriller,41663,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,USA
242,Action|Fantasy|Horror,117096,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,USA
360,Comedy|Drama|Musical|Romance,61995,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,USA
112,Drama|War,43651,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,USA
189,Action|Crime|Thriller,105556,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,UK
151,Action|Sci-Fi|Sport,22264,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,USA
92,Action|Crime|Sci-Fi|Thriller,16761,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,USA
79,Action|Crime|Drama|Thriller,26893,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,USA
81,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,25572,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,USA
51,Adventure|Animation|Family|Fantasy|Musical,5116,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,USA
261,Action|Crime|Drama|Mystery|Thriller,38983,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,USA
197,Action|Adventure|Mystery|Sci-Fi|Thriller,72868,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,USA
159,Crime|Mystery|Thriller,31124,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,UK
286,Action|Crime|Mystery|Sci-Fi|Thriller,177653,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,USA
156,Action|Adventure|Fantasy,44891,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,USA
176,Action|Drama|Thriller,86504,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,USA
293,Adventure|Drama|Fantasy|Romance,184637,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,USA
141,Crime|Drama|Thriller,101899,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,USA
304,Animation|Comedy|Family,385943,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,USA
40,Action|Comedy|Crime|Drama|Thriller,32224,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,USA
280,Comedy,117739,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,USA
180,Adventure|Drama|History|Romance,52496,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,Spain
125,Action|Comedy|Fantasy|Sci-Fi,53970,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,USA
237,Comedy|Romance,103230,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,USA
209,Biography|Drama|Thriller,133526,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,USA
178,Action|Drama|History|Thriller,27481,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,USA
238,Action|Drama|Thriller,174248,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,USA
190,Comedy,80338,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,USA
393,Action|Fantasy|Horror,128629,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,USA
138,Action|Crime|Romance|Thriller,88132,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,USA
4,Comedy,15114,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,USA
142,Drama|Mystery|Sci-Fi|Thriller,85720,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,USA
90,Action|Adventure|Fantasy|War,29285,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,UK
219,Action|Drama|War,881236,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,USA
327,Action|Crime|Drama|Thriller,136954,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,USA
149,Comedy|Fantasy|Romance,158864,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,USA
193,Adventure|Animation|Comedy|Family,328159,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,USA
175,Drama|Horror|Sci-Fi|Thriller,75573,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,USA
538,Biography|Drama|History|War,197412,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,USA
313,Action|Sci-Fi,1217752,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,USA
159,Adventure|Drama|History,208817,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,USA
196,Action|Sci-Fi,240241,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,USA
80,Comedy|Family|Fantasy,34561,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,USA
488,Drama|Musical|Romance,243834,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,USA
153,Comedy|Drama|Romance,151812,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,USA
173,Comedy,212499,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,USA
156,Action|Adventure|Comedy|Romance|Thriller|Western,135404,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,USA
307,Comedy|Drama,272789,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,USA
322,Biography|Drama|Sport|War,103589,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,USA
169,Action|Adventure|Thriller,60165,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,USA
74,Action|Adventure|Thriller,96096,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,USA
72,Action|Crime|Thriller,77390,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,USA
86,Comedy|Family|Fantasy,34473,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,USA
242,Drama|History|Thriller,67395,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,USA
141,Drama,61490,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,USA
313,Comedy|Romance,213863,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,USA
280,Drama|Mystery|Thriller,227071,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,UK
176,Comedy|Drama|Family|Musical,24735,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,USA
279,Comedy|Crime|Drama|Romance,149337,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,USA
241,Action|Comedy|Romance,147641,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,USA
185,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,132954,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,USA
97,Action|Drama|War,41776,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,USA
117,Comedy|Drama,23940,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,France
239,Action|Horror|Sci-Fi|Thriller,104831,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,Germany
230,Action|Sci-Fi|Thriller,166610,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,USA
94,Action|Crime|Drama|Mystery|Thriller,60508,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,USA
134,Action|Drama|Thriller,49300,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,USA
136,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,67707,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,USA
315,Drama,1347461,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,USA
96,Drama|Sport,46951,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,USA
14,Crime|Drama|Mystery,8739,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,UK
60,Action|Adventure|Comedy,43376,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,USA
60,Comedy|Crime,8560,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,France
308,Action|Fantasy|Sci-Fi|Thriller,65709,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,Australia
127,Crime|Drama,25474,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,UK
196,Action|Crime|Fantasy|Thriller,71202,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,Canada
339,Action|Crime|Thriller,111102,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,USA
96,Drama|Mystery|Romance,17025,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,USA
361,Adventure|Biography|Drama|History|Sport|Thriller,134625,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,UK
226,Crime|Drama|Fantasy,190490,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,Germany
194,Action|Comedy|Crime,162909,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,USA
138,Action|Animation|Comedy|Family|Sci-Fi,25681,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,Hong Kong
308,Adventure|Sci-Fi|Thriller,613473,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,USA
40,Adventure|Biography|Crime|Drama|Western,35314,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,USA
42,Action|Crime|Drama|Thriller,69663,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,USA
68,Action|Adventure|Drama|History,11584,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,China
78,Comedy|Crime,39471,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,USA
178,Action|War,65297,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,France
75,Comedy|Drama|Romance,43027,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,USA
150,Comedy|Romance|Sport,43300,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,USA
113,Action|Comedy|Crime|Thriller,38076,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,USA
596,Crime|Drama|Mystery|Thriller|Western,272839,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,USA
191,Comedy|Sport,129995,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,USA
156,Adventure|Animation|Comedy|Family|Fantasy,24089,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,USA
460,Action|Drama|Fantasy|War,607235,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,USA
141,Comedy|Romance,211296,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,USA
180,Comedy|Drama|Family,116681,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,USA
186,Crime|Drama|Fantasy|Mystery,782610,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,USA
177,Action|Adventure|Comedy,99989,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,USA
161,Adventure|Animation|Comedy|Family|Sci-Fi,63912,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,USA
568,Crime|Drama|Mystery|Thriller,569841,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,USA
249,Action|Mystery|Thriller,407601,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,USA
137,Action|Adventure|Thriller,199025,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,UK
113,Drama|Mystery|Thriller,42705,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,USA
213,Comedy|Drama|Sci-Fi,667983,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,USA
120,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,91093,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,USA
81,Comedy|Family,49486,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,USA
265,Action|Comedy|Crime|Drama|Thriller,156898,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,USA
105,Action|Comedy|Family|Fantasy,46031,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,USA
155,Action|Crime|Thriller,285623,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,USA
118,Comedy|Romance,85673,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,USA
131,Adventure|Animation|Comedy|Family,124641,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,USA
166,Comedy,83506,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,USA
60,Action|Drama|Sport,60476,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,USA
77,Adventure|Comedy|Family,42737,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,USA
249,Action|Sci-Fi|Thriller,138246,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,USA
213,Drama|Romance,63493,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,USA
121,Comedy|Drama|Fantasy|Romance,85844,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,USA
315,Action|Comedy|Crime|Thriller,238916,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,USA
171,Drama|Sport,97047,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,USA
96,Drama|Romance|Western,32353,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,USA
299,Crime|Drama|Thriller,293662,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,USA
167,Action|Adventure|Fantasy|Thriller,102129,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,USA
125,Action|Drama|Thriller,48753,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,USA
387,Action|Crime|Mystery|Thriller,226570,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,USA
199,Action|Sci-Fi|Thriller,99043,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,USA
136,Documentary|Music,33158,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,USA
436,Drama|Thriller,180479,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,USA
73,Action|Adventure|Comedy|Crime,23476,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,USA
310,Animation|Family|Fantasy,143121,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,USA
323,Sci-Fi|Thriller,163130,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,USA
171,Action|Crime|Drama|Thriller,266310,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,USA
76,Comedy|Family|Fantasy,14888,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,USA
173,Comedy|Crime,120795,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,USA
81,Comedy|Family,68406,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,USA
242,Action|Fantasy|Horror|Sci-Fi,244566,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,USA
110,Drama,23302,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,USA
328,Adventure|Animation|Comedy|Family|Fantasy,72287,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,USA
83,Action|Adventure|Crime|Thriller,88225,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,USA
196,Action|Mystery|Sci-Fi|Thriller,89816,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,USA
34,Drama|Romance,11370,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,USA
