num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
26,105,51,Lucy Gaskell,0,combat|helmet|martial arts|medieval times|violence,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,English,15000000,2005,55,4.9,473
4,98,50,Rodrigo De la Serna,0,,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,4,Spanish,15000000,2015,57,5.7,18
53,119,19,Daniel Wu,4,chinese|gang|gratitude|immigrant|japan,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,53,Mandarin,15000000,2009,353,7.1,821
22,124,303,Dexter Fletcher,1,betrayal|french revolution|friendship|poet|revolution,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,English,15000000,2000,452,6.6,277
147,101,512,Chris Elliott,1,cult film|existentialism|groundhog day|time loop|trapped in a time loop,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,English,14600000,1993,571,8.1,38000
222,115,642,Channing Tatum,3,male bonding|male friendship|male objectification|muscular|stripper,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,135,English,14800000,2015,17000,5.7,41000
106,120,954,Harold Perrineau,2,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,506,English,14500000,1996,1000,6.8,10000
136,111,121,Aidan Quinn,2,apartment|escape|jewish family|journalist|key,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,French,10000000,2010,767,7.5,0
5,94,124,David Rasche,2,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,English,14500000,2014,220,6.2,998
131,131,638,Morgan Freeman,1,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,English,14400000,1992,11000,8.3,10000
140,139,236,Jeremy Davies,1,cotton|female frontal nudity|flogging|gangster|slavery,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,81,English,14200000,2005,769,7.4,1000
418,120,40,Saurabh Shukla,0,cheating|falling from height|murder|non professional cast|slum,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,1017,English,15000000,2008,56,8.0,13000
94,119,249,Lois Smith,0,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,English,14000000,1987,276,6.9,3000
82,125,700,Hector Elizondo,2,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271,English,14000000,1990,995,6.9,11000
,65,176,Andrea Martin,2,,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,English,,,179,9.5,0
32,108,57,Linda Kozlowski,1,australia|australian|crime boss|crocodile|gangster,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62,English,15800000,1988,162,5.5,489
22,101,277,Chris Marquette,0,,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,20,English,15000000,2015,355,5.7,0
72,145,560,Tom Berenger,0,desert|drunkenness|religious mother|strict mother|vietnam war,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,173,English,14000000,1989,854,7.2,4000
39,98,496,Leon,1,bobsled|coach|jamaica|olympic games|olympics,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,97,English,15000000,1993,730,6.9,0
264,101,725,Jaime King,0,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,English,15000000,2009,960,5.5,0
264,92,309,Madison Davenport,0,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,14000000,2012,459,5.9,17000
145,93,535,Brian Dennehy,1,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,English,14000000,1982,954,7.7,0
86,109,748,Laz Alonso,0,atlanta georgia|competition|dancer|death|fraternity,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,162,English,14000000,2007,826,5.2,0
112,123,238,Desmond Llewelyn,2,1970s|cult film|official james bond series|submarine|world war three,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275,English,14000000,1977,244,7.1,0
17,60,84,Steve Gonsalves,0,ghost|paranormal|paranormal research|shaky cam,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,57,English,,,130,6.6,373
101,99,648,Loretta Devine,4,campus|death|friend|professor|urban legend,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426,English,14000000,1998,912,5.5,0
51,119,418,Peter Capaldi,2,catholic|corruption|emotional abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,14000000,1988,17000,7.7,0
42,110,490,Phylicia Rashad,1,businessman|fight|mean brother|narrated by character|wordplay in title,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,43,English,,2012,597,5.4,0
10,107,25,Klaus Maria Brandauer,1,alaska|dog|friendship|gold|yukon,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31,English,14000000,1991,172,6.7,0
43,81,636,Elaine Hendrix,1,dancing|orphan|school|special education|student,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,160,English,14000000,1999,670,5.0,2000
331,105,583,Jim Broadbent,1,british prime minister|female prime minister|politics|prime minister|told in flashback,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350,English,13000000,2011,1000,6.4,18000
38,82,8,Mike Nawrocki,0,anthropomorphism|pirate|pirate ship|tomato|whale,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78,English,14000000,2002,12,6.6,184
12,109,279,Khandi Alexander,0,african american|mail carrier|poetry|postal worker|south central los angeles,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,31,English,14000000,1993,556,5.9,0
40,95,111,Roger Guenveur Smith,2,black comedy|bounty hunter|diamond|machismo|money,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,33,English,14000000,2002,266,5.7,530
34,100,364,W. Earl Brown,1,blood|destiny|nightmare|partner|vampire,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,53,English,20000000,1995,422,4.5,1000
82,118,467,Richard Burton,7,demon|exorcism|locust|priest|repressed memory,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252,English,14000000,1977,726,3.7,889
125,91,50,James D'Arcy,0,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,747,English,14000000,2005,613,5.0,0
56,90,636,Tyler Labine,2,boss' daughter|crush|house sitter|housesitting|love interest,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,English,14000000,2003,779,4.6,411
160,108,690,Milla Jovovich,4,cliff|hawaii|island|newlywed|waterfall,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215,English,14000000,2009,14000,6.5,4000
71,103,625,Lance Gross,2,california|love|marriage|wedding|wedding dress,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,English,14000000,2010,849,4.9,1000
37,96,654,Linda Cardellini,0,college|college roommate|party|roommate|student,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,English,14000000,1998,2000,6.0,645
62,117,55,Joan Plowright,6,ambassador|american|art|english|italy,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157,English,12000000,1999,330,6.9,970
73,93,514,Bethany Joy Lenz,0,death|doctor|gypsy|judge|lawyer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122,English,8500000,1996,855,5.7,0
59,136,213,Liza Minnelli,0,love|musician|saxophonist|singer|songwriter,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75,English,14000000,1977,740,6.7,932
25,115,534,Delroy Lindo,0,argument|birthday|bully|coming of age|semi autobiographical,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,39,English,14000000,1994,848,6.9,905
97,94,458,Eliza Coupe,3,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55,English,,2007,490,5.5,488
205,85,489,Kane Hodder,1,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,English,11000000,2001,935,4.4,0
69,88,799,Donald Faison,1,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,15000000,2002,927,5.4,896
195,112,383,Nick Cannon,0,campaign|chess|friend|hotel|senator,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270,English,14000000,2006,593,7.0,0
61,86,169,Ivana Milicevic,5,apartment|fast motion scene|model|private investigation|suspected murder,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,104,English,14000000,2001,834,5.4,613
77,86,635,Jackson Nicoll,1,adult humor|best friend|friend|halloween|teenage girl,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,32,English,14000000,2012,925,5.4,0
259,112,177,Mathieu Amalric,1,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175,French,,2007,412,8.0,13000
251,137,280,Noah Emmerich,0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320,English,26000000,2006,617,7.6,5000
63,90,191,Sharon Lawrence,5,college|college campus|gossip|rape|sex,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,112,English,24000000,2000,215,5.9,853
47,107,113,Julie Kavner,1,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,English,14000000,1999,233,6.6,860
108,98,15,Terry Pheto,3,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,English,14000000,2006,113,6.7,447
64,84,102,Angela Featherstone,4,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181,English,14000000,2001,102,3.9,231
20,139,5,Todd Boyce,1,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,English,14000000,1995,15,5.7,127
135,97,548,Kristin Scott Thomas,4,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79,English,,2008,1000,6.7,2000
2,127,324,Joseph Cotten,0,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,English,14000000,1978,469,6.5,76
262,150,43,Ruth Sheen,0,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,English,8200000,2014,44,6.8,0
129,104,59,Sara Forestier,0,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,French,,2009,74,6.3,512
69,132,284,Mathieu Kassovitz,2,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55,English,103000000,2002,326,7.3,0
50,117,21,Shawn Yue,2,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,Mandarin,12000000,2010,32,6.9,1000
57,115,322,Katherine LaNasa,0,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36,English,15000000,2008,329,7.0,702
116,186,338,Kieran Culkin,1,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119,English,14000000,2011,1000,6.5,0
45,90,378,Kenan Thompson,7,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66,English,,2009,521,3.6,934
87,90,767,Rebecca De Mornay,0,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,English,14000000,2010,872,7.7,14000
357,134,11000,Heath Ledger,0,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,English,14000000,2005,13000,7.7,13000
348,101,429,Danny Woodburn,0,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,125000000,2014,809,5.9,62000
88,97,201,Dan Hedaya,1,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248,English,12000000,1995,281,6.8,0
181,107,135,Celia Weston,2,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,English,13500000,2002,258,7.4,0
107,99,390,Gillian Jacobs,4,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96,English,14000000,2015,837,5.1,0
53,55,2,Olaf Lubaszenko,0,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,,,3,9.1,0
132,124,170,Stephen Marcus,1,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314,English,13500000,2000,230,7.4,0
401,110,816,Gabourey Sidibe,7,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284,English,15000000,2012,906,7.2,52000
58,105,400,Tamara Tunie,0,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,English,,2001,508,6.0,329
1,41,2,Marian Dziedziel,4,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2,Polish,,,2,7.4,64
192,178,471,Bruno Ganz,0,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,German,13500000,2004,653,8.3,14000
157,125,93,Lola Dueñas,1,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,Spanish,10000000,2004,114,8.1,0
454,108,21,Paul Brannigan,0,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616,English,,2013,50,6.3,29000
62,121,227,J.T. Walsh,1,disc jockey|friendship|radio|vietnam|vietnamese,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131,English,13000000,1987,263,7.3,0
4,100,385,Stephanie Danielson,5,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,English,13400000,2010,391,3.6,502
84,115,41,Sean Kingston,1,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,English,13000000,2011,69,1.6,62000
669,108,1000,Mila Kunis,1,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,English,13000000,2010,15000,8.0,106000
492,117,1000,Abbie Cornish,0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,100000000,2014,2000,6.2,60000
149,220,3000,Al Pacino,1,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,English,13000000,1974,14000,9.0,14000
101,112,237,Terry Kinney,0,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320,English,13000000,2001,363,6.1,0
102,99,54,Rodney Eastman,0,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,English,7000000,1988,125,5.7,0
63,109,579,Brighton Sharbino,0,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,English,13000000,2016,3000,6.8,16000
106,83,612,Mary Lynn Rajskub,2,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469,English,13000000,2000,934,5.5,0
50,107,316,Patrick Wayne,5,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,English,13000000,1988,439,6.8,0
275,102,360,Naomi Watts,3,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171,English,13000000,2014,6000,7.3,33000
90,100,460,Regina Hall,4,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42,English,12500000,2014,807,6.1,0
133,97,835,Heath Ledger,6,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549,English,16000000,1999,13000,7.2,10000
49,92,301,Eddie Griffin,1,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159,English,13000000,2002,489,5.9,1000
19,84,182,Lin Shaye,2,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72,English,8200000,1993,852,6.1,0
186,86,2,Brett Cullen,0,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139,English,17000000,2016,350,6.8,0
185,120,829,Eric Stoltz,0,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,English,13000000,2004,902,7.7,15000
42,89,329,Mark Webber,1,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,English,13000000,2000,442,4.9,0
37,117,912,Chris Brown,9,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32,English,13000000,2007,997,6.1,0
45,97,782,Dom DeLuise,2,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168,English,18000000,1999,842,2.5,0
57,91,459,Elliott Gould,5,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168,English,13000000,1998,471,6.1,934
25,100,388,Eartha Kitt,1,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42,English,13000000,1996,558,5.9,833
59,72,435,Beth Grant,0,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,English,13000000,1990,628,5.7,0
58,84,334,Kate del Castillo,2,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,English,13200000,2014,345,5.6,0
330,126,745,Alexa Davalos,0,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066,English,18000000,2007,850,7.2,20000
489,108,123,Sonoya Mizuno,0,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,English,15000000,2015,145,7.7,109000
242,112,213,Orson Bean,2,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840,English,13000000,1999,216,7.8,0
40,90,405,Vivica A. Fox,2,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31,English,6000000,2001,890,6.1,593
112,91,140,Ella Wahlestedt,0,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149,English,13000000,2014,587,5.8,0
84,135,525,Jay Hernandez,2,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169,English,14000000,2001,1000,6.5,0
251,141,78,Kazunari Ninomiya,0,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316,Japanese,19000000,2006,85,7.9,5000
113,104,844,Virginia Madsen,0,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128,English,13000000,2006,912,6.3,862
23,84,744,Jada Pinkett Smith,0,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20,English,13000000,1998,851,3.8,204
421,118,491,Jacob Tremblay,0,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351,English,13000000,2015,681,8.3,72000
32,82,294,Jack Warden,0,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,English,13000000,1998,359,6.4,679
52,95,650,Sam Waterston,4,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,English,13000000,1994,849,6.7,3000
81,94,4000,Will Ferrell,2,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,English,13000000,1999,8000,6.1,0
,88,75,David Dencik,0,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,Swedish,,,94,8.1,22
39,99,730,Vanessa Williams,3,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,13000000,1999,1000,6.0,251
63,121,812,Ellen Albertini Dow,4,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181,English,13000000,1998,957,5.8,0
47,84,690,Geoffrey Arend,0,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181,English,13000000,2001,816,5.6,0
111,93,258,Mathieu Kassovitz,1,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159,English,13000000,2001,326,6.1,618
168,93,499,Josie Loren,0,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,English,13000000,2013,528,5.9,11000
165,120,280,Miranda Richardson,0,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123,French,13000000,2006,530,7.3,0
104,112,548,Kathryn Morris,1,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,English,13000000,2007,573,6.8,689
150,107,252,Sarita Choudhury,2,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,87,English,13000000,2013,257,5.7,5000
61,112,8,Daniel Auteuil,1,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69,French,100000000,2000,370,7.3,186
226,96,73,Meghan Heffern,2,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,166,English,11000000,2009,153,6.3,0
21,91,150,Ryan O'Neal,3,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,English,13000000,1996,385,5.9,69
217,105,1000,Jake Gyllenhaal,0,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,26000000,2009,15000,7.1,10000
94,125,968,Vin Diesel,2,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,English,13000000,2006,14000,7.1,0
364,102,850,Ezra Miller,2,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,457,English,13000000,2012,3000,8.0,131000
