duration,actor_2_name,genres,actor_1_name,num_voted_users,num_user_for_reviews,country,content_rating,title_year,imdb_score
97,Tom Wilkinson,Comedy|Drama|Romance,Colin Firth,18966,141,UK,PG,2002,6.9
99,Campbell Scott,Fantasy|Romance,Jennifer Jason Leigh,1465,56,USA,Unrated,1998,7.4
91,Neil Flynn,Adventure|Comedy|Family,Logan Lerman,6562,66,USA,PG,2006,5.6
107,Anna Madeley,Comedy|Crime|Drama,Elizabeth Berrington,307639,513,UK,R,2008,8.0
95,S. Epatha Merkerson,Comedy|Romance,Tyler James Williams,4065,33,USA,PG-13,2013,5.3
102,Bradley Cooper,Comedy|Music,Emma Stone,32311,104,USA,PG-13,2008,6.2
88,Zach Gilford,Comedy|Romance,J.K. Simmons,11498,53,USA,PG-13,2009,5.3
106,Hal Holbrook,Drama,Matt Damon,30284,102,USA,R,2012,6.6
92,Michael McKean,Comedy|Romance,Larry David,58967,169,USA,PG-13,2009,7.2
105,Susan Ward,Drama|Mystery|Thriller,Matthew Settle,3668,85,USA,PG-13,2000,4.6
107,Dwight Yoakam,Adventure|Crime|Drama|Mystery|Western,Levon Helm,34194,199,France,R,2005,7.5
120,Mark Margolis,Drama|War,Robin Williams,12601,89,France,PG-13,1999,6.5
103,Corbin Bernsen,Comedy|Crime|Mystery,Robert Downey Jr.,175962,336,USA,R,2005,7.6
92,Fred Willard,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,33745,198,USA,R,1999,6.2
147,Robert Forster,Drama|Mystery|Thriller,Naomi Watts,235992,1768,France,R,2001,8.0
98,Agnes Bruckner,Drama|Fantasy|Horror|Romance,Olivier Martinez,15388,190,USA,PG-13,2007,5.5
98,Naomi Watts,Comedy|Drama|Romance,Anthony Hopkins,36145,108,USA,R,2010,6.3
103,Charlie Rowe,Drama|Romance|Sci-Fi,Andrew Garfield,109873,320,UK,R,2010,7.2
286,Tom Hollander,Drama|History|Thriller,Anna Silk,3828,39,USA,,,7.9
111,Eduardo Noriega,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,42792,162,Spain,R,2008,6.7
98,Pamela Reed,Adventure|Drama|Fantasy,Curtis Armstrong,4996,62,USA,R,1986,5.3
111,Elizabeth Perkins,Comedy|Crime|Drama,Meat Loaf,5917,71,USA,PG-13,1999,6.3
111,Siobhan Fallon Hogan,Crime|Drama|Horror|Thriller,Naomi Watts,69569,436,USA,R,2007,6.5
100,Kalim Chandler,Drama|Sci-Fi|Thriller,Thomas Stroppel,1933,13,Cambodia,,2014,5.6
116,Elaine Cassidy,Drama|Thriller,Bob Hoskins,6690,83,Canada,PG-13,1999,7.0
145,Gustav Fröhlich,Drama|Sci-Fi,Brigitte Helm,111841,413,Germany,Not Rated,1927,8.3
84,Cyril Raffaelli,Action|Crime|Thriller,David Belle,55928,157,France,R,2004,7.2
115,Bill Cobbs,Crime|Drama,Steve Buscemi,22345,144,USA,R,1995,6.8
105,Chen Chang,Action|Drama,Qi Shu,9427,87,Taiwan,Not Rated,2015,6.4
98,Scott Glenn,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,20730,111,UK,R,2001,6.9
99,Vladimir Garin,Drama|Mystery|Thriller,Konstantin Lavronenko,31589,172,Russia,Unrated,2003,8.0
110,Petchtai Wongkamlao,Action,Nirut Sirichanya,24570,72,Thailand,R,2008,6.2
97,JJ Feild,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,64777,201,UK,R,2010,6.4
88,Gina Bellman,Action|Drama|Thriller,Christopher Heyerdahl,2699,29,Canada,R,1996,5.6
103,Brooke Shields,Fantasy|Horror|Mystery,Bradley Cooper,47574,209,USA,R,2008,6.1
104,Wendy Crewson,Biography|Drama|History,Jennifer Hudson,609,15,South Africa,R,2011,6.0
90,Al Pacino,Crime|Drama|Thriller,Channing Tatum,14280,41,USA,R,2011,5.1
105,Udo Kier,Action|Comedy|Drama|War,Eddie Izzard,2236,40,Germany,PG-13,2001,4.5
93,Gael Le Cornec,Comedy|Drama|Fantasy|Music|Romance,Stephen Graham,7519,39,USA,R,2007,5.9
141,Hans Matheson,Biography|Drama|Fantasy|History,Anna Friel,3425,32,Slovakia,R,2008,6.0
85,Steve Buscemi,Adventure|Animation|Family,Liam Neeson,4006,12,South Africa,Not Rated,2013,5.8
109,Robert Forster,Action|Sci-Fi|Thriller,Birgitte Hjort Sørensen,41638,134,Bulgaria,R,2014,6.1
105,Lucy Gaskell,Action|Adventure|Fantasy,Bruce Payne,5018,108,Germany,Not Rated,2005,4.9
98,Rodrigo De la Serna,Biography,Maximilian Dirr,80,4,Italy,,2015,5.7
119,Daniel Wu,Action|Crime|Drama|Thriller,Bingbing Fan,9177,53,Hong Kong,R,2009,7.1
124,Dexter Fletcher,Biography|Drama,Samantha Morton,695,32,UK,PG-13,2000,6.6
101,Chris Elliott,Comedy|Fantasy|Romance,Bill Murray,437418,609,USA,PG,1993,8.1
115,Channing Tatum,Comedy|Drama|Music,Matt Bomer,38202,135,USA,R,2015,5.7
120,Harold Perrineau,Drama|Romance,Leonardo DiCaprio,167750,506,USA,PG-13,1996,6.8
111,Aidan Quinn,Drama|War,Kristin Scott Thomas,12937,73,France,PG-13,2010,7.5
94,David Rasche,Drama|Family|Music,Sharon Leal,993,13,USA,R,2014,6.2
131,Morgan Freeman,Drama|Western,Clint Eastwood,277505,495,USA,R,1992,8.3
139,Jeremy Davies,Drama,Bryce Dallas Howard,18646,81,Denmark,Not Rated,2005,7.4
120,Saurabh Shukla,Drama|Romance,Anil Kapoor,641997,1017,UK,R,2008,8.0
119,Lois Smith,Drama|Romance|Thriller,Fred Gwynne,55101,201,USA,R,1987,6.9
125,Hector Elizondo,Comedy|Romance,Julia Roberts,213476,271,USA,R,1990,6.9
65,Andrea Martin,Comedy,Martin Short,10,,Canada,,,9.5
108,Linda Kozlowski,Action|Adventure|Comedy,Paul Hogan,44096,62,Australia,PG,1988,5.5
101,Chris Marquette,Action|Crime|Drama|Mystery|Thriller,María Valverde,1554,20,USA,R,2015,5.7
145,Tom Berenger,Biography|Drama|War,Tom Cruise,76842,173,USA,R,1989,7.2
98,Leon,Adventure|Comedy|Family|Sport,Doug E. Doug,69733,97,USA,PG,1993,6.9
101,Jaime King,Horror|Thriller,Jensen Ackles,45603,268,USA,R,2009,5.5
92,Madison Davenport,Horror|Thriller,Kyra Sedgwick,47169,162,USA,PG-13,2012,5.9
93,Brian Dennehy,Action|Adventure|Drama,Sylvester Stallone,172493,376,USA,R,1982,7.7
109,Laz Alonso,Drama|Music|Romance,Chris Brown,19505,162,USA,PG-13,2007,5.2
123,Desmond Llewelyn,Action|Adventure|Sci-Fi|Thriller,Caroline Munro,76477,275,UK,PG,1977,7.1
60,Steve Gonsalves,Documentary,Amy Bruni,5563,57,USA,,,6.6
99,Loretta Devine,Horror|Mystery|Thriller,Alicia Witt,47814,426,USA,R,1998,5.5
119,Peter Capaldi,Drama|Romance,Keanu Reeves,52846,143,USA,R,1988,7.7
110,Phylicia Rashad,Comedy|Drama|Romance,Eddie Cibrian,6352,43,USA,PG-13,2012,5.4
107,Klaus Maria Brandauer,Adventure|Drama,Seymour Cassel,15730,31,USA,PG,1991,6.7
81,Elaine Hendrix,Comedy|Romance,Will Ferrell,15047,160,USA,PG-13,1999,5.0
105,Jim Broadbent,Biography|Drama|History,Meryl Streep,82327,350,UK,PG-13,2011,6.4
82,Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,Phil Vischer,3135,78,USA,G,2002,6.6
109,Khandi Alexander,Drama|Romance,Janet Jackson,8904,31,USA,R,1993,5.9
95,Roger Guenveur Smith,Action|Comedy|Crime|Thriller,Mike Epps,9693,33,USA,R,2002,5.7
100,W. Earl Brown,Comedy|Fantasy|Horror|Romance,John Witherspoon,17262,53,USA,R,1995,4.5
118,Richard Burton,Horror,Linda Blair,16294,252,USA,R,1977,3.7
91,James D'Arcy,Horror|Mystery|Thriller,Sissy Spacek,22207,747,UK,PG-13,2005,5.0
90,Tyler Labine,Comedy|Romance,Carmen Electra,24038,123,USA,PG-13,2003,4.6
108,Milla Jovovich,Adventure|Mystery|Thriller,Chris Hemsworth,56338,215,USA,R,2009,6.5
103,Lance Gross,Comedy|Romance,America Ferrera,5721,20,USA,PG-13,2010,4.9
96,Linda Cardellini,Comedy,Alyson Hannigan,11729,106,USA,R,1998,6.0
117,Joan Plowright,Comedy|Drama|War,Lily Tomlin,9323,157,Italy,PG,1999,6.9
93,Bethany Joy Lenz,Fantasy|Horror,Joe Mantegna,19805,122,USA,R,1996,5.7
136,Liza Minnelli,Drama|Music|Musical|Romance,Robert De Niro,13548,75,USA,PG,1977,6.7
115,Delroy Lindo,Comedy|Drama,Alfre Woodard,6011,39,USA,PG-13,1994,6.9
94,Eliza Coupe,Comedy|Drama|Romance,Steve Buscemi,13866,55,USA,R,2007,5.5
85,Kane Hodder,Action|Horror|Sci-Fi|Thriller,Peter Mensah,38985,673,USA,R,2001,4.4
88,Donald Faison,Adventure|Comedy|Family,Frankie Muniz,29008,99,USA,PG,2002,5.4
112,Nick Cannon,Drama|History,Anthony Hopkins,38142,270,USA,R,2006,7.0
86,Ivana Milicevic,Comedy|Mystery|Romance,Monica Potter,11693,104,USA,PG-13,2001,5.4
86,Jackson Nicoll,Adventure|Comedy,Thomas McDonell,11233,32,USA,PG-13,2012,5.4
112,Mathieu Amalric,Biography|Drama,Emmanuelle Seigner,89906,175,France,PG-13,2007,8.0
137,Noah Emmerich,Drama|Romance,Kate Winslet,92781,320,USA,R,2006,7.6
90,Sharon Lawrence,Drama|Mystery|Thriller,Norman Reedus,12519,112,USA,R,2000,5.9
107,Julie Kavner,Drama,Viggo Mortensen,6782,114,USA,R,1999,6.6
98,Terry Pheto,Biography|Drama|History,Derek Luke,9334,59,France,PG-13,2006,6.7
84,Angela Featherstone,Drama|Horror|Mystery|Thriller,Melissa Sagemiller,7277,181,USA,PG-13,2001,3.9
139,Todd Boyce,Biography|Drama|History|Romance,Seth Gilliam,2427,27,France,PG-13,1995,5.7
97,Kristin Scott Thomas,Comedy|Romance,Colin Firth,16444,79,UK,PG-13,2008,6.7
127,Joseph Cotten,Action|Adventure|History,Christopher Lee,524,8,Iran,PG,1978,6.5
150,Ruth Sheen,Biography|Drama|History,Lesley Manville,17933,165,UK,R,2014,6.8
104,Sara Forestier,Drama|Romance,Mathieu Amalric,3174,31,France,PG,2009,6.3
132,Mathieu Kassovitz,Biography|Crime|Drama|War,Sebastian Koch,11077,55,France,Unrated,2002,7.3
117,Shawn Yue,Action,Woo-sung Jung,6069,34,China,R,2010,6.9
115,Katherine LaNasa,Comedy|Drama|War,John Heard,11704,36,USA,R,2008,7.0
186,Kieran Culkin,Drama,Matt Damon,12053,119,USA,R,2011,6.5
90,Kenan Thompson,Comedy|Horror,Steve Howey,9928,66,Canada,R,2009,3.6
90,Rebecca De Mornay,Comedy|Drama|Romance,Madeline Carroll,60460,104,USA,PG,2010,7.7
134,Heath Ledger,Drama|Romance,Jake Gyllenhaal,259837,2254,USA,R,2005,7.7
101,Danny Woodburn,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,167089,491,USA,PG-13,2014,5.9
97,Dan Hedaya,Comedy|Romance,Donald Faison,123390,248,USA,PG-13,1995,6.8
107,Celia Weston,Drama|Romance,Dennis Quaid,36542,378,USA,PG-13,2002,7.4
99,Gillian Jacobs,Comedy|Sci-Fi,Adam Scott,28159,96,USA,R,2015,5.1
55,Olaf Lubaszenko,Drama,Krystyna Janda,12590,37,Poland,TV-MA,,9.1
124,Stephen Marcus,Biography|Drama,Kate Winslet,44795,314,UK,R,2000,7.4
110,Gabourey Sidibe,Comedy|Crime,Abbie Cornish,185845,284,UK,R,2012,7.2
105,Tamara Tunie,Crime|Drama|Music|Mystery|Thriller,Colm Feore,5602,59,USA,R,2001,6.0
41,Marian Dziedziel,Action|Crime|Drama|Thriller,Jacek Koman,271,2,Poland,,,7.4
178,Bruno Ganz,Biography|Drama|History|War,Thomas Kretschmann,248354,564,Germany,R,2004,8.3
125,Lola Dueñas,Biography|Drama|Romance,Belén Rueda,64556,140,Spain,PG-13,2004,8.1
108,Paul Brannigan,Drama|Horror|Sci-Fi|Thriller,Scarlett Johansson,85022,616,UK,R,2013,6.3
121,J.T. Walsh,Biography|Comedy|Drama|War,Robin Williams,98348,131,USA,R,1987,7.3
100,Stephanie Danielson,Comedy,Jason Mewes,912,17,South Korea,PG-13,2010,3.6
115,Sean Kingston,Documentary|Music,Usher Raymond,74351,233,USA,G,2011,1.6
108,Mila Kunis,Drama|Thriller,Natalie Portman,551363,1140,USA,R,2010,8.0
117,Abbie Cornish,Action|Crime|Sci-Fi|Thriller,Gary Oldman,182910,630,USA,PG-13,2014,6.2
220,Al Pacino,Crime|Drama,Robert De Niro,790926,650,USA,R,1974,9.0
112,Terry Kinney,Drama|Music|Romance,Sean Patrick Thomas,47876,320,USA,PG-13,2001,6.1
99,Rodney Eastman,Fantasy|Horror|Thriller,Tuesday Knight,36108,260,USA,R,1988,5.7
109,Brighton Sharbino,Drama,Jennifer Garner,6276,55,USA,PG,2016,6.8
83,Mary Lynn Rajskub,Comedy|Mystery,Jennifer Garner,116625,469,USA,PG-13,2000,5.5
107,Patrick Wayne,Action|Crime|Drama|Thriller|Western,Jack Palance,42614,120,USA,R,1988,6.8
102,Naomi Watts,Comedy|Drama,Bill Murray,72803,171,USA,PG-13,2014,7.3
100,Regina Hall,Comedy|Romance,Joe Lo Truglio,16979,42,USA,R,2014,6.1
97,Heath Ledger,Comedy|Drama|Romance,Joseph Gordon-Levitt,222099,549,USA,PG-13,1999,7.2
92,Eddie Griffin,Comedy,Zooey Deschanel,28805,159,USA,PG-13,2002,5.9
84,Lin Shaye,Action|Comedy|Crime,Jon Lovitz,37611,72,USA,PG-13,1993,6.1
86,Brett Cullen,Drama|Horror|Thriller,Óscar Jaenada,12983,139,USA,PG-13,2016,6.8
120,Eric Stoltz,Sci-Fi|Thriller,Logan Lerman,357579,1100,USA,R,2004,7.7
89,Mark Webber,Adventure|Comedy|Family,Chris Elliott,9285,91,USA,PG,2000,4.9
117,Chris Brown,Comedy|Drama|Romance,Mekhi Phifer,6528,32,USA,PG-13,2007,6.1
97,Dom DeLuise,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,19547,168,USA,PG,1999,2.5
91,Elliott Gould,Action|Comedy|Crime|Thriller,Bokeem Woodbine,24834,168,USA,R,1998,6.1
100,Eartha Kitt,Comedy|Drama|Family,Gregory Smith,7984,42,USA,PG,1996,5.9
72,Beth Grant,Fantasy|Horror,Jenny Agutter,31371,166,USA,R,1990,5.7
84,Kate del Castillo,Crime|Thriller,Leslie Bibb,12676,84,USA,PG-13,2014,5.6
126,Alexa Davalos,Horror,Toby Jones,220475,1066,USA,R,2007,7.2
108,Sonoya Mizuno,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,289508,611,UK,R,2015,7.7
112,Orson Bean,Comedy|Drama|Fantasy,Willie Garson,254404,840,USA,R,1999,7.8
90,Vivica A. Fox,Comedy|Romance,Mo'Nique,4339,31,USA,R,2001,6.1
91,Ella Wahlestedt,Adventure|Family|Sci-Fi,Teo Halm,15664,149,USA,PG,2014,5.8
135,Jay Hernandez,Drama|Romance,Kirsten Dunst,21406,169,USA,PG-13,2001,6.5
141,Kazunari Ninomiya,Drama|History|War,Yuki Matsuzaki,132149,316,USA,R,2006,7.9
104,Virginia Madsen,Adventure|Drama|Sci-Fi,J.K. Simmons,19707,128,USA,PG,2006,6.3
84,Jada Pinkett Smith,Comedy|Romance,LL Cool J,1520,20,USA,R,1998,3.8
118,Jacob Tremblay,Drama,Joan Allen,161288,351,Ireland,R,2015,8.3
82,Jack Warden,Comedy,Don Rickles,20033,117,Canada,PG-13,1998,6.4
95,Sam Waterston,Comedy|Crime|Thriller,Kathleen Turner,21212,107,USA,R,1994,6.7
94,Will Ferrell,Comedy,Ryan Reynolds,16059,210,France,PG-13,1999,6.1
88,David Dencik,Action|Crime|Mystery|Thriller,Michael Nyqvist,335,,Sweden,,,8.1
99,Vanessa Williams,Drama|Thriller,Rosario Dawson,3116,39,USA,R,1999,6.0
121,Ellen Albertini Dow,Drama|Music,Salma Hayek,27675,181,USA,R,1998,5.8
84,Geoffrey Arend,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,25541,181,USA,PG-13,2001,5.6
93,Mathieu Kassovitz,Comedy|Crime|Thriller,Mark Gatiss,21530,159,UK,R,2001,6.1
93,Josie Loren,Comedy,Justin Chon,60407,84,USA,R,2013,5.9
120,Miranda Richardson,Comedy|Drama|Romance,Steve Buscemi,63084,123,France,R,2006,7.3
112,Kathryn Morris,Drama|Sport,Harry Lennix,18442,59,USA,PG-13,2007,6.8
107,Sarita Choudhury,Comedy|Drama|Romance,Tina Fey,28573,87,USA,PG-13,2013,5.7
112,Daniel Auteuil,Drama|Romance,Emir Kusturica,4767,69,France,R,2000,7.3
96,Meghan Heffern,Drama|Mystery|Romance|Thriller,Liam Neeson,56264,166,USA,R,2009,6.3
91,Ryan O'Neal,Comedy|Crime|Drama,Chazz Palminteri,1595,19,USA,R,1996,5.9
105,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,88037,201,USA,R,2009,7.1
125,Vin Diesel,Biography|Comedy|Crime|Drama,Peter Dinklage,28068,108,Germany,R,2006,7.1
102,Ezra Miller,Drama|Romance,Logan Lerman,351274,457,USA,PG-13,2012,8.0
87,Ian Gomez,Action,Burt Young,922,23,USA,R,1993,5.1
118,Isabella Rossellini,Biography|Crime|Drama,Toby Jones,14143,102,USA,R,2006,7.1
115,Sarah Polley,Drama|Romance|Western,Milla Jovovich,5254,92,UK,R,2000,6.5
91,Alison Lohman,Horror|Thriller,Djimon Hounsou,7199,53,USA,PG-13,2015,4.5
88,Luke Treadaway,Action|Comedy|Sci-Fi|Thriller,John Boyega,82331,297,UK,R,2011,6.6
127,Nikola Djuricko,Drama|Romance|War,Jelena Jovanova,31414,180,USA,R,2011,4.3
94,Tara Platt,Crime|Thriller,Michael Imperioli,88241,266,USA,R,2013,6.7
115,Dean Dawson,Action|Drama|History|War,Liam Neeson,90,1,South Korea,,2016,6.8
90,Aden Young,Action|Adventure|Comedy|Family,Steve Irwin,5663,106,Australia,PG,2002,5.4
102,Louis Herthum,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,77305,162,France,R,2009,6.6
100,Everett McGill,Adventure|Drama|History,Rae Dawn Chong,16281,96,Canada,R,1981,7.4
117,Kevin Connolly,Biography|Drama,Denzel Washington,26493,159,USA,PG-13,2002,7.3
109,Embeth Davidtz,Drama,Gabriel Millman,14354,139,USA,PG-13,2002,6.9
121,Gary Oldman,Action|Crime|Drama|Romance|Thriller,Brad Pitt,163492,460,USA,R,1993,8.0
111,Matt Smith,Drama|Romance|Sci-Fi,Eva Green,9957,35,Germany,Unrated,2010,6.4
100,Al Pacino,Crime|Drama|Mystery,Kevin Spacey,75675,365,USA,R,1992,7.8
109,Ned Beatty,Crime|Drama|Thriller,Liam Aiken,28483,176,USA,R,2010,6.1
93,Ruby Dee,Fantasy|Horror|Thriller,Ed Begley Jr.,14193,106,USA,R,1982,6.1
101,Margo Harshman,Horror|Mystery,Julian Morris,24012,126,USA,R,2009,5.1
101,Mary Astor,Adventure|Drama|Romance,David Niven,3256,44,USA,Approved,1937,7.8
106,Kelli Garner,Comedy|Drama|Romance,Ryan Gosling,114762,299,USA,PG-13,2007,7.4
94,Sheila Hancock,Drama|War,Richard Johnson,132386,398,UK,PG-13,2008,7.8
140,Udo Kier,Crime|Drama|Musical,Catherine Deneuve,79330,690,Denmark,R,2000,8.0
132,Richard Roxburgh,Drama|Romance,Tom Wilkinson,5648,50,USA,R,1997,6.7
99,Vincent Gallo,Crime|Drama,Isabella Rossellini,6921,48,USA,R,1996,6.6
90,David Costabile,Comedy|Drama|Romance,Jenna Fischer,13371,60,USA,R,2009,6.4
105,Don Johnson,Action|Crime|Thriller,Robert De Niro,165792,392,USA,R,2010,6.7
108,Eric Schweig,Biography|Comedy|Crime|Drama,Kevin Spacey,14757,51,Canada,R,2010,6.2
69,Gabriel Damon,Adventure|Animation|Family,Judith Barsi,61753,133,USA,G,1988,7.3
148,Bin Won,Action|Drama|War,Min-sik Choi,31943,224,South Korea,R,2004,8.1
118,Cheech Marin,Comedy|Drama|Family|Sport,Clifton Collins Jr.,2676,33,Canada,PG,2009,7.0
132,Linda Blair,Horror,Ellen Burstyn,284252,1058,USA,R,1973,8.0
130,Robert Shaw,Adventure|Drama|Thriller,Roy Scheider,412454,962,USA,PG,1975,8.0
95,Shannon Elizabeth,Comedy,Alyson Hannigan,315549,789,USA,R,1999,7.0
80,Megan Mullally,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,12029,32,France,PG,2012,7.9
94,Randall 'Tex' Cobb,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,39798,69,USA,PG-13,1986,5.9
122,Romany Malco,Comedy|Romance,Chris Brown,34579,62,USA,PG-13,2012,6.6
102,Jason George,Comedy|Drama,Sean Patrick Thomas,22147,156,USA,PG-13,2002,6.3
116,Kirstie Alley,Action|Adventure|Sci-Fi,Leonard Nimoy,91414,359,USA,PG,1982,7.7
78,Udo Kier,Comedy,Sean Young,216486,242,USA,PG-13,1994,6.9
114,Barry Corbin,Sci-Fi|Thriller,Matthew Broderick,71842,152,USA,PG,1983,7.1
112,Viggo Mortensen,Crime|Drama|Romance|Thriller,Harrison Ford,66966,175,USA,R,1985,7.4
110,Jason Cottle,Action|Adventure|Drama|Thriller|War,Alex Veadov,57996,349,USA,R,2012,6.5
104,Alyson Stoner,Crime|Drama|Music|Romance,Channing Tatum,90938,271,USA,PG-13,2006,6.5
81,Demi Moore,Adventure|Animation|Comedy|Crime,Bruce Willis,42892,154,USA,PG-13,1996,6.8
154,Sid Haig,Crime|Thriller,Robert De Niro,239540,462,USA,R,1997,7.5
