num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,genres,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
98,86,5,47,Tommy Knight,Comedy|Horror,0,http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1,53,English,Ireland,,2012,94,5.7,1.85,0
25,83,0,107,William Lee Scott,Crime|Drama|Horror|Mystery|Thriller,0,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,64,English,USA,2000000,2010,167,5.5,2.35,0
,81,0,8,Tim Rice,Documentary,0,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,,English,UK,2000000,2015,27,7.4,,0
40,82,11000,167,Charlotte Rae,Comedy,3,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,105,English,USA,2000000,1971,430,7.1,1.37,0
20,102,0,46,Linus Roache,Thriller,0,http://www.imdb.com/title/tt1734586/?ref_=fn_tt_tt_1,9,English,USA,,2012,303,3.9,,115
8,90,5,372,Mario Cimarro,Action|Crime|Drama|Thriller,1,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,6,English,USA,2000000,2007,453,4.6,2.35,44
19,30,,424,Tim Daly,Comedy|Drama,5,http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1,56,English,USA,,,511,7.3,1.33,1000
90,92,0,18,Everett Sloane,Crime|Drama|Film-Noir|Mystery|Thriller,1,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,175,English,USA,2300000,1947,29,7.7,1.37,0
21,88,0,332,Lew Temple,Horror|Thriller,0,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,31,English,USA,2000000,2008,597,4.9,1.78,153
12,97,10,171,M.C. Gainey,Crime|Drama,3,http://www.imdb.com/title/tt0165361/?ref_=fn_tt_tt_1,67,English,USA,14000000,2002,284,6.3,2.35,912
33,96,68,722,Saffron Burrows,Comedy|Crime|Drama,6,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,26,English,USA,2000000,2012,811,6.1,1.85,0
9,87,8,424,Ben Schwartz,Comedy,3,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,19,English,USA,2000000,2013,463,6.6,2.35,0
94,106,5,356,Kevin McCarthy,Comedy|Fantasy|Musical|Sci-Fi,2,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,19,English,USA,2000000,2012,403,5.7,2.35,655
41,107,17,322,Curtiss Cook,Comedy|Drama,1,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,23,English,USA,,2013,591,5.6,,825
38,80,2,51,Lex Barker,Horror|Mystery,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,36,German,West Germany,,1967,57,6.0,1.66,200
12,91,10,293,Powers Boothe,Comedy|Drama,3,http://www.imdb.com/title/tt2024506/?ref_=fn_tt_tt_1,20,English,USA,2000000,2013,472,5.7,,0
25,99,44,137,Zero Mostel,Comedy|Musical,0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,72,English,USA,2000000,1966,164,7.0,1.85,805
27,102,909,119,Eddie Vedder,Documentary,0,http://www.imdb.com/title/tt0850669/?ref_=fn_tt_tt_1,15,English,USA,2000000,2007,562,5.3,,69
2,108,531,894,Kevin Alejandro,Action|Adventure|History|Western,1,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,14,English,USA,2000000,2011,1000,4.4,,651
23,88,6,233,Wray Crawford,Comedy|Horror,0,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,25,English,USA,1250000,2015,418,3.4,,0
32,89,20000,618,Bella Heathcote,Drama|Horror|Mystery|Thriller,1,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,22,English,USA,2000000,2015,860,4.5,,0
18,92,3,412,Michael Aaron Milligan,Thriller,0,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,17,English,USA,2000000,2015,1000,3.4,,728
45,99,28,223,Daniel Roebuck,Crime|Drama,2,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,111,English,USA,1900000,1986,1000,7.1,1.85,0
60,103,35,482,Anthony Edwards,Drama|Fantasy,0,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,122,English,USA,1900000,2003,495,6.4,2.35,298
23,90,58,164,Mike 'The Miz' Mizanin,Action|Thriller,2,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,15,English,USA,1950000,2015,217,5.2,1.78,620
363,95,89,263,Samantha Mathis,Drama|Mystery|Thriller,0,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,447,English,Spain,3000000,2010,517,7.0,2.35,24000
249,97,0,594,Paddy Considine,Comedy|Drama|Romance,1,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,100,English,UK,,2010,680,7.3,1.85,17000
68,108,63,5,Ahmed Hassan,Documentary|Drama|History|News,0,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,42,Arabic,Egypt,1500000,2013,10,8.1,1.85,0
14,95,0,164,Lizzie Brocheré,Drama,5,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,15,French,France,1400000,2006,323,5.8,1.85,104
359,100,108,534,Judy Greer,Drama|Fantasy|Horror,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,English,USA,30000000,2013,2000,5.9,2.35,39000
15,160,168,71,Remo,Drama|Musical,3,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,38,Hindi,India,,2013,168,6.4,,1000
256,101,0,574,Lin Shaye,Horror,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,English,USA,1800000,1984,852,7.5,1.85,10000
194,90,120,0,Philippe Petit,Biography|Crime|Documentary|History|Thriller,0,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,134,English,UK,1000000,2008,27,7.8,1.85,0
,86,0,3,Peter Feeney,Drama,5,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,6,English,New Zealand,,2015,40,6.3,,213
10,89,47,585,Adam Ratcliffe,Drama,6,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,19,English,USA,1900000,2015,606,7.2,1.85,1000
311,87,13,308,Ashley Bell,Drama|Horror|Thriller,0,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,300,English,France,1800000,2010,400,5.6,1.85,0
205,98,456,231,Ophelia Lovibond,Biography|Drama|Music,1,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,75,English,UK,,2009,548,7.2,2.35,10000
94,125,603,114,Karl Malden,Drama,0,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,233,English,USA,1800000,1951,416,8.0,1.37,5000
192,95,0,277,Slim Pickens,Comedy,0,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,839,English,USA,1800000,1964,575,8.5,1.66,18000
85,118,12,67,Ana Claudia Talancón,Drama|Romance,0,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,110,Spanish,Mexico,1800000,2002,163,6.8,1.85,544
663,93,188,168,Gina Montana,Drama|Fantasy,0,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,269,English,USA,1800000,2012,458,7.3,1.85,31000
62,96,88,196,Paul Williams,Action|Sci-Fi,4,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,91,English,USA,1800000,1973,356,5.5,2.35,511
39,109,9,280,David Patrick Kelly,Drama|Music,1,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,78,English,USA,1800000,2000,380,7.3,1.85,0
68,109,0,186,Bill Irwin,Drama,0,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,34,English,USA,,2011,471,6.3,1.85,952
3,155,0,61,T.R. Silambarasan,Comedy|Romance,2,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,6,Tamil,India,150000000,2015,77,5.1,,82
130,90,293,808,J.J. Abrams,Comedy|Documentary,1,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,45,English,USA,1500000,2011,14000,6.6,,0
13,93,0,482,Gary Farmer,Comedy|Horror,0,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,17,English,USA,1800000,1993,580,6.1,1.78,266
44,108,28,0,Lhakpa Dorji,Adventure|Drama,0,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,28,Dzongkha,Australia,1800000,2003,0,7.5,1.85,353
26,114,57,426,Bruce Dern,Western,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,109,English,USA,1800000,1968,844,7.0,1.85,0
27,87,174,114,Jim Backus,Crime|Drama|Film-Noir,0,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,28,English,USA,,1952,399,7.2,1.37,169
53,113,15,491,Tom Cavanagh,Horror|Thriller,0,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,103,English,USA,1800000,2007,642,5.3,2.35,368
,87,9,165,Luke Edwards,Comedy|Horror|Thriller,0,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,,English,USA,,2016,258,8.7,,8
10,90,4,91,Keenan Tracey,Action|Sci-Fi,0,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,12,English,Canada,1800000,2013,108,3.4,,566
4,111,21,685,Essence Atkins,Comedy|Drama,13,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,8,English,USA,1800000,2012,713,5.4,1.85,569
181,81,670,34,Ludger Pistor,Crime|Drama,1,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,709,German,Germany,3500000,1998,37,7.8,1.85,0
114,93,75,446,Will Estes,Drama|Horror,1,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,277,English,USA,500000,2002,461,6.7,1.85,0
11,90,15,120,CJ Adams,Adventure|Family,3,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,9,English,Canada,2000000,2013,450,4.7,,326
1,112,0,11,Chris Cleveland,Horror,0,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,1,English,USA,1750000,2013,42,6.3,1.85,73
75,106,36,345,Eugenio Derbez,Adventure|Drama,1,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,58,Spanish,Mexico,,2007,399,7.4,1.85,0
80,88,88,67,Gordon Jump,Action|Sci-Fi,0,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,95,English,USA,1700000,1972,70,6.1,2.35,794
179,138,143,783,Sissy Spacek,Crime|Drama,1,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,510,English,USA,1700000,2001,874,7.5,2.35,951
225,105,68,374,Chad Lindberg,Horror|Thriller,0,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,209,English,USA,2000000,2010,445,6.3,2.35,17000
77,98,3,327,Illeana Douglas,Comedy|Crime|Romance,3,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,122,English,USA,1700000,1999,347,6.3,1.85,374
124,86,84,34,Natalie Press,Drama|Romance,0,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,103,English,UK,1700000,2004,46,6.8,1.85,869
195,104,25,73,Nimrat Kaur,Drama|Romance,2,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,162,Hindi,India,1000000,2013,85,7.8,2.35,16000
76,100,87,420,Joan Allen,Drama|Romance,0,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,48,English,UK,1000000,2004,805,6.9,1.85,305
51,126,964,275,Ann Miller,Comedy|Drama|Romance,10,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,133,English,USA,1644736,1938,302,8.0,1.37,0
101,118,160,426,Donna Reed,Drama|Romance|War,5,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,150,English,USA,1650000,1953,488,7.8,1.37,0
55,103,673,89,Ben Johnson,Western,1,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,90,English,USA,1600000,1949,230,7.4,1.37,721
15,102,11,575,Michael Welch,Drama|Music,0,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,21,English,USA,,2013,611,6.1,,0
16,84,11,249,Clifton Powell,Comedy|Drama,0,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,13,English,USA,2000000,1999,469,4.3,,43
5,,8,394,Lamman Rucker,Crime|Drama|Thriller,5,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,15,English,USA,,2010,607,3.5,2.35,588
109,95,0,0,Adel Karam,Comedy|Drama|Romance,0,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,66,Arabic,France,1300000,2007,4,7.2,1.85,0
40,92,0,2,Pixie Davies,Horror|Thriller,3,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,18,English,USA,,2014,51,4.7,2.35,844
51,90,21,27,Lior Ashkenazi,Comedy|Drama|Romance,0,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,23,Hebrew,Israel,1500000,2006,30,7.3,,0
149,113,0,324,Teri Garr,Drama|Mystery|Thriller,2,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,313,English,USA,1600000,1974,481,7.9,1.37,6000
4,,0,45,Revathy,Romance,4,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,4,English,India,70000000,2005,96,5.1,,9
35,123,0,21,Jean-Paul Belmondo,Crime|Drama|Romance,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26,French,France,1600000,1969,710,7.2,2.35,278
22,111,1000,127,Marisa Coughlan,Drama|Mystery,2,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,40,English,USA,1650000,2003,163,5.4,2.35,63
68,99,4,114,Gage Golightly,Horror,0,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,40,English,USA,,2016,253,3.7,,2000
287,110,0,1000,Kevin Zegers,Action|Horror|Thriller,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,English,USA,26000000,2004,2000,7.4,2.35,7000
173,108,191,336,Cheryl Hines,Comedy|Drama|Romance,1,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,204,English,USA,2000000,2007,541,7.1,1.85,0
61,92,15,49,Donald Gibb,Action|Biography|Drama|Sport,1,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,210,English,USA,1100000,1988,403,6.8,1.85,0
96,120,964,248,Jean Arthur,Comedy|Drama,7,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,245,English,USA,1500000,1939,319,8.2,1.37,0
71,91,184,82,Leo Fitzpatrick,Drama,1,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,408,English,USA,1500000,1995,202,7.0,1.85,0
110,88,387,18,Elizabeth Meriwether,Comedy|Drama,0,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,232,English,USA,1500000,2005,25,7.4,1.85,0
110,97,0,117,Jennifer Westfeldt,Comedy|Drama|Romance,1,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,190,English,USA,1000000,2001,321,6.7,1.85,682
101,95,611,3,Ni Yan,Comedy|Drama,1,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,20,Mandarin,China,,2009,4,5.7,2.35,784
2,90,134,354,T.J. Storm,Action,5,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,1,,USA,17000000,2016,454,9.1,,0
97,95,13000,82,Rhonda Fleming,Film-Noir|Mystery|Romance|Thriller,1,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,161,English,USA,1696377,1945,239,7.6,1.37,0
53,103,460,900,Mia Kirshner,Drama|Mystery|Romance,1,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,83,English,Canada,2000000,1994,971,7.2,1.85,619
106,110,787,642,Vincent Gallo,Comedy|Crime|Drama|Romance,2,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,318,English,USA,1500000,1998,787,7.5,1.85,0
445,103,0,588,Barbara Hershey,Fantasy|Horror|Mystery|Thriller,1,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,752,English,USA,1500000,2010,618,6.8,2.35,60000
131,92,92,166,Tracey Walter,Comedy|Crime|Sci-Fi|Thriller,3,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,148,English,USA,1500000,1984,324,6.9,1.85,0
94,114,44,7,Gastón Pauls,Crime|Drama|Thriller,0,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,125,Spanish,Argentina,1500000,2000,22,7.9,1.85,0
105,101,4,0,Yuval Diskin,Documentary|War,3,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,33,Hebrew,Israel,,2012,0,7.6,1.85,0
75,112,58,42,Susanna Thompson,Drama,1,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,68,English,USA,1500000,2005,265,6.7,1.66,608
97,104,38,690,Alia Shawkat,Comedy|Romance,7,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,79,English,USA,1500000,2013,727,5.8,1.78,0
37,99,675,164,Salvator Xuereb,Crime|Drama|Thriller,0,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,93,English,France,1500000,1993,424,6.5,1.85,853
84,98,21,76,Theresa Russell,Drama,0,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,159,English,USA,1500000,2001,243,7.2,1.66,0
88,107,234,442,Connor Paolo,Drama|Romance,0,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,57,English,USA,,2007,530,6.9,2.35,415
6,93,6,56,Lisa Brave,Action|Horror|Thriller,1,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,3,English,USA,1500000,2014,191,5.5,2.35,307
127,100,122,83,Brendan Sexton III,Horror|Mystery,0,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,481,English,USA,1500000,2001,148,6.5,2.35,0
32,80,522,423,Jeff Garlin,Comedy|Romance,0,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,28,English,USA,1500000,2006,522,6.2,1.85,0
8,94,13,616,Nia Long,Drama|Family,1,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,14,English,USA,,2010,826,6.7,,0
229,93,134,488,Kane Hodder,Comedy|Horror,0,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,235,English,USA,1500000,2006,935,5.7,1.85,0
120,87,0,8,Stanley Blystone,Comedy|Drama|Family,1,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,211,English,USA,1500000,1936,8,8.6,1.37,0
31,91,18,597,Aidan Quinn,Drama,1,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,55,English,USA,1500000,2002,767,6.5,1.85,304
100,84,0,158,Dan Hicks,Comedy|Fantasy,1,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88,English,USA,1500000,2007,328,6.3,1.85,0
14,90,7,424,Monica Calhoun,Comedy|Drama,7,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,5,English,USA,1500000,2005,597,4.3,1.85,68
14,98,102,360,Jim O'Heir,Comedy,0,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,11,English,USA,1500000,2015,485,6.1,,212
39,108,60,121,Jenny O'Hara,Drama|Music|Romance,0,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,26,English,USA,1500000,2005,189,6.0,1.85,216
35,124,407,7,John Arcilla,Drama|War,0,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,8,English,USA,1700000,2010,8,5.8,,594
178,95,49,57,Georgina Reilly,Fantasy|Horror,0,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,142,English,Canada,1500000,2008,98,6.7,2.35,0
46,90,7,711,Joey Lauren Adams,Drama,3,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,22,English,USA,2000000,2008,781,6.7,2.35,371
