num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_imdb_link,country,aspect_ratio,movie_facebook_likes
192,929,56,Crime|Drama|Mystery|Thriller,Philippe Nahon,http://www.imdb.com/title/tt0290673/?ref_=fn_tt_tt_1,France,2.35,13000
72,17,31,Comedy|Drama,Lindsay Kay Hayward,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,Japan,1.85,543
33,85,397,Comedy|Drama|History|Romance,Anupam Kher,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,India,2.35,0
22,4,934,Drama,Kim Shaw,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,USA,2.35,679
48,3,472,Action|Comedy|Drama|Thriller,Jim Gaffigan,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,USA,1.85,1000
65,136,4000,Comedy|Romance,Jon Hamm,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,USA,1.85,915
29,222,5000,Comedy|Drama,Bob Hoskins,http://www.imdb.com/title/tt0202559/?ref_=fn_tt_tt_1,UK,1.85,484
284,77,286,Crime|Drama|Thriller,Aksel Hennie,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,Norway,2.39,23000
187,4,796,Comedy|Horror|Sci-Fi|Thriller,Russell Tovey,http://www.imdb.com/title/tt1525366/?ref_=fn_tt_tt_1,UK,2.35,11000
47,12,393,Comedy|Drama|Sport,Campbell Scott,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,Canada,1.85,989
88,440,631,Drama|Romance,Samantha Morton,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,Norway,,0
41,82,208,Drama|Fantasy|Romance,Teresa Wright,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,USA,1.85,0
24,4,374,Action|Crime|Drama|Thriller,Abhishek Bachchan,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,India,,421
318,0,852,Fantasy|Horror|Thriller,Lin Shaye,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,USA,2.35,35000
250,163,1000,Horror|Mystery,Emmanuelle Vaugier,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,USA,1.85,0
411,16,14000,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,USA,2.35,33000
106,79,608,Comedy|Documentary,Bam Margera,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,USA,1.85,0
159,26,2000,Horror,Billy Burke,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,USA,2.35,0
251,24,581,Horror,Johanna Braddy,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,USA,1.85,24000
183,10,852,Fantasy|Horror,Lin Shaye,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,USA,2.35,18000
131,55,506,Action|Fantasy|Horror|Thriller,John Saxon,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,USA,1.85,0
297,0,1000,Mystery|Thriller,Busy Philipps,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,USA,2.35,15000
41,399,399,Comedy|Drama,Eugenio Derbez,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,Mexico,1.85,14000
248,24,235,Horror,Matt Shively,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,USA,1.85,26000
42,28,726,Drama|History,Richard Burton,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,USA,2.2,0
33,688,462,Comedy|Crime|Mystery,Burt Kwouk,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,UK,2.35,620
91,54,40000,Comedy|Fantasy|Horror|Thriller,Johnny Depp,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,USA,1.85,963
185,260,9000,Biography|Crime|Drama|Thriller,Charlize Theron,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,USA,1.85,0
69,130,617,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,USA,1.37,0
220,52,510,Fantasy|Horror|Thriller,Richard Cabral,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,USA,1.78,10000
117,0,12000,Biography|Drama,Anthony Hopkins,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,USA,2.35,9000
471,212,11000,Biography|Drama,Matthew McConaughey,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,USA,2.35,65000
152,26,10000,Horror|Sci-Fi|Thriller,Olivia Wilde,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,USA,2.35,0
274,22000,716,Mystery|Thriller,Callum Rennie,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,USA,2.35,40000
336,59,972,Horror|Mystery,James Lafferty,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,USA,2.35,23000
174,0,1000,Comedy,Ethan Suplee,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,USA,1.85,0
151,335,838,Drama|Music,Julie Walters,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,UK,1.85,0
276,214,7000,Comedy|Drama,Steve Carell,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,USA,1.85,22000
12,0,901,Comedy|Drama|Music|Romance,William Schallert,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,USA,1.85,232
18,18,492,Adventure|Drama|Family|Romance|Western,Tony Bonner,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,Australia,2.35,0
28,0,2000,Animation|Comedy|Family,Frank Welker,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,USA,1.33,122
95,3000,205,Drama,John Beasley,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,USA,1.85,1000
74,24,977,Biography|Drama,Faye Dunaway,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,USA,1.85,0
179,37,11000,Comedy|Drama,Zooey Deschanel,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,USA,1.85,11000
125,81,882,Biography|Drama|Sport,William Hurt,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,Canada,2.35,0
22,0,1000,Comedy|Drama,Bernie Mac,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,USA,1.85,575
92,596,1000,Drama|Romance|Thriller,Mekhi Phifer,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,USA,1.85,0
196,66,1000,Horror|Mystery|Thriller,Ben Feldman,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,USA,1.85,14000
9,23,1000,Drama|Thriller,Boris Kodjoe,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,USA,1.85,0
31,148,2000,Drama,Jurnee Smollett-Bell,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,USA,1.85,599
309,25,17000,Drama,Kristen Stewart,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,USA,1.85,45000
15,345,535,Drama|History,Gene Tierney,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,USA,2.55,376
36,6,13000,Action|Crime|Thriller,Sylvester Stallone,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,USA,1.85,0
129,6,935,Adventure|Horror,Kane Hodder,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,USA,1.85,1000
168,38,567,Comedy|Family|Romance,Nia Vardalos,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,USA,1.85,5000
444,520,11000,Crime|Drama,James Franco,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,USA,2.35,25000
123,13,742,Horror|Thriller,Donald Pleasence,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,USA,1.85,0
173,0,269,Adventure|Comedy|Drama|Romance,Maribel Verdú,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,Mexico,1.85,0
246,1000,605,Comedy|Horror,Peter Serafinowicz,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,UK,2.35,19000
74,7,1000,Drama|Horror|Thriller,Jessica Lowndes,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,USA,1.85,562
68,407,11000,Drama|Mystery,Matthew McConaughey,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,USA,2.35,0
144,27,742,Horror|Thriller,Donald Pleasence,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,USA,1.85,0
96,17,690,Horror|Mystery,Thomas F. Wilson,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,USA,2.35,0
42,272,801,Comedy|Drama,Steve Guttenberg,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,USA,1.85,0
29,8,926,Action|Crime|Drama|Thriller|Western,David Carradine,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,USA,1.85,0
228,17,520,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,USA,1.33,0
195,19,968,Comedy|Drama,Clifton Collins Jr.,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,USA,2.35,0
203,66,155,Action|Thriller,Sterling Jerins,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,USA,1.85,16000
44,152,21000,Action|Adventure|Fantasy,Vanna Bonta,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,USA,1.85,0
14,54,746,Drama|History|Romance|War,Gina Lollobrigida,http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1,USA,2.2,270
59,89,729,Comedy,Fred Willard,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,USA,,11000
45,1000,849,Drama|Romance,Eddie Cibrian,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,USA,1.85,738
42,57,998,Drama|Romance|War,Gary Cooper,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,USA,1.37,213
12,23,927,Comedy|Romance,Donald Faison,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,USA,,740
29,99,93,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,USA,1.85,207
121,12,3000,Comedy|Drama,Macaulay Culkin,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,USA,1.85,0
135,66,150,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,Canada,2.35,0
27,44,559,Adventure|Drama|Romance,Robert Shaw,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,USA,1.85,672
56,23,847,Horror|Thriller,Brendan Fehr,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,USA,1.85,327
22,82,11000,Action|Drama|War,Harrison Ford,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,UK,2.35,729
59,3,859,Comedy|Drama,Fran Drescher,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,USA,1.85,0
61,4,2000,Comedy,Linda Cardellini,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,USA,2.35,0
60,84,1000,Comedy|Drama,Natasha Lyonne,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,USA,1.85,462
164,0,973,Western,Claudia Cardinale,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,Italy,2.35,10000
81,4000,4000,Comedy|Crime|Drama|Thriller,Jon Favreau,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,USA,1.85,393
415,0,18000,Drama|Mystery|Sci-Fi,Kevin Spacey,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,UK,2.35,47000
43,7,2000,Comedy,Miranda Cosgrove,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,USA,1.85,249
7,0,55,Documentary,Norbert Ferrer,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,UK,1.78,89
120,460,990,Drama,Bruce Greenwood,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,Canada,2.35,920
195,22,186,Drama,Lambert Wilson,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,France,2.35,0
109,19,25000,Comedy|Drama,Alan Rickman,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,USA,2.35,0
21,3,922,Comedy|Music|Sci-Fi,Cassandra Peterson,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,USA,,323
93,0,14000,Biography|Crime|Drama|Romance|Thriller,Kate Winslet,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,New Zealand,2.35,0
12,35,4000,Drama,Hayden Christensen,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,USA,2.35,0
155,7,8000,Comedy|Drama,Will Ferrell,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,USA,2.35,0
81,52,624,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,USA,1.85,507
204,122,23000,Drama|Thriller,Christian Bale,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,Spain,2.35,21000
19,261,722,Crime|Drama,Dana Delany,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,USA,1.85,247
163,52,10000,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,USA,2.35,13000
248,263,967,Drama,Dianne Wiest,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,USA,1.85,0
39,13,3000,Biography|Crime|Drama|Thriller,Macaulay Culkin,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,USA,1.85,0
322,57,727,Crime|Horror|Music|Thriller,Alia Shawkat,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,USA,2.35,10000
50,0,740,Comedy|Drama|Romance,Liza Minnelli,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,USA,2.35,255
12,0,578,Drama|Mystery|Sci-Fi,Joaquim de Almeida,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,USA,,0
83,0,387,Comedy|Crime|Drama,Andrew Wilson,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,USA,1.85,0
37,18000,10000,Crime|Drama|Thriller,Viggo Mortensen,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,USA,2.35,225
16,0,75,Biography|Drama|History,Akshaye Khanna,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,India,2.35,133
121,239,6,Crime|Documentary|War,Jeffrey Frost,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,USA,2.35,489
24,0,311,Drama,Raymond Burr,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,Canada,1.85,274
324,27,948,Comedy|Horror,Katrina Bowden,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,Canada,2.35,49000
27,6,3000,Drama|Romance,Adam Scott,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,USA,1.85,777
9,5,197,Adventure|Drama|Romance,Judith Anderson,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,USA,1.37,44
31,204,1000,Drama,Ethan Suplee,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,USA,1.85,69
35,3,889,Comedy|Horror|Sci-Fi,Meghan Ory,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,Canada,1.85,174
371,0,432,Horror|Thriller,Ocean James,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,USA,1.85,27000
133,0,343,Crime|Thriller|War,Mike Figueroa,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,USA,1.85,559
13,34,811,Mystery|Romance|Thriller,Adam Garcia,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,Germany,2.35,40
9,,1000,Drama|Fantasy,Holly Hunter,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,USA,1.78,634
56,110,46,Horror|Sci-Fi|Thriller,Glenn Campbell,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,USA,,0
191,57,331,Drama|Horror|Thriller,Luis Tosar,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,Spain,2.35,0
80,46,570,Comedy|Crime|Horror|Thriller,Dave Legeno,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,UK,2.35,639
19,65,866,Comedy|Drama|Fantasy,Henry Ian Cusick,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,USA,1.78,887
19,799,3000,Animation|Comedy,Alyson Hannigan,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,USA,1.85,419
,0,695,Drama|Family|Music,Heather Locklear,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,USA,,38
38,,1000,Comedy|Crime|Mystery,Corbin Bernsen,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,USA,1.78,0
44,0,745,Comedy|Drama|Music,Billy Crudup,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,USA,,0
3,0,979,Animation|Family,Chazz Palminteri,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,USA,,165
6,7,989,Comedy,Gary Cole,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,USA,,0
,49,708,Crime|Drama|Thriller,Teri Polo,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,USA,1.78,58
64,261,12000,Drama|Thriller,Nicolas Cage,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,Bahamas,2.35,0
8,3,1000,Action|Drama|Thriller|War,James Frain,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,UK,,190
64,0,1000,Action|Sci-Fi|Thriller,David Huddleston,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,USA,2.35,2000
2,3,975,Comedy|Drama,Michael Rapaport,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,USA,,35
,14,784,Family,David Raizor,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,USA,,49
35,0,40000,Comedy|Fantasy|Horror|Thriller,Johnny Depp,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,USA,,0
21,20,741,Action|Horror,Mikal Vega,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,USA,,0
99,44,61,Comedy|Drama|Romance|War,Julia Jentsch,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Czech Republic,1.85,1000
115,766,595,Comedy|Drama,Udo Kier,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,Germany,1.85,0
104,0,3000,Drama,Robert Duvall,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,USA,1.85,0
195,58,874,Horror|Thriller,Isaac Hempstead Wright,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,UK,2.35,10000
303,0,1000,Horror,Jay Hernandez,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,USA,2.35,0
122,187,1000,Comedy|Drama,Steve Coogan,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,UK,2.35,750
359,337,982,Drama|Thriller,Katy Mixon,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,USA,2.35,14000
130,7,968,Fantasy|Horror|Mystery|Thriller,Alex Rocco,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,USA,1.85,0
64,16,10000,Comedy|Drama,Rupert Grint,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,UK,1.85,864
13,0,927,Comedy|Crime,Donald Faison,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,USA,,0
159,365,237,Comedy|Horror,Bill Johnson,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,USA,1.85,0
54,541,773,Biography|Drama|Romance|Western,James Coburn,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,USA,2.35,0
440,0,33000,Crime|Drama,Ryan Gosling,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,Denmark,1.85,30000
7,0,226,Drama,Denis Lavant,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,France,,11
4,20,571,Comedy,Maria Conchita Alonso,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,USA,,491
1,0,5,Comedy|Romance,Bhama,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,India,,2
96,11,18000,Drama|Romance,Gerard Butler,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,UK,1.85,2000
8,0,584,Western,Keith Carradine,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,Canada,2.35,31
87,3,74,Comedy|Drama|Romance,Sara Forestier,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,France,1.85,0
10,4,943,Comedy|Drama,Zoë Kravitz,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,Mexico,,199
121,4,13000,Drama,Eddie Redmayne,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,Spain,1.85,0
43,0,109,Crime|Drama,William Kircher,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,New Zealand,1.85,285
45,37,801,Comedy,Steve Guttenberg,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,USA,1.85,0
36,116,1000,Adventure|Drama|Romance,Brooke Shields,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,USA,1.85,0
