num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,genres,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
284,82,Kiran Shah,Adventure|Family|Fantasy,1317,5,hide and seek|lion|magic|professor|snow,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,English,USA,PG,180000000,2005,6.9,0
396,1000,Michael Fassbender,Action|Adventure|Sci-Fi,49684,6,mutant|superhero|superhero team|x men|year 1983,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622,English,USA,PG-13,178000000,2016,7.3,54000
645,11000,Heath Ledger,Action|Crime|Drama|Thriller,57802,0,based on comic book|dc comics|psychopath|star died before release|urban setting,http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,4667,English,USA,PG-13,185000000,2008,9.0,37000
408,262,Delroy Lindo,Adventure|Animation|Comedy|Family,2635,1,balloon|house|promise|retirement|skeleton,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704,English,USA,PG,175000000,2009,8.3,27000
219,459,Rainn Wilson,Action|Adventure|Animation|Comedy|Family|Sci-Fi,2579,2,alien|alien invasion|alien space craft|giant|giantess,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187,English,USA,PG,175000000,2009,6.5,0
486,4000,Jeff Bridges,Action|Adventure|Sci-Fi,39252,3,afghanistan|billionaire|inventor|playboy|u.s. air force,http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,1055,English,USA,PG-13,140000000,2008,7.9,10000
682,1000,Christopher Lee,Adventure|Drama|Family|Mystery,36017,0,automaton|mechanical|railway station|steampunk|train,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678,English,USA,PG,170000000,2011,7.5,42000
85,582,Salma Hayek,Action|Comedy|Sci-Fi|Western,15870,2,buddy movie|general|inventor|steampunk|utah,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648,English,USA,PG-13,170000000,1999,4.8,0
264,595,Brendan Fraser,Action|Adventure|Fantasy|Horror|Thriller,9131,2,army|china|emperor|mummy|shangri la,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501,English,USA,PG-13,145000000,2008,5.2,0
418,329,Robin Atkin Downes,Action|Adventure|Comedy|Sci-Fi,11287,8,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,971,English,USA,PG-13,175000000,2016,6.9,80000
186,7000,Morgan Freeman,Comedy|Family|Fantasy,108016,0,ark|change|congressman|depiction of god|flood,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257,English,USA,PG,175000000,2007,5.4,2000
585,509,Lara Pulver,Action|Adventure|Sci-Fi,12652,1,alien|combat|dying repeatedly|end of the world|time loop,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741,English,USA,PG-13,178000000,2014,7.9,77000
91,60,Rick Aviles,Action|Adventure|Sci-Fi|Thriller,1004,0,future|sail|sea|smoker|water,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,309,English,USA,PG-13,175000000,1995,6.1,0
250,570,Dennis Quaid,Action|Adventure|Sci-Fi|Thriller,26683,4,cobra|gi joe|snake|train|warhead,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,534,English,USA,PG-13,175000000,2009,5.8,0
536,384,Mindy Kaling,Adventure|Animation|Comedy|Drama|Family|Fantasy,2944,1,anger|joy|memory|running away|sadness,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773,English,USA,PG,175000000,2015,8.3,118000
370,591,Bill Murray,Adventure|Drama|Family|Fantasy,32921,0,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,English,UK,PG,175000000,2016,7.8,65000
453,4000,Scarlett Johansson,Action|Adventure|Sci-Fi,48638,4,hammer|military|monaco|revenge|tony stark,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723,English,USA,PG-13,200000000,2010,7.0,18000
416,11000,Kristen Stewart,Action|Adventure|Drama|Fantasy,72881,0,evil queen|fairy tale|magic|queen|snow white,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,710,English,USA,PG-13,170000000,2012,6.1,53000
401,846,Sharlto Copley,Action|Adventure|Family|Fantasy|Romance,15516,2,curse|dark fantasy|fairy|king|kingdom,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634,English,USA,PG,180000000,2014,7.0,89000
521,884,Judy Greer,Action|Adventure|Drama|Sci-Fi,14363,0,ape|dam|leader|post apocalypse|sequel,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,English,USA,PG-13,170000000,2014,7.6,45000
10,283,Alice Englert,Action|Adventure|Romance|Sci-Fi,1982,3,1770s|british india|great barrier reef|india|ring,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,English,Belgium,R,,2015,4.5,677
218,982,Cary-Hiroyuki Tagawa,Action|Adventure|Drama|Fantasy,20965,2,box office flop|ronin|samurai|shogun|tournament,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324,English,USA,PG-13,175000000,2013,6.3,35000
576,2000,Chris Evans,Action|Adventure|Sci-Fi,36188,1,conspiracy|heroism|megalomaniac|super soldier|world domination,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742,English,USA,PG-13,170000000,2014,7.8,55000
226,213,Kathy Griffin,Adventure|Animation|Comedy|Family|Fantasy,4628,2,alternate world|fairy tale parody|female warrior|ogre|true love,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173,English,USA,PG,165000000,2010,6.4,0
443,604,Chris Bauer,Action|Adventure|Family|Mystery|Sci-Fi,5046,2,boy genius|futuristic city|inventor|teenage girl|time travel,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497,English,USA,PG,190000000,2015,6.5,37000
384,562,Daniel Henney,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,2963,0,high tech|martial arts|masked man|robot|superhero,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433,English,USA,PG,165000000,2014,7.9,41000
377,833,Sarah Silverman,Adventure|Animation|Comedy|Family|Sci-Fi,4451,1,arcade|candy|glitch|king|medal,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345,English,USA,PG,165000000,2012,7.8,40000
188,267,Eddie Deezen,Adventure|Animation|Family|Fantasy,16264,0,boy|christmas|christmas eve|north pole|train,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,English,USA,G,165000000,2004,6.6,10000
286,535,Sela Ward,Action|Adventure|Sci-Fi,3233,0,alien|battle|defense|independence day|mothership,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,English,USA,PG-13,165000000,2016,5.5,67000
288,759,America Ferrera,Adventure|Animation|Family|Fantasy,20453,0,dragon|island|training|viking|village,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,English,USA,PG,165000000,2010,8.2,33000
280,191,M.C. Gainey,Action|Sci-Fi,1769,0,drifter|exploding truck|future|machine|skynet,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676,English,USA,R,200000000,2003,6.4,0
653,3000,Vin Diesel,Action|Adventure|Sci-Fi,32438,3,bounty hunter|outer space|raccoon|talking animal|tree,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097,English,USA,PG-13,170000000,2014,8.1,96000
712,6000,Anne Hathaway,Adventure|Drama|Sci-Fi,31488,1,black hole|father daughter relationship|saving the world|space travel|wormhole,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725,English,USA,PG-13,165000000,2014,8.6,349000
642,23000,Tom Hardy,Action|Adventure|Sci-Fi|Thriller,81115,0,ambiguous ending|corporate espionage|dream|subconscious|thief,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,English,USA,PG-13,160000000,2010,8.8,175000
1,12,Shin'ya Tsukamoto,Action|Adventure|Drama|Horror|Sci-Fi,699,0,blood|godzilla|monster|sequel,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,Japanese,Japan,,,2016,8.2,0
645,773,Adam Brown,Adventure|Fantasy,9152,,dragon|dwarf|hobbit|orc|wizard,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,1367,English,USA,PG-13,180000000,2012,7.9,166000
187,4000,Vin Diesel,Action|Crime|Thriller,45327,2,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,USA,PG-13,38000000,2001,6.7,14000
362,919,Jason Flemyng,Drama|Fantasy|Romance,13333,2,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822,English,USA,PG-13,150000000,2008,7.8,23000
500,1000,Michael Fassbender,Action|Adventure|Sci-Fi,50983,3,cia|cia agent|mutant|nuclear war|professor,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698,English,USA,PG-13,160000000,2011,7.8,54000
389,14000,Philip Seymour Hoffman,Adventure|Sci-Fi,81385,1,death of sister|dystopia|execution|rebellion|revolution,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383,English,USA,PG-13,160000000,2015,6.6,38000
235,370,Omar Benson Miller,Action|Adventure|Family|Fantasy,13388,0,chosen one|enchanted object|love|spell|training,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,English,USA,PG,150000000,2010,6.1,11000
231,702,Mike Vogel,Action|Adventure|Drama|Thriller,92456,0,cruise|escape|ocean|passenger|water,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,English,USA,PG-13,160000000,2006,5.6,0
218,11000,Alan Rickman,Adventure|Family|Fantasy,80806,1,clock|dark fantasy|mad hatter|queen|sequel,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131,English,USA,PG,170000000,2016,6.4,30000
227,692,Eric Idle,Adventure|Animation|Comedy|Family|Fantasy,4705,2,disney spoof|fairy tale|prince|princess|tough guy,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326,English,USA,PG,160000000,2007,6.1,0
275,648,Callum Rennie,Action|Adventure|Fantasy,5505,0,based on video game|fictional language|fictional war|orc|sword and sorcery,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,English,USA,PG-13,160000000,2016,7.3,89000
474,2000,Emilia Clarke,Action|Adventure|Sci-Fi,38873,2,alternate timeline|cyborg|future|robot|time machine,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,English,USA,PG-13,155000000,2015,6.6,82000
228,59,Shane Rangi,Adventure|Family|Fantasy,764,4,dragon|king|mouse|quest|warrior,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227,English,USA,PG,155000000,2010,6.3,11000
191,691,Jaime King,Action|Drama|History|Romance|War,5401,0,air raid|black smoke|japanese military|japanese navy|sunday,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999,English,USA,PG-13,140000000,2001,6.1,0
396,581,Michael O'Neill,Action|Adventure|Sci-Fi,2333,0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782,English,USA,PG-13,150000000,2007,7.1,8000
248,591,Angelina Jolie Pitt,Action|Adventure|Biography|Drama|History|Romance|War,24598,3,ancient greece|conquest|greek|greek myth|king,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390,English,Germany,R,155000000,2004,5.5,0
329,687,Daniel Radcliffe,Adventure|Family|Fantasy|Mystery,33433,3,battle|magic|school|teacher|wizard,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1108,English,UK,PG-13,150000000,2007,7.5,0
295,10000,Daniel Radcliffe,Adventure|Family|Fantasy|Mystery,53413,1,fire|goblet|magic|tournament|wizard,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,English,UK,PG-13,150000000,2005,7.6,0
318,979,Charlize Theron,Action|Drama,21584,0,bully comeuppance|destruction|prison|superhero|tough girl,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590,English,USA,PG-13,150000000,2008,6.4,0
323,558,Alice Braga,Drama|Horror|Sci-Fi,13076,0,new york city|pandemic|post apocalypse|survivalist|virus,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413,English,USA,PG-13,150000000,2007,7.2,11000
276,588,Christopher Lee,Adventure|Comedy|Family|Fantasy,57844,3,chocolate|diminution|miniaturization|physical flexability|ticket,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,English,USA,PG,150000000,2005,6.7,0
318,954,John Ratzenberger,Animation|Comedy|Family|Fantasy,4764,0,chef|food|french|rat|restaurant,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626,English,USA,G,150000000,2007,8.0,10000
478,11000,Liam Neeson,Action|Adventure,59558,0,armored car|gangster|gotham|mixed martial arts|social decay,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,English,USA,PG-13,150000000,2005,8.3,15000
167,436,Jada Pinkett Smith,Action|Adventure|Animation|Comedy|Family,3285,0,africa|madagascar|new york city|sequel|zoo,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119,English,USA,PG,150000000,2008,6.7,0
185,1000,Rami Malek,Adventure|Comedy|Family|Fantasy,54039,2,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2009,5.9,2000
350,2000,Ryan Reynolds,Action|Adventure|Fantasy|Sci-Fi|Thriller,40054,0,army|civil war|claw fight|commando|wolverine the character,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641,English,USA,PG-13,150000000,2009,6.7,0
245,233,Collin Chou,Action|Sci-Fi,1062,0,battle|epic|fight|future|machine,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121,English,Australia,R,150000000,2003,6.7,0
406,490,Maurice LaMarche,Adventure|Animation|Comedy|Family|Fantasy|Musical,2582,0,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904,English,USA,PG,150000000,2013,7.6,58000
275,30,Daniel Bernhardt,Action|Sci-Fi,534,0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789,English,USA,R,150000000,2003,7.2,0
486,12000,Natalie Portman,Action|Adventure|Fantasy,59803,3,arrest|portal|thor|warrior|weapon,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532,English,USA,PG-13,170000000,2013,7.1,63000
739,943,Charlize Theron,Action|Adventure|Sci-Fi|Thriller,40025,0,australia|desert|escape|on the run|post apocalypse,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588,English,Australia,R,150000000,2015,8.1,191000
298,294,Ayelet Zurer,Mystery|Thriller,16948,2,conclave|illuminati|murder|reference to bernini|reference to raphael,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435,English,USA,PG-13,150000000,2009,6.7,0
516,12000,Natalie Portman,Action|Adventure|Fantasy,60059,1,battle|marvel cinematic universe|scientist|thor|throne,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,English,USA,PG-13,150000000,2011,7.0,63000
225,699,Diedrich Bader,Adventure|Animation|Comedy|Drama|Family,20007,0,cat|dog|hamster|new york city|superpower,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178,English,USA,PG,150000000,2008,6.9,0
145,182,Piper Mackenzie Harris,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,2217,0,fbi director|guinea pig|household appliance|secret agent|talking mouse,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,English,USA,PG,150000000,2009,5.1,0
310,502,Edgar Ramírez,Action|Adventure|Fantasy,16184,0,ares|hades|titan|underworld|zeus,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,English,USA,PG-13,150000000,2012,5.8,19000
526,16000,Chloë Grace Moretz,Comedy|Fantasy|Horror,80849,7,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479,English,USA,PG-13,100000000,2012,6.2,82000
465,641,Jeremy Renner,Action|Adventure|Thriller,21840,0,capture|computer hacker|mission|rogue agent|spy,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,English,China,PG-13,150000000,2015,7.4,47000
357,162,Simon Merrells,Drama|Fantasy|Horror|Thriller,13071,0,asylum|death|full moon|transformation|werewolf,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432,English,USA,R,150000000,2010,5.8,0
248,103,Alexander Skarsgård,Action|Adventure|Drama|Romance,21175,2,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,English,USA,PG-13,180000000,2016,6.6,29000
194,826,Oprah Winfrey,Adventure|Animation|Comedy|Family,6576,0,bee|dream sequence|egg|scatological humor|squashed bug,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206,English,USA,PG,150000000,2007,6.2,0
284,15,Gary Oldman,Action|Adventure|Animation|Comedy|Family,21015,0,china|kung fu|panda|peacock|tigress,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2011,7.3,20000
280,346,Noah Ringer,Action|Adventure|Family|Fantasy,2857,0,avatar|fire|kingdom|tribe|water,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,English,USA,PG,150000000,2010,4.2,18000
310,979,Tom Cruise,Action|Adventure|Thriller,34817,0,arms dealer|fictional government agency|mission|rescue|vatican,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,English,USA,PG-13,150000000,2006,6.9,0
339,256,Jake Weber,Action|Drama|Thriller,18204,2,black u.s. president|president|secret service|tour|white house,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434,English,USA,PG-13,150000000,2013,6.4,33000
132,433,Dan Fogler,Action|Adventure|Animation|Comedy|Family|Sci-Fi,2652,0,boy|martian|rescue|robot|sexism,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,English,USA,PG,150000000,2011,5.4,0
135,586,Kate Winslet,Adventure|Animation|Comedy|Family,35161,0,boat|frog|rat|sewer|toad,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,English,UK,PG,149000000,2006,6.7,0
256,394,Cara Delevingne,Adventure|Family|Fantasy,21393,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,2015,5.8,24000
196,517,Zach Callison,Adventure|Animation|Comedy|Family|Sci-Fi,5810,2,dog|father son relationship|inventor|talking dog|time travel,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130,English,USA,PG,145000000,2014,6.9,11000
220,844,Orlando Bloom,Adventure,17944,2,greek|mythology|prince|trojan|troy,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694,English,USA,R,175000000,2004,7.2,0
211,436,Martin Short,Adventure|Animation|Comedy|Family,2444,0,animal|circus|island name in title|lemur|penguin,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154,English,USA,PG,145000000,2012,6.9,17000
264,746,Colin Salmon,Action|Adventure|Thriller,2538,0,catfight|clinic|colonel|diamond|patricide,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185,English,UK,PG-13,142000000,2002,6.1,0
