genres,movie_title,actor_3_name,movie_imdb_link,num_user_for_reviews,country,aspect_ratio,movie_facebook_likes
Comedy|Drama|Romance|Sport,Mr 3000 ,Paul Sorvino,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,63,USA,1.85,491
Crime|Drama|Romance|Thriller,The Next Three Days ,Aisha Hinds,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,237,USA,2.35,27000
Action|Horror|Sci-Fi|Thriller,Ultraviolet ,Nick Chinlund,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830,USA,1.85,0
Action|Crime|Drama|Thriller,Assault on Precinct 13 ,Hugh Dillon,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,220,USA,2.35,999
Action|Crime|Thriller,The Replacement Killers ,Patrick Kilpatrick,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,167,USA,2.35,629
Action|Adventure|Crime|Drama|Romance,Fled ,Will Patton,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,29,USA,1.85,204
Action|Comedy|Horror,Eight Legged Freaks ,Riley Smith,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,291,USA,2.35,0
Comedy|Drama|Romance,Love & Other Drugs ,Judy Greer,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,215,USA,1.85,24000
Crime|Drama|Mystery|Thriller,88 Minutes ,Deborah Kara Unger,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,262,USA,2.35,0
Drama,North Country ,Sissy Spacek,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,214,USA,2.35,0
Comedy|Crime|Thriller,The Whole Ten Yards ,Natasha Henstridge,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,112,USA,1.85,462
Drama|Horror|Sci-Fi,Splice ,Delphine Chanéac,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,354,Canada,1.85,12000
Action|Adventure|Comedy|Romance|Sci-Fi,Howard the Duck ,Jordan Prentice,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,269,USA,1.85,0
Crime|Drama|Thriller,Pride and Glory ,Frank Grillo,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,132,USA,1.85,0
Adventure|Horror|Thriller,The Cave ,Marcel Iures,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,262,USA,2.35,0
Comedy|Romance,Alex & Emma ,Robert Costanzo,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,105,USA,1.85,625
Drama|Mystery|Romance|Thriller,Wicker Park ,Mark Camacho,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,USA,2.35,0
Comedy|Horror,Fright Night ,Sandra Vergara,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,242,USA,1.85,23000
Biography|Drama|History|Romance,The New World ,Wes Studi,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,671,USA,2.35,0
Action|Adventure|Sci-Fi,Wing Commander ,Jürgen Prochnow,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,338,USA,2.35,858
Drama|Fantasy|Thriller,In Dreams ,Paul Guilfoyle,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,148,USA,1.85,654
Action|Adventure|Fantasy|Sci-Fi|Thriller,Dragonball: Evolution ,Randall Duk Kim,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,524,USA,2.35,0
Action|Crime|Thriller,The Last Stand ,Christiana Leucas,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,258,USA,2.35,24000
Drama|Horror|Sci-Fi|Thriller,Godsend ,Munro Chambers,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,191,USA,2.35,387
Comedy|Romance,Chasing Liberty ,Terence Maynard,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,USA,2.35,0
Animation|Comedy|Family,Hoodwinked Too! Hood vs. Evil ,Cheech Marin,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,38,USA,1.85,0
Drama,An Unfinished Life ,Lynda Boyd,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,152,USA,2.35,0
Adventure|Fantasy|Mystery,The Imaginarium of Doctor Parnassus ,Verne Troyer,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,210,UK,1.85,19000
Comedy|Drama,Barney's Version ,Paul Gross,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,87,Canada,2.35,0
Crime|Drama|Thriller,Trapped             ,Björn Hlynur Haraldsson,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,19,Iceland,16.0,0
Crime|Thriller,Runner Runner ,David Costabile,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,95,USA,2.35,0
Action|Crime|Drama|Thriller,Antitrust ,Ned Bellamy,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,221,USA,2.35,0
Drama|History|War,Glory ,Matthew Broderick,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,USA,1.85,0
Crime|Drama,Once Upon a Time in America ,Treat Williams,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,495,Italy,1.85,12000
Action|Crime|Drama|Thriller,Dead Man Down ,James Biberi,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,USA,2.35,0
Drama|Romance,The Merchant of Venice ,Kris Marshall,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,161,USA,2.35,0
Action|Crime|Drama|Romance|Thriller,The Good Thief ,Tchéky Karyo,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,103,France,1.85,287
Action|Drama|Romance|Sport,Supercross ,Steve Howey,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,38,USA,1.85,353
Biography|Drama|Romance,Miss Potter ,Lucy Boynton,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142,UK,2.35,0
Action|Drama|Fantasy,The Promise ,Nicholas Tse,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,132,China,2.35,445
Action|Adventure,DOA: Dead or Alive ,Sarah Carter,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180,USA,2.35,0
Biography|Crime|Drama|History|Western,The Assassination of Jesse James by the Coward Robert Ford ,Sam Shepard,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,415,USA,2.35,0
Action|Adventure|Drama|History|War,1911 ,Jaycee Chan,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,27,China,2.35,0
Comedy|Family,Little Nicholas ,Kad Merad,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17,France,1.85,0
Action|Crime|Drama|Thriller,Wild Card ,Jason Alexander,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,114,USA,2.35,0
Action|Biography|Crime|Drama,Machine Gun Preacher ,Kathy Baker,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124,USA,2.35,21000
Animation|Comedy|Family,Animals United ,James Corden,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,44,Germany,2.39,885
Biography|Drama|History,The Color of Freedom ,Tyrone Keogh,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,23,Germany,2.35,0
Drama|History|Sport,United Passions ,Jemima West,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,22,France,2.35,0
Biography|Drama|Romance,Grace of Monaco ,Derek Jacobi,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,62,Switzerland,2.35,6000
Adventure|Animation|Fantasy,A Warrior's Tail ,Sergey Garmash,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,7,Russia,,161
Crime|Drama|Mystery|Thriller,Ripley's Game ,Chiara Caselli,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,108,Italy,1.85,447
Adventure|Animation|Comedy|Fantasy,Sausage Party ,Anders Holm,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14,USA,1.85,13000
Comedy|Music,Pitch Perfect 2 ,Hana Mae Lee,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,185,USA,1.85,40000
Biography|Drama|Music|Romance,Walk the Line ,Tyler Hilton,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,USA,2.39,11000
Adventure|Drama|Mystery|Sci-Fi|Thriller,12 Monkeys             ,Tom Noonan,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,56,USA,16.0,12000
Comedy|Drama|Romance,Keeping the Faith ,Anne Bancroft,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,259,USA,1.85,0
Adventure|Comedy|Family|Fantasy,The Borrowers ,Mark Williams,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,39,UK,1.85,0
Drama,Frost/Nixon ,Oliver Platt,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241,USA,2.35,0
Biography|Comedy|Crime|Drama|Romance|Thriller,Confessions of a Dangerous Mind ,Jennifer Hall,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,276,USA,2.35,3000
Comedy|Romance,Serving Sara ,Vincent Pastore,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,101,Germany,1.85,201
Comedy,The Boss ,Ben Falcone,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,USA,1.85,0
Biography|Drama|History,Cry Freedom ,Penelope Wilton,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,51,UK,2.35,0
Comedy|Drama,Mumford ,Mary McDonnell,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,123,USA,2.35,209
Comedy|Fantasy|Horror|Thriller,Seed of Chucky ,Hannah Spearritt,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,Romania,1.85,0
Drama|Mystery|Sci-Fi|Thriller,The Jacket ,Angel Coulby,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,263,USA,2.35,0
Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Aladdin ,Scott Weinger,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244,USA,1.33,0
Biography|Crime|Drama|History|Music,Straight Outta Compton ,R. Marcos Taylor,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331,USA,2.35,76000
Action|Adventure,Indiana Jones and the Temple of Doom ,Kate Capshaw,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,524,USA,2.35,0
Adventure|Animation|Comedy|Drama|Family|Musical,The Rugrats Movie ,Christine Cavanaugh,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,67,USA,1.85,418
Crime|Drama|Thriller,Along Came a Spider ,Monica Potter,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,317,USA,2.35,0
Biography|Comedy|Drama|Music|Romance,Florence Foster Jenkins ,John Sessions,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,UK,2.35,0
Action|Crime|Thriller,Once Upon a Time in Mexico ,Enrique Iglesias,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471,USA,1.78,0
Action|Thriller,Die Hard ,Reginald VelJohnson,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,722,USA,2.35,25000
Comedy,Role Models ,Bobb'e J. Thompson,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,170,Germany,1.85,0
Biography|Comedy|Drama|History,The Big Short ,Charlie Talbert,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,374,USA,2.35,99000
Comedy|Drama|Music,Taking Woodstock ,Demetri Martin,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,71,USA,1.85,0
Biography|Drama|History|Sport,Miracle ,Kenneth Mitchell,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,USA,2.4,0
Action|Horror|Thriller,Dawn of the Dead ,Mekhi Phifer,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,USA,2.35,7000
Comedy|Romance,The Wedding Planner ,Alex Rocco,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,229,Germany,2.35,0
Adventure|Animation|Sci-Fi,Harlock: Space Pirate ,Haruma Miura,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,28,Japan,2.35,0
Comedy|Drama,The Royal Tenenbaums ,Seymour Cassel,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,962,USA,2.35,0
Mystery|Thriller,Identity ,Jake Busey,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,714,USA,2.35,11000
Comedy|Romance,Last Vegas ,Romany Malco,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173,USA,2.35,27000
Action|Adventure|Thriller,For Your Eyes Only ,Desmond Llewelyn,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,263,UK,2.35,2000
Comedy|Romance,Serendipity ,Ann Talman,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,374,USA,1.85,12000
Action|Crime|Sci-Fi|Thriller,Timecop ,Gloria Reuben,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,115,Canada,2.35,0
Comedy,Zoolander ,Will Ferrell,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,523,Germany,2.35,0
Drama|Romance|Thriller,Safe Haven ,Mimi Kirkland,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160,USA,2.35,23000
Comedy|Family|Fantasy,Hocus Pocus ,Larry Bagby,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,132,USA,1.85,16000
Comedy|Drama|Romance,No Reservations ,Bob Balaban,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,128,USA,2.35,0
Action|Comedy,Kick-Ass ,Michael Rispoli,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,801,UK,2.35,36000
Action|Comedy|Crime,30 Minutes or Less ,Fred Ward,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122,Germany,2.35,0
Action|Fantasy|Horror|Thriller,Dracula 2000 ,Jeri Ryan,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,USA,2.35,0
Comedy|Family,Alexander and the Terrible, Horrible, No Good, Very Bad Day ,Jennifer Garner,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,85,USA,2.39,12000
Drama|Romance,Pride & Prejudice ,Simon Woods,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,1058,France,2.35,17000
Sci-Fi|Thriller,Blade Runner ,M. Emmet Walsh,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,1168,USA,2.35,34000
Adventure|Biography,Rob Roy ,Eric Stoltz,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,126,USA,2.35,0
Action|Drama|Thriller,3 Days to Kill ,Tómas Lemarquis,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211,USA,2.35,10000
Crime|Drama|Thriller,We Own the Night ,Antoni Corone,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,199,USA,1.85,0
Drama|Horror|Thriller,Lost Souls ,Ben Chaplin,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,167,USA,2.35,209
Documentary,Winged Migration ,,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,153,France,1.85,1000
Comedy|Fantasy|Romance,Just My Luck ,Faizon Love,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149,USA,1.85,0
Comedy|Drama|Sport,Mystery, Alaska ,Ron Eldard,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,123,Canada,2.35,913
Action|Comedy|Family,The Spy Next Door ,George Lopez,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,71,USA,1.85,0
Comedy|Family|Fantasy,A Simple Wish ,Kathleen Turner,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,21,USA,1.85,517
Action|Horror|Sci-Fi,Ghosts of Mars ,Natasha Henstridge,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,460,USA,2.35,0
Comedy|Drama,Our Brand Is Crisis ,Scoot McNairy,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50,USA,1.85,0
Action|Horror|Romance,Pride and Prejudice and Zombies ,Sam Riley,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,134,USA,2.35,73000
Biography|Drama|History|War,Kundun ,Tencho Gyalpo,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,117,USA,2.35,0
Comedy|Drama|Romance,How to Lose Friends & Alienate People ,Fenella Woolgar,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,98,UK,1.85,0
Action|Comedy|Crime,Kick-Ass 2 ,Augustus Prew,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,378,USA,2.35,36000
Adventure|Drama|History|Romance|Thriller|War,Captain Alatriste: The Spanish Musketeer ,Eduardo Noriega,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,84,Spain,1.85,0
Action|Crime|Drama|Thriller,Brick Mansions ,RZA,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,112,France,2.35,0
Action|Adventure|Thriller,Octopussy ,Steven Berkoff,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,225,UK,2.35,0
Comedy|Romance,Knocked Up ,Charlyne Yi,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,559,USA,1.85,0
Drama,My Sister's Keeper ,Jeffrey Markle,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,184,USA,2.35,15000
Comedy|Drama|Romance,Welcome Home, Roscoe Jenkins ,Cedric the Entertainer,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,39,USA,1.85,464
Adventure|Drama|History,A Passage to India ,Art Malik,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,89,UK,1.85,845
Crime|Drama|Romance|Thriller,Notes on a Scandal ,Shaun Parkes,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,281,UK,1.85,0
Drama|Thriller,Rendition ,Meryl Streep,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,197,USA,2.35,0
Crime|Drama|Sci-Fi|Thriller,Limitless             ,Jake McDorman,http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1,131,USA,16.0,11000
Action|Adventure|Sci-Fi|Thriller,Star Trek VI: The Undiscovered Country ,Nichelle Nichols,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,188,USA,2.35,0
Drama,Divine Secrets of the Ya-Ya Sisterhood ,Matthew Settle,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,199,USA,2.35,0
Adventure|Drama|Family|Fantasy,The Jungle Book ,Garry Shandling,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,UK,1.85,65000
Crime|Drama|Mystery|Thriller,Kiss the Girls ,Tatyana Ali,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,143,USA,2.35,0
Action|Comedy|Crime|Music,The Blues Brothers ,Ray Charles,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,319,USA,1.85,14000
Comedy|Drama|Family|Romance,The Sisterhood of the Traveling Pants 2 ,Michael Rady,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,33,USA,1.85,894
Comedy|Music,Joyful Noise ,Jesse L. Martin,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,71,USA,2.35,0
Comedy|Drama|Romance,About a Boy ,Peter McNicholl,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,391,UK,2.35,0
Action|Comedy|Horror,Lake Placid ,Ty Olsson,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,366,USA,2.35,2000
Crime|Drama|Mystery|Thriller,Lucky Number Slevin ,Dorian Missick,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,Germany,2.35,10000
Adventure|Drama|History,The Right Stuff ,Sam Shepard,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,170,USA,1.85,0
Drama|History|Thriller,Anonymous ,Rafe Spall,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,136,UK,2.35,15000
Adventure|Drama|Family|Fantasy,The NeverEnding Story ,Alan Oppenheimer,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,284,West Germany,2.35,21000
Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Dark City ,Bruce Spence,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,624,Australia,2.35,14000
Biography|Drama|History|Romance,The Duchess ,Charlotte Rampling,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,140,UK,2.35,0
Comedy|Family,The Honeymooners             ,Joyce Randolph,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,31,USA,1.33,459
Adventure|Family|Fantasy|Horror|Mystery,Return to Oz ,Tim Rose,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,208,UK,1.85,0
Action|Crime|Drama|History|Western,The Newton Boys ,Dwight Yoakam,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,39,USA,2.35,315
Horror|Mystery|Thriller,Case 39 ,Vanesa Tomasino,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,174,USA,2.35,0
Crime|Drama|Mystery|Thriller,Suspect Zero ,William Mapother,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,139,USA,1.33,817
Comedy|Drama|Family,Martian Child ,Sophie Okonedo,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,71,USA,1.85,0
Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids: All the Time in the World in 4D ,Daryl Sabara,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,USA,1.85,0
Crime|Drama|Thriller,Money Monster ,Chris Bauer,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,USA,2.35,0
Action|Comedy|Crime|Thriller,Formula 51 ,Paul Barber,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,UK,2.35,0
Comedy|Crime|Drama,Flawless ,Chris Bauer,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,USA,1.85,0
Crime|Horror|Mystery|Thriller,Mindhunters ,Eion Bailey,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,USA,2.35,2000
