director_name,actor_3_facebook_likes,gross,actor_1_name,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,country,content_rating,budget,actor_2_facebook_likes,imdb_score
Daniel Espinosa,194,1206135,Tom Hardy,27666,child murderer|murder|sex|soviet union|woman slaps a man,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,185,Czech Republic,R,50000000,254,6.4
Jerry Zucker,261,56607223,Corinna Harney,1823,casino|locker|money|museum|race,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,497,Canada,PG-13,48000000,629,6.4
Iain Softley,1000,50173190,Kevin Spacey,33615,extraterrestrial|hospital|patient|planet|science,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,537,USA,PG-13,48000000,12000,7.4
James Mangold,821,47095453,Hugh Jackman,22209,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,316,USA,PG-13,48000000,1000,6.4
Harold Ramis,484,37879996,Brendan Fraser,5390,contract|devil|dream|soul|wish,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254,USA,PG-13,48000000,575,6.0
Francis Ford Coppola,886,25900000,Nicolas Cage,18793,brothers hugging|jazz|jealousy|nudity|parole violation,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,84,USA,R,58000000,5000,6.5
James Mangold,600,53574088,Christian Bale,33548,outlaw|rancher|small western town|stagecoach|train,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560,USA,R,55000000,8000,7.8
Olivier Megaton,482,89253340,Liam Neeson,16967,betrayal|death|final showdown|murder|on the run,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,323,France,PG-13,48000000,794,6.0
Steven Soderbergh,23,37339525,Don Cheadle,3768,heist|neo noir|one last job|opposites attract|u.s. marshal,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,307,USA,R,48000000,745,7.0
Ben Stiller,302,60154431,Matthew Broderick,3718,cable guy|foreplay|friend|kissing|television,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,345,USA,PG-13,47000000,1000,6.0
Deepa Mehta,59,528972,Nandita Das,371,friend|hindu|india|muslim|sikh,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1,55,India,Unrated,,102,7.8
Warren Beatty,327,103738726,Charlie Korsmo,2096,crime boss|detective|dick tracy|gangster|orphan,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,164,USA,PG,100000000,631,6.1
John McTiernan,835,69304264,Mark Margolis,4660,art|insurance investigator|martinique|painting|trust,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,419,USA,R,48000000,977,6.8
Penny Marshall,807,29781453,Rosie Perez,4796,boy|college|heroin|working class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210,USA,PG-13,48000000,811,6.4
Ted Kotcheff,535,,Sylvester Stallone,15192,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,USA,R,14000000,954,7.7
Andrei Tarkovsky,12,,Donatas Banionis,95,hallucination|ocean|psychologist|scientist|space station,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,236,Soviet Union,PG,1000000,29,8.1
Paul Bolger,677,15519841,Sarah Michelle Gellar,6863,apostrophe in title|cinderella|first of series|punctuation in title|three word title,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,71,USA,PG,47000000,769,4.5
Stephen Frears,77,5600000,Julia Roberts,8349,19th century|butler|housemaid|laboratory|servant,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,97,USA,R,47000000,115,5.8
P.J. Hogan,692,126805112,Julia Roberts,12344,best friend|chick flick|male female friendship|promise|wedding,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,169,USA,PG-13,46000000,1000,6.3
Joe Roth,135,93607673,Julia Roberts,9176,actor|love|movie star|press|publicist,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,343,USA,PG-13,48000000,973,5.7
Christopher Nolan,319,67263182,Al Pacino,15658,detective|insomnia|murder|partner|police,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,651,USA,R,46000000,509,7.2
Jonathan Frakes,906,92001027,LeVar Burton,6315,21st century|borg|borg sphere|captain|sphere,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,286,USA,PG-13,45000000,1000,7.6
Jimmy Hayward,364,10539414,Michael Fassbender,14619,confederate|death|independence day|military|terrorist,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,176,USA,PG-13,47000000,541,4.7
Edward Zwick,826,58918501,Denzel Washington,33233,bravery|honor|medal of honor|military life|unreliable flashback,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,107,USA,R,46000000,13000,6.6
Tom Shadyac,255,181395380,Maura Tierney,2070,birthday|birthday wish|father disappoints child|lie|workaholic,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,243,USA,PG-13,45000000,418,6.8
Brad Furman,345,14946229,Joseph Gilgun,2104,,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,29,UK,R,25000000,423,7.3
Terence Young,522,,Laurence Olivier,2704,1950s|douglas macarthur|general|inchon|invasion,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,16,South Korea,PG,48000000,623,2.7
Brian Levant,628,130512915,Jonathan Winters,3244,1000000 b.c.|box office hit|lawn mowing|product placement|stone age,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,85,USA,PG,45000000,664,4.8
Olivier Megaton,558,139852971,Liam Neeson,16410,albanian|revenge|revenge motive|teenage daughter|vacation,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,461,France,PG-13,45000000,935,6.3
David Zucker,750,110000082,Regina Hall,3629,crop circle|farm|orchestral music score|reference to michael jackson|videotape,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,347,USA,PG-13,48000000,780,5.5
Donald Petrie,213,106807667,Candice Bergen,1574,beauty pageant|fbi|female agent|pageant|undercover,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370,USA,PG-13,45000000,337,6.2
Eric Brevig,311,101702060,Josh Hutcherson,17925,cave|lost world|missing brother|mountain|venus flytrap,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,212,USA,PG,45000000,3000,5.8
Garry Marshall,995,95149435,Anne Hathaway,15362,coronation|horse|princess|queen|side saddle,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152,USA,G,40000000,1000,5.7
Alan J. Pakula,956,100768056,Denzel Washington,30063,college professor|fbi|president|professor|supreme court,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,89,USA,PG-13,45000000,8000,6.5
Joel Schumacher,551,92115211,Bradley Whitford,4043,boy|brother|lawyer|mafia|senator,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,94,USA,PG-13,45000000,577,6.7
Rob Reiner,760,93452056,Morgan Freeman,14868,billionaire|friend|hospital|list|mechanic,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,310,USA,PG-13,45000000,2000,7.4
Phillip Noyce,308,83287363,Harrison Ford,12757,analyst|cia|ira|terrorist|terrorist attack,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,137,USA,R,45000000,530,6.9
Robert Luketic,586,82931301,Adam Scott,6292,breakdown|fight|mother in law|scheme|wedding,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,228,Germany,PG-13,60000000,949,5.5
Denis Villeneuve,1000,60962878,Hugh Jackman,37321,child abduction|detective|investigation|police|sex offender,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620,USA,R,46000000,15000,8.1
Antoine Fuqua,854,76261036,Denzel Washington,22370,lapd|narc|narcotics|title spoken by character|training,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,633,USA,R,45000000,881,7.7
Dean Parisot,436,71423726,Alan Rickman,26998,alien|alien race|convention|fan|general,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,609,USA,PG,45000000,724,7.3
Keenen Ivory Wayans,179,71277420,Natasha Lyonne,1645,blow job|demon|exorcism|priest|professor,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,548,USA,R,45000000,422,5.2
James Bobin,84,88625922,Bill Cobbs,1336,bel air california|book|friends who live together|the muppets|tribute band,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,USA,PG,45000000,91,7.1
Stephen Norrington,595,70001065,Sanaa Lathan,3174,1990s|blade|blood|vampire|vampire hunter,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,582,USA,R,45000000,650,7.1
Thomas Carter,730,67253092,Channing Tatum,20299,basketball|basketball coach|coach|contract|high school,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,209,USA,PG-13,30000000,807,7.2
Roger Michell,67,66790248,Sydney Pollack,758,car accident|feud|lawyer|revenge|road rage,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,350,USA,R,45000000,108,6.5
Luis Llosa,514,65557989,Frank Welker,3717,amazon|anaconda|boat|jungle|snake,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,271,USA,PG-13,45000000,902,4.6
David McNally,560,60786269,Adam Garcia,3106,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379,USA,PG-13,45000000,625,5.6
Richard Curtis,548,59365105,Colin Firth,28886,aging rocker|christmas|love at first sight|minister|prime minister,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,1004,UK,R,45000000,14000,7.7
John Lasseter,1000,162792677,Kevin Spacey,24205,ant|circus|grasshopper|misunderstanding|overhearing,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,317,USA,G,120000000,1000,7.2
Albert Hughes,140,31598308,Johnny Depp,41636,freemason|jack the ripper|opium|prostitute|victorian era,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,USA,R,35000000,1000,6.8
Luis Llosa,20,57362581,Sylvester Stallone,13331,bomb|cia|explosive|explosives expert|miami florida,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,116,Peru,R,45000000,279,5.4
Ron Shelton,808,53854588,Don Johnson,3648,driving range|golf|golfer|tournament|winnebago,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,73,USA,R,45000000,843,6.3
Melville Shavelson,559,,Lucille Ball,7493,nurse|parent|sibling|widow|widower,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,61,USA,Unrated,2500000,584,7.2
Jesse Dylan,3000,52580895,Josh Hutcherson,27351,book|child|slapstick comedy|soccer|suburb,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118,USA,PG,45000000,8000,5.6
Garth Jennings,651,51019112,Zooey Deschanel,14073,alien|friend|galaxy|hyperspace|spaceship,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,1053,USA,PG,50000000,2000,6.8
Joel Zwick,631,48114556,Dania Ramirez,4604,animated sequence|junkyard|love|party|television,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,USA,PG,26000000,641,4.3
Russell Mulcahy,443,50648679,Milla Jovovich,16225,clone|convoy|crow|desert|satellite,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,348,France,R,45000000,706,6.3
Frank Coraci,734,46280507,Bella Thorne,49743,blind date|children|date|daughter|son,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,184,USA,PG-13,40000000,11000,6.5
Wayne Wang,501,38360195,LL Cool J,3757,chef|congressman|cook|hotel|senator,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,116,USA,PG-13,45000000,976,6.4
Curtis Hanson,132,46815748,Meryl Streep,12161,criminal|rafting|river|robber|white water rafting,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,69,USA,PG-13,45000000,894,6.3
Frank Oz,563,35617599,Steve Coogan,2965,best friend|birthday|boy|friend|magic,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,47,USA,PG,45000000,845,5.9
Oliver Stone,404,47307550,Demián Bichir,1948,arms tied overhead|damsel in distress|dea|marijuana|southern california,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269,USA,R,45000000,463,6.5
David R. Ellis,167,32003620,Richard Burgi,1102,cell phone|distress signal|family in danger|police|stealing a car,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355,USA,PG-13,25000000,216,6.5
Peter Howitt,252,27972410,Kevin McNally,1461,british|crown jewels|explosion|funeral|spy,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,285,UK,PG,35000000,304,6.1
John A. Davis,8000,28133159,Nicolas Cage,33822,ant|miniaturization|punishment|shrinking|sudden change in size,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,USA,PG,50000000,11000,5.9
David Lynch,202,27400000,Virginia Madsen,2449,desert planet|dune|giant worm|space travel|spice,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,569,USA,PG-13,40000000,362,6.6
Julie Taymor,107,24343673,Jim Sturgess,5405,anti war|liverpool|love|protest|song,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524,USA,PG-13,45000000,117,7.4
Sam Mendes,10000,22877808,Leonardo DiCaprio,53895,based on novel|children|connecticut|suburb|work,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414,USA,R,35000000,14000,7.3
Richard Donner,795,36883539,Bruce Willis,15053,alcoholic|courthouse|detective|jail|witness,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,305,Germany,PG-13,52000000,929,6.6
Mathieu Kassovitz,510,22531698,Vin Diesel,15990,box office flop|convent|mercenary|new york|pregnant,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,214,France,PG-13,70000000,844,5.6
John Gray,322,20400913,Alexa PenaVega,3855,detective|heavy rain|murder|partner|serial killer,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,80,USA,R,45000000,461,5.3
Harold Ramis,451,20101861,John de Lancie,2348,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81,USA,PG-13,45000000,484,6.0
John Schultz,553,25200412,Malese Jow,3423,alien|attic|boyfriend|mind control|nintendo ds,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,55,USA,PG,45000000,701,5.4
Sean Penn,19,19719930,Costas Mandylor,793,nevada|pledge|police|porcupine|search,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,531,USA,R,45000000,44,6.8
Susan Stroman,2000,19377727,Jon Lovitz,24351,accountant|money|opening night|scheme|swedish,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409,USA,PG-13,45000000,8000,6.4
Pete Travis,20,13401683,Wood Harris,578,brutality|dark humor|female antagonist|female warrior|post apocalypse,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588,UK,R,35000000,107,7.1
Simon Wincer,579,17300889,Cary-Hiroyuki Tagawa,3855,ghost|new york city|phantom|skull|superhero,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,148,Australia,PG,45000000,642,4.9
Billy Bob Thornton,820,15527125,Matt Damon,15006,1940s|cowboy|mexico|railway station|texas,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,183,USA,PG-13,57000000,861,5.8
Oliver Stone,805,13560960,Anthony Hopkins,21130,courtship|election|paranoia|president|quaker,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,161,USA,R,50000000,5000,7.1
Roman Polanski,501,15523168,Jim Belushi,2507,british prime minister|death|island|memoir|writer,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,349,France,PG-13,45000000,766,7.2
Stephen Sommers,855,11146409,Djimon Hounsou,6558,creature feature|hijacker|ocean|ship|shot in the leg,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273,USA,R,45000000,1000,6.0
Spike Lee,826,7916887,Joseph Gordon-Levitt,26982,boy|german soldier|partisan|trapped|village,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182,USA,R,45000000,1000,6.0
Yimou Zhang,10,6565495,Li Gong,949,china|chrysanthemum|emperor|empress|prince,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,229,China,R,45000000,52,7.0
Danny Pang,61,15279680,Nicolas Cage,12166,deaf|hitman|nightclub|pickpocket|rules of profession,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154,USA,R,40000000,68,5.4
Barry Sonnenfeld,865,7262288,Zooey Deschanel,13917,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,186,USA,PG-13,40000000,1000,6.5
Mike Newell,50,4584886,Marcela Mar,538,19th century|colombia|love|marriage|widow,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,115,USA,R,45000000,202,6.4
,114,,Pierre Perrier,654,france|living dead|serial killer|small town|supernatural,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,47,France,TV-MA,,116,8.3
George P. Cosmatos,269,2154540,Sam Waterston,2457,american president|assassin|conspiracy|president|white house,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41,USA,R,45000000,623,4.9
Oliver Parker,104,8129455,Daniel Kaluuya,661,assassin|chinese|conspiracy|gadget|premier,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,USA,PG,45000000,141,6.3
Lawrence Kasanoff,500,,Jerry Stiller,3090,femme fatale|food|pun|supermarket|troubled production,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,66,USA,PG,65000000,611,1.7
Ben Affleck,650,136019448,Clea DuVall,3133,1970s|cia|f word|u.s. embassy|year 1979,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695,USA,R,44500000,660,7.7
Andrew Davis,812,183875760,Harrison Ford,13357,hospital|on the run|one armed man|surgeon|u.s. marshal,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,270,USA,PG-13,44000000,1000,7.8
Andy Tennant,789,67061228,Gerard Butler,21554,bounty hunter|death|murder|police officer|reporter,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,USA,PG-13,40000000,1000,5.5
Barry Levinson,893,53300852,Robert De Niro,37076,boy|guard|kicked in the crotch|prank|sexual abuse,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,259,USA,R,44000000,11000,7.5
George P. Cosmatos,668,150415432,Sylvester Stallone,15662,1980s|mission|prison|rambo|vietnam,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217,USA,R,44000000,738,6.4
Brian Gibson,643,44834712,Joseph Gordon-Levitt,26907,breasts|mafia|sex scene|temple|woods,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62,USA,R,44000000,2000,5.6
Norman Ferguson,40,84300000,Mel Blanc,1178,boy|conscience|fairy|jiminy cricket|pinocchio,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147,USA,Approved,2600000,48,7.5
Michael Cimino,678,1500000,Jeff Bridges,14255,1890s|hired gun|immigrant|johnson county war|sheriff,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,189,USA,R,44000000,849,6.8
Len Wiseman,520,62318875,Sophia Myles,2998,death|feud|forbidden love|vampire|werewolf,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,502,USA,R,50000000,845,6.8
Paul McGuigan,287,5773519,Daniel Radcliffe,12876,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,USA,PG-13,40000000,1000,6.0
Gus Van Sant,225,51768623,F. Murray Abraham,1801,basketball|mentor|new york|school|writing,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,USA,PG-13,43000000,370,7.3
Betty Thomas,664,37035515,Steve Buscemi,23864,12 step program|box office hit|car accident|vomiting|wedding,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,USA,PG-13,43000000,10000,6.0
Louis Leterrier,5000,24520892,Morgan Freeman,22383,collar|dog|fight|fighting|piano,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,303,France,R,45000000,5000,7.0
Roger Kumble,16,24430272,Judith Chapman,132,female removes her clothes|roommate|voyeur|voyeurism|wedding,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,403,USA,R,43000000,28,5.1
Sydney Pollack,957,158348400,Tom Cruise,14244,bar|fbi|law|law firm|lawyer,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,142,USA,R,42000000,1000,6.8
Burr Steers,135,31136950,Augustus Prew,1066,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75,USA,PG-13,44000000,268,6.5
Simon West,350,29113588,Jason Statham,27834,apprentice|disobeying orders|gas station|hitman|nightclub,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,USA,R,40000000,956,6.6
Phil Lord,839,138447667,Channing Tatum,19968,narcotics|parody|police|remake|undercover cop,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345,USA,R,42000000,971,7.2
Roger Michell,427,116006080,Julia Roberts,9255,actress|bookstore|friend|kiss|love,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,602,UK,PG-13,42000000,437,7.0
Peter Lord,206,106793915,Imelda Staunton,1817,chicken|escape|farm|freedom|rooster,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,358,UK,G,45000000,530,7.0
John Hamburg,650,87856565,Philip Seymour Hoffman,24534,bride|friend|honeymoon|insurance|insurance company,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,268,USA,PG-13,42000000,923,5.9
Reginald Hudlin,547,70100000,John Witherspoon,3841,advertising|battle of the sexes|dating|one word title|womanizer,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,41,USA,R,40000000,558,5.4
Paul Feig,749,159578352,Michael Rapaport,4825,drug lord|fbi|fbi agent|hospital|shot in the crotch,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,380,USA,R,43000000,815,6.6
Joseph L. Mankiewicz,595,57750000,Martin Landau,2957,cleopatra|egypt|epic|queen|roman empire,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,192,UK,Approved,31115000,726,7.0
Frank Coraci,491,45290318,Salma Hayek,6727,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,112,USA,PG,42000000,828,6.5
Carl Franklin,505,41543207,Morgan Freeman,15571,defense lawyer|lawyer|marine|murder|villager,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,175,USA,PG-13,42000000,3000,6.3
Barbra Streisand,292,41252428,Jeff Bridges,13716,columbia university|lecture|marriage|professor|sex,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,71,USA,PG-13,42000000,592,6.5
Mark Pellington,395,35228696,Debra Messing,1651,car accident|death of wife|mothman|point pleasant west virginia|urban legend,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,460,USA,PG-13,32000000,537,6.5
Larry Charles,412,59992760,Bono,2134,austrian|fame|fashion|gay lead character|mockumentary,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,396,USA,R,42000000,442,5.8
John Glen,275,34667015,Robert Davi,2371,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,317,UK,PG-13,32000000,349,6.6
Catherine Hardwicke,913,37652565,Gary Oldman,15369,death|forest|love|werewolf|werewolf bite,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283,USA,PG-13,42000000,2000,5.4
John Herzfeld,808,24375436,Robert De Niro,33585,criminal|detective|fire|homicide|media,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,265,USA,R,42000000,9000,6.1
Annabel Jankel,687,20915465,Bob Hoskins,7723,based on video game|dinosaur|king|mario|plumber,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,290,UK,PG,42000000,922,4.0
Andrew Niccol,16,24127895,Nicolas Cage,12076,1980s|arms dealer|immorality|ukrainian|warlord,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,437,USA,R,50000000,43,7.6
