director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,gross,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,aspect_ratio
John Whitesell,88,113,14,Tony Curran,37911876,19671,3500,Portia Doubleday,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,English,PG-13,32000000,2.35
Duncan Jones,522,93,0,Cas Anvar,54696902,379462,16034,Russell Peters,bomber|time|time loop|train|trapped in a time loop,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,English,PG-13,32000000,1.85
Frank Marshall,43,120,155,Danny Nucci,36733909,38949,2054,Michael DeLorenzo,andes mountains|crash|death|starvation|stranded,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,English,R,32000000,1.85
Joel Schumacher,224,98,541,Virginia Madsen,35063732,164608,10938,Ed Lauter,destiny|detective|imagination|murder|sex scene,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,English,R,32000000,2.35
Jean-Pierre Jeunet,122,105,0,Julian Richings,99462,11347,1843,Judy Davis,3 dimensional|cartographer|punctuation in title|smithsonian|train,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,English,PG,33000000,2.35
Steven Spielberg,56,142,14000,John Belushi,,25193,20201,Treat Williams,california|captain|cult film|pearl harbor|submarine,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,English,PG,35000000,2.35
John Gatins,75,98,61,Freddy Rodríguez,32701088,10018,1400,Holmes Osborne,colon in title|horse|kentucky|overalls|six word title,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,English,PG,32000000,2.35
David Cronenberg,441,96,0,Kyle Schmid,31493782,186606,12754,William Hurt,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,English,R,32000000,1.85
Louis Leterrier,163,87,255,Jason Flemyng,43095600,156267,29050,Matthew Modine,driver|french|kidnapping|police|sequel,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,English,PG-13,32000000,2.35
Sam Raimi,63,107,0,Pat Hingle,18636537,69197,29743,Roberts Blossom,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,English,R,32000000,1.85
Peter Howitt,90,90,29,Mike Doyle,17848322,18771,961,Nora Dunn,date|divorce|divorce lawyer|drinking|lawyer,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,English,PG-13,28000000,2.35
Martin Scorsese,163,121,17000,Marc Anthony,16640210,53028,13040,Sonja Sohn,ambulance|ghost|hell|paramedic|rescue,http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1,English,R,55000000,2.35
Miguel Sapochnik,197,119,238,RZA,13763130,87768,2925,Yvette Nicole Brown,artificial organ|best friend|enforcer|future|near future,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,English,R,32000000,2.35
Hyung-rae Shim,93,107,26,Aimee Garcia,10956379,21506,3274,Chris Mulkey,antique shop|asian dragon|dragon|korean|reporter,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,English,PG-13,35000000,2.35
Norman Jewison,15,110,278,Nancy Travis,4357000,5176,3864,Andrea Martin,box office flop|circus|imaginary friend|magician|one word title,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Don Scardino,260,100,35,Olivia Wilde,22525921,60596,32094,Steve Carell,magic|magic kit|magician|stage magician|vegas,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Mark Dindal,18,75,10,Frank Welker,3562749,5600,7394,Hal Holbrook,animal|cat|child star|hollywood|star,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,English,G,32000000,1.33
Tim Robbins,70,132,0,Vanessa Redgrave,2899970,8039,16878,Emily Watson,1930s|depression|play|theatre|union,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,English,R,32000000,2.35
Steven Soderbergh,183,105,0,Beau Bridges,1304837,21481,2355,Leland Orser,american|driver|journalist|russian|secret,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,English,R,32000000,1.66
Tom Reeve,12,93,0,Rollo Weeks,,3088,1073,Simon Callow,dragon|knight|love|priest|princess,http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1,English,PG,32000000,2.35
Francis Ford Coppola,261,289,0,Marlon Brando,78800000,450676,25313,Robert Duvall,army|green beret|insanity|jungle|vietnam,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,English,R,31500000,2.35
Nanette Burstein,167,102,8,Kelli Garner,17797316,50523,2961,Jim Gaffigan,bar|job|long distance relationship|male pubic hair|pubic hair,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,English,R,32000000,2.35
Stephen Herek,42,143,65,Olympia Dukakis,82528097,30230,2223,Jean Louisa Kelly,1990s|high school|high school teacher|teacher inspires students|teaching,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,English,PG,6500000,2.35
Ariel Vromen,130,113,34,Jordi Mollà,14268533,17319,10910,Doug Cockle,cia|husband wife relationship|memory|tied up while barefoot|violence,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,English,R,31500000,2.35
Sydney Pollack,66,161,521,Michael Gough,87100000,52339,12518,Michael Kitchen,africa|hunter|love|marriage|plantation,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,English,PG,31000000,1.85
Robert Zemeckis,449,138,0,Bruce Greenwood,93749203,264047,20952,Nadine Velazquez,airline|flight|flight attendant|lawyer|pilot,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,English,R,31000000,2.35
Lewis Gilbert,121,126,43,Lois Chiles,62700000,69534,1008,Lois Maxwell,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,English,PG,34000000,2.35
Wes Anderson,536,99,0,Tom Wilkinson,59073773,475518,15082,F. Murray Abraham,first person narration|hotel|lobby boy|mentor protege relationship|painting,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,English,R,25000000,1.37
Scott Hicks,135,101,96,Mika Boorem,24185781,30339,13811,Hope Davis,based on multiple works|bully|kiss|memory|mysterious stranger,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,English,PG-13,31000000,2.35
Frank Marshall,74,103,155,Peter Jason,53133888,50389,1440,Brian McNamara,arachnophobia|death|doctor|small town|spider,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,English,PG-13,31000000,1.85
Gregory Hoblit,168,118,40,Andre Braugher,44983704,81866,4045,Noah Emmerich,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,English,PG-13,31000000,2.35
Paul Feig,464,116,176,Kate McKinnon,118099659,69790,2097,Zach Woods,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,English,PG-13,144000000,2.35
John Francis Daley,204,99,0,Norman Reedus,58879132,66123,40312,Beverly D'Angelo,amusement park|dysfunctional family|road trip|sequel|vacation,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,English,R,31000000,2.35
Barry Sonnenfeld,96,105,188,Rene Russo,72077000,62986,3439,Jon Gries,debt|loan shark|mobster|movie business|producer,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,English,R,30250000,1.85
Rob Marshall,223,113,252,Chita Rivera,170684505,172080,813,Jayne Eastwood,fame|jail|jazz age|murder|vaudeville,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,English,PG-13,45000000,1.85
Dennis Dugan,112,93,221,Adam Sandler,163479795,161858,26760,Joey Lauren Adams,homosexual|law|law school|responsibility|vomiting,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,English,PG-13,34200000,1.85
J.B. Rogers,142,108,6,Shannon Elizabeth,145096820,200260,7872,Natasha Lyonne,beach|beach house|college|party|student,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,English,R,30000000,1.85
John Lasseter,166,74,487,John Ratzenberger,191796233,623757,19046,Jim Varney,claw crane|cowboy|jealousy|rivalry|toy,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,English,G,30000000,1.85
Jan de Bont,114,116,101,Alan Ruck,121248145,260981,20966,Joe Morton,bomb|bus|elevator|explosive|rescue,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,English,R,25000000,2.35
Michael Sucsy,214,104,23,Lucas Bryant,125014030,145852,18322,Dillon Casey,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Tom Vaughan,126,106,12,Brendan Fraser,11854694,14281,17560,Alan Ruck,cure|disease|imagination|race against time|venture capital,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,English,PG,31000000,1.85
Boaz Yakin,157,120,132,Denzel Washington,115648585,160776,54877,Ethan Suplee,american football|based on true story|head coach|high school|school,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,English,PG,30000000,2.35
John McTiernan,104,135,323,Jeffrey Jones,122012643,143696,2575,Courtney B. Vance,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,English,PG,30000000,2.35
Lee Daniels,304,132,304,David Oyelowo,116631310,87665,20035,Vanessa Redgrave,butler|civil rights|hotel|president|white house,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Rawson Marshall Thurber,191,92,43,Stephen Root,114324072,185338,4730,Joel David Moore,dodgeball|gym|las vegas|pirate|ups,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,English,PG-13,20000000,2.35
Barry Sonnenfeld,55,99,188,Raul Julia,113502246,96607,3696,Carel Struycken,accountant|loan shark|macabre|uncle|uncle fester,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,English,PG-13,38000000,1.85
Steve Oedekerk,59,90,176,Bob Gunton,108360000,160321,2203,Sophie Okonedo,africa|bat|hawaiian shirt|pregnancy|pregnant,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Garry Marshall,108,111,0,Hector Elizondo,108244774,94049,13645,Heather Matarazzo,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,English,G,37000000,1.85
Hugh Wilson,50,103,37,Elizabeth Berkley,105444419,31817,3143,Stephen Collins,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,English,PG,26000000,1.85
David Fincher,216,127,21000,Brad Pitt,100125340,1023511,22678,Reg E. Cathey,detective|police partner|serial killer|serial murder|seven deadly sins,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,English,R,33000000,2.35
Neill Blomkamp,472,112,662,Jed Brophy,115646235,531737,2639,Jason Cope,alien|ghetto|prawn|refugee|refugee camp,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Stephen Hillenburg,89,87,47,Bill Fagerbakke,85416609,58906,20097,Rodger Bumpass,based on tv series|crown|dream|king neptune|plankton,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Clint Eastwood,229,138,16000,Spencer Treat Clark,90135191,338415,1942,Tom Guiry,ballistics|detective|friend|gun|sexual abuse,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,English,R,25000000,2.35
Clint Eastwood,268,132,16000,Morgan Freeman,100422786,482064,28830,Mike Colter,boxing|boxing trainer|death|suicide attempt|women boxing,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Harold Ramis,145,103,11000,Chazz Palminteri,106694016,123940,24333,Molly Shannon,analyst|mafia|patient|psychiatrist|wedding,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Nick Cassavetes,177,123,415,Kevin Connolly,64286,396396,34495,Gena Rowlands,class differences|letter|nursing home|second chance|summer love,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,English,PG-13,29000000,2.35
Anne Fletcher,175,111,98,Bern Cohen,76806312,124501,2978,Yetta Gottesman,boss|bridesmaid|friend|love|wedding,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Peter Chelsom,131,102,23,Vanessa Williams,79566871,31760,4516,Moises Arias,farm|female protagonist|hannah montana|horseback riding|overalls,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,English,G,30000000,1.85
Stig Bergqvist,41,78,0,Casey Kasem,76501438,8146,4527,Debbie Reynolds,amusement park|baby|france|paris france|villain,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,English,G,30000000,1.85
Barbra Streisand,30,132,0,Blythe Danner,74787599,12549,1936,Melinda Dillon,new york|psychiatrist|shrimper|south carolina|twins,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Edward Zwick,57,133,380,Brad Pitt,66528842,112175,26388,Julia Ormond,epic|heart|killing an animal|passion|usa,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Jason Reitman,391,108,655,Anna Kendrick,83813460,270238,35209,Chris Lowell,airport|business trip|downsizing|on the road|travel,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,English,R,25000000,1.85
Alexander Payne,217,125,729,June Squibb,65010106,107557,1556,Howard Hesseman,highway travel|on the road|retirement|road movie|wedding,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Jonathan Levine,452,98,129,Vincent Leclerc,66359959,184641,337,Daniel Rindress-Kay,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,English,PG-13,35000000,2.35
Rian Johnson,589,119,0,Bruce Willis,66468315,428916,37387,Tracie Thoms,chase|future|surprise ending|time loop|time travel,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Chris Weitz,61,87,129,Mark Addy,64172251,19079,2911,Wanda Sykes,angel|butler|heaven|manhattan new york city|reincarnation,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Chris Noonan,79,91,108,Christine Cavanaugh,66600000,94435,1185,Roscoe Lee Browne,dog|farmer|pig|sheep|sheepdog,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,English,G,30000000,1.85
David Frankel,234,100,64,Steve Carell,63536011,34258,19420,Jean Smart,couple|intimacy|marriage|marriage counseling|middle age couple,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Nicholas Stoller,253,118,89,Jack McBrayer,62877175,217507,16758,Maria Thayer,breakup|hawaii|hotel|male full frontal nudity|resort,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,English,R,30000000,1.85
,51,44,,Aimee Teegarden,,42746,3418,Scott Porter,football|football coach|high school|small town|texas,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,English,TV-14,,1.78
John Singleton,123,109,309,Tony Nappo,74484168,109894,2740,Fionnula Flanagan,bare butt|corrupt police|four brothers|funeral|murder,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,English,R,45000000,2.35
Michael McCullers,145,99,5,Amy Poehler,60269340,34079,6930,Romany Malco,baby|book|cartoon on tv|female protagonist|male anorexia,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Forest Whitaker,65,114,0,Harry Connick Jr.,60033780,18973,2860,Gena Rowlands,best friend|friend|mother daughter relationship|small town|texas,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Gary Winick,152,89,56,Steve Howey,58715510,79094,13794,Candice Bergen,best friend|dyed hair|fake tan|rivalry|wedding,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Steven Brill,94,95,65,Scott Adsit,58156435,37479,1266,Bonnie Somerville,death|friend|hijacker|river|tree house,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,English,PG-13,19000000,2.35
Gary Winick,119,98,56,Judy Greer,56044241,122187,6742,Christa B. Allen,13 year old|13th birthday|30 year old|wish|year 1987,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,English,PG-13,37000000,1.85
Woody Allen,487,94,11000,Audrey Fleurot,56816662,301149,1289,Nina Arianda,1920s|golden age|midnight|paris france|time travel romance,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,English,PG-13,17000000,1.85
Peter Lepeniotis,121,85,7,Brendan Fraser,64238770,19547,18795,Sarah Gadon,bank robbery|heist|raccoon|rat|squirrel,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,English,PG,42000000,1.85
Ted Demme,147,124,47,Ethan Suplee,52937130,198066,43453,Jordi Mollà,1960s|1970s|california|cocaine|wealth,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Luis Mandoki,85,131,43,John Savage,52799004,28942,19815,Raphael Sbarge,beach|bottle|jogging|letter|love,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,English,PG-13,55000000,2.35
William Shatner,98,107,0,Nichelle Nichols,55210049,43743,14710,Walter Koenig,captain|half brother|klingon|planet|vulcan,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,English,PG,27800000,2.35
John Schultz,39,99,13,Robert Forster,51432423,15074,3679,Anne Meara,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Peter Segal,43,83,88,Fred Ward,51109400,76850,4767,Priscilla Presley,retirement|spoof|terrorist|transsexual|undercover,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
John Glen,108,131,46,Alison Doody,50300000,68565,2943,Tanya Roberts,computer|earthquake|microchip|official james bond series|silicon valley,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,English,PG,30000000,2.35
Steve Box,209,85,9,Geraldine McEwan,56068547,98160,1145,Peter Sallis,competition|giant vegetable|pest control|stop motion animation|vegetable,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,English,G,30000000,1.85
Richard LaGravenese,131,126,98,Harry Connick Jr.,53680848,167967,18726,Nellie McKay,birthday|friendship|hairy chest|letter|widow,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Frederik Du Chau,73,102,7,Frankie Muniz,49186871,12570,2910,M. Emmet Walsh,farm|horse|kentucky|racehorse|zebra,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,English,PG,,1.85
Joe Wright,316,123,456,Alfie Allen,50921738,192930,20499,Brenda Blethyn,death of sister|dying|loss of virginity|septicemia|sex,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Gary Winick,159,105,56,Marcia DeBonis,53021560,74630,1026,Luisa Ranieri,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,English,PG,30000000,2.35
Ridley Scott,63,125,0,Ken Takakura,45645204,39306,1748,Kate Capshaw,counterfeit|detective|japan|police chase|yakuza,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Bobby Farrelly,162,92,101,Larry David,44328238,25484,6137,Sean Hayes,mule|nun|orphanage|tennis court|the three stooges,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,English,PG,,1.85
Tim Burton,267,77,13000,Christopher Lee,53337608,188785,60683,Joanna Lumley,arranged marriage|bride|corpse|groom|woods,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,English,PG,40000000,1.85
James Gartner,95,118,0,Austin Nichols,42643187,34910,2577,Derek Luke,coach|college basketball|national championship|ncaa|texas,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,English,PG,,2.35
Denis Villeneuve,478,121,777,Bernardo Saracino,46875468,196217,1467,Daniel Kaluuya,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,English,R,30000000,2.39
Antoine Fuqua,305,124,845,50 Cent,52418902,147128,16881,Oona Laurence,boxer|boxing training|death of wife|male in shower|rage,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Sam Raimi,397,99,0,Alison Lohman,42057340,158354,5642,Reggie Lee,evil|fight|hell|psychic|psychologist,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Lee Toland Krieger,214,112,43,Michiel Huisman,42478175,93767,15327,Ellen Burstyn,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,English,PG-13,25000000,2.35
Tim McCanlies,82,111,23,Robert Duvall,41407470,43378,9638,Emmanuelle Vaugier,africa|eyeglasses|money|texas|veteran,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,English,PG,30000000,1.85
Jon M. Chu,138,107,209,Stephen Boss,42385520,47297,4059,Facundo Lombard,dance|dance crew|dancer|mortgage|new york city,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
John Stockwell,69,104,134,Mika Boorem,40118420,26066,1165,Sanoe Lake,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Marc Forster,253,113,395,Christian Stolte,40137776,186977,8362,Danny Rhodes,author|fate|novelist|professor|writer,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,English,PG-13,38000000,1.85
David Slade,304,113,171,Mark Rendall,39568996,138435,814,Megan Franich,alaska|small town|snow|vampire|winter,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,English,R,32000000,2.35
Drew Goddard,634,95,246,Bradley Whitford,42043633,277172,29551,Kristen Connolly,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Jason Friedberg,111,86,82,Diedrich Bader,38232624,88518,3854,Method Man,king|persian|spartan|training|xerxes,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Martin Brest,77,126,102,Yaphet Kotto,38413606,54042,23866,Philip Baker Hall,accountant|bounty hunter|fbi|mafia|mob,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,English,R,30000000,1.85
Paul Michael Glaser,120,101,343,Maria Conchita Alonso,38122105,112669,2373,Richard Dawson,game of death|government conspiracy|latina|oppression|police,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,English,R,27000000,1.37
Frank Oz,63,102,0,Jim Belushi,38747385,49349,15308,Tisha Campbell-Martin,eclipse|florist|nerd|plant|shop,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,English,PG-13,25000000,1.85
Joe Wright,417,111,456,Vicky Krieps,40247512,159198,257,John Macmillan,assassin|female warrior|martial arts|playground|training,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
,9,60,,Joan Allen,,3322,3295,Liam James,family drama|lie|missing child|political campaign|secret,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,English,TV-PG,,16.0
John R. Leonetti,59,95,40,Talisa Soto,35927406,36363,2266,Robin Shou,alternate reality|battle|martial arts|mortal kombat|warrior,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
Tom Hanks,218,98,15000,Rob Riggle,35565975,49205,16827,Randall Park,bus stop|college|community college|scooter|speech class,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,English,PG-13,30000000,2.35
Kimberly Peirce,359,100,108,Judy Greer,35266619,108242,20051,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,R,30000000,2.35
Liz Friedlander,101,118,3,Yaya DaCosta,34703228,21767,3797,Jasika Nicole,ballroom|dance|dance teacher|student|teacher,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,English,PG-13,30000000,1.85
,52,28,,Kevin Connolly,,135643,2867,Kevin Dillon,actor|fame|friendship between men|hollywood california|sitcom,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,English,TV-MA,,1.78
