num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes
31,101,497,Beverly D'Angelo,Crime|Drama|Thriller,Joe Mantegna,3174,Philip Baker Hall,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77,R,20000000,1996,816
222,111,287,Saffron Burrows,Crime|Drama|Romance|Thriller,Jason Statham,27755,Daniel Mays,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189,R,20000000,2008,811
273,108,1000,Kirsten Dunst,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,19364,Tom Wilkinson,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514,R,20000000,2004,4000
91,105,518,James Wolk,Comedy|Family|Romance,Jamie Lee Curtis,4813,Christine Lakin,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136,PG,20000000,2010,938
190,109,2000,Chris Evans,Action|Crime|Drama|Thriller,Keanu Reeves,33878,Noel Gugliemi,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189,R,20000000,2008,11000
427,109,24,Thomas Law,Action|Comedy|Sci-Fi,Michael Smiley,278,Jasper Levine,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401,R,20000000,2013,55
93,99,650,Laura Harring,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,3327,Tate Donovan,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102,PG,20000000,2007,669
292,98,16,Damien Garvey,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,189,Tiffany Lamb,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281,R,20000000,2009,37
180,104,756,Kim Shaw,Comedy|Romance,Mike Vogel,5707,Geoff Stults,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131,R,20000000,2010,934
94,109,350,Luke Bracey,Adventure|Comedy|Family|Romance,Leighton Meester,4257,Brett Cullen,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44,PG,20000000,2011,775
112,75,806,Frankie Muniz,Horror|Thriller,Adam Goldberg,3590,Samaire Armstrong,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281,PG-13,9000000,2006,934
20,119,748,Tom Selleck,Action|Adventure|Drama|Romance|Western,Alan Rickman,45841,Ben Mendelsohn,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97,PG-13,20000000,1990,19000
84,90,518,Larry Miller,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,2486,Christine Lakin,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84,PG,20000000,2010,611
120,97,637,Kyle Schmid,Action|Fantasy|Horror|Thriller,Laura Ramsey,3261,Toby Hemingway,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334,PG-13,20000000,2006,917
90,103,733,Vanessa Lengies,Comedy|Drama|Sport,Jeff Bridges,14903,John Patrick Amedori,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124,PG-13,,2006,804
103,89,470,Leo Howard,Comedy|Family|Fantasy,Jimmy Bennett,88422,Jake Short,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37,PG,40000000,2009,570
59,106,458,Wayne Knight,Comedy|Crime|Drama,Kurtwood Smith,3598,Holland Taylor,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162,R,20000000,1995,967
86,96,374,Marc John Jefferies,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,1780,Emily Meade,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35,PG-13,20000000,2016,441
190,115,107,James Gammon,Crime|Drama|Western,Viggo Mortensen,10507,Tom Bower,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202,R,,2008,311
114,104,877,Cary-Hiroyuki Tagawa,Action|Horror|Thriller,Sheryl Lee,5123,Maximilian Schell,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403,R,20000000,1998,1000
6,24,,,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,0,,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,51,,,,
290,108,285,Vera Miles,Horror|Mystery|Thriller,Janet Leigh,1885,John Gavin,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040,R,806947,1960,332
80,112,490,Taran Killam,Comedy|Romance,Dane Cook,3301,Riki Lindhome,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100,R,40000000,2008,500
98,104,942,Bruce Greenwood,Drama|Romance,Alex Pettyfer,18760,Rhys Wakefield,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76,PG-13,20000000,2014,989
88,113,949,Zachary Gordon,Comedy|Drama,Hector Elizondo,4039,Jane Fonda,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125,R,20000000,2007,975
13,98,281,Adam Arkin,Comedy,Mako,1761,Billy Barty,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34,PG,20000000,1981,374
52,121,83,John Wood,Adventure|Comedy|Drama|Fantasy,Matthew Broderick,2251,Leo McKern,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185,PG-13,20000000,1985,92
60,114,271,Jan Hooks,Comedy|Drama|Family,Oliver Platt,1816,Dana Ivey,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219,PG,30000000,1998,367
154,124,905,Don Cheadle,Drama,Adam Sandler,17050,John de Lancie,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231,R,20000000,2007,3000
274,148,826,William Hurt,Adventure|Biography|Drama,Kristen Stewart,18752,Hal Holbrook,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760,R,15000000,2007,882
110,108,579,Sarah Silverman,Comedy,Jon Heder,4374,Jacinda Barrett,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97,PG-13,20000000,2006,931
173,95,206,Deborah Kara Unger,Adventure|Drama|Horror|Mystery|Thriller,Radha Mitchell,2173,Martin Donovan,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,220,R,20000000,2012,494
165,108,844,Salma Hayek,Crime|Fantasy|Horror,Quentin Tarantino,23296,Cheech Marin,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592,R,19000000,1996,4000
45,68,253,Brenda Blethyn,Animation|Family|Fantasy|Mystery,Kath Soucie,861,John Fiedler,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32,G,20000000,2005,286
45,103,801,Holly Hunter,Comedy|Drama|Romance,Robert Downey Jr.,25263,Steve Guttenberg,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76,PG-13,20000000,1995,1000
377,99,59,Chi Ling Chiu,Action|Comedy|Crime|Fantasy,Shengyi Huang,537,Qiu Yuen,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354,R,20000000,2004,62
,30,215,Mark Feuerstein,Comedy,Leah Remini,1557,Sharon Lawrence,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,6,,,,417
43,88,939,Alex Rocco,Comedy|Family|Music|Musical,Haley Joel Osment,8189,Stephen Root,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75,G,35000000,2002,968
201,128,161,Shaun Toub,Drama,Mustafa Haidari,904,Khalid Abdalla,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230,PG-13,20000000,2007,206
192,124,430,Eddie Marsan,Drama,Naomi Watts,7567,Danny Huston,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559,R,20000000,2003,979
77,84,472,Tom Hollander,Action|Crime|Drama|Thriller,Cole Hauser,2915,Kelly Carlson,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138,PG-13,20000000,2004,555
350,122,10000,Taylor Lautner,Drama|Fantasy|Romance,Kristen Stewart,44061,Anna Kendrick,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,PG-13,37000000,2008,12000
81,101,499,Lochlyn Munro,Comedy|Romance,Thomas Lennon,2698,James Brolin,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92,PG-13,20000000,2003,555
81,98,153,Robert Miano,Comedy|Romance,Andy Dick,1189,Zak Orth,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158,PG-13,20000000,2000,216
222,105,173,Michael Moore,Crime|Documentary|News,Ronald Reagan,2327,Bernie Sanders,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188,R,,2009,909
27,225,202,Carroll Baker,Biography|Drama|History,Martin Landau,1934,José Ferrer,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100,G,20000000,1965,208
155,111,233,Michael Kelly,Crime|Drama|Mystery|Thriller,Julia Roberts,9941,Joe Cole,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81,PG-13,19500000,2015,963
111,88,329,Tony Cox,Comedy,Carmen Electra,2857,Ike Barinholtz,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,359,PG-13,25000000,2008,624
107,88,163,Fred Ward,Action|Crime|Thriller,Andrew Fiscella,137712,Lorna Raver,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110,PG-13,27000000,2009,459
34,94,507,Peter Gallagher,Action|Comedy|Crime|Thriller,Bill Murray,15183,Joanne Whalley,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100,PG,20000000,1997,828
151,117,783,Ari Graynor,Comedy|Romance,Chris Evans,15713,Ed Begley Jr.,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91,R,20000000,2011,904
289,95,80,Vincent Regan,Action|Adventure|Sci-Fi|Thriller,Joseph Gilgun,1414,Jacky Ido,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236,PG-13,20000000,2012,447
76,99,62,Ariel Gade,Comedy,Amy Poehler,1189,Sam Lerner,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176,PG-13,40000000,2004,87
150,96,926,Clifton Collins Jr.,Action|Crime|Sci-Fi|Thriller,Jason Statham,30541,David Carradine,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223,R,20000000,2009,968
67,98,967,Chazz Palminteri,Comedy|Crime,Jim Broadbent,4302,Dianne Wiest,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86,R,20000000,1994,979
36,123,85,Tiffany Dupont,Biography|Drama|History,James Callis,908,Nimrat Kaur,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177,PG,20000000,2006,249
149,101,83,Tzi Ma,Drama|Mystery|Romance|Thriller|War,Brendan Fraser,3431,Holmes Osborne,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199,R,30000000,2002,268
156,102,385,Hope Davis,Comedy|Drama,Nicolas Cage,13156,Michael Rispoli,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316,R,22000000,2005,442
64,94,565,Wes Studi,Action|Crime|Drama|Sport,Fisher Stevens,2880,Jon Seda,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88,R,20000000,2002,855
210,102,31,Dequina Moore,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,500,Jordan Carlos,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147,PG-13,20000000,2008,41
113,108,347,Ashley Scott,Action|Crime|Thriller,Taylor Cole,2799,Nick Gomez,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,113,PG-13,22000000,2009,794
390,116,884,Dylan Minnette,Drama|Fantasy|Horror|Mystery,Chloë Grace Moretz,20258,Kodi Smit-McPhee,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,366,R,20000000,2010,1000
5,93,181,Dustin Nguyen,Action|Comedy|Family,Victor Wong,1151,Don Stark,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26,PG,20000000,1994,220
248,102,270,Mia Farrow,Comedy,Quinton Aaron,1778,Melonie Diaz,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,235,PG-13,20000000,2008,563
137,103,99,Christopher Guest,Comedy|Drama|Music|War,Bob Hoskins,5637,Sarah Solemani,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,180,R,20000000,2005,378
214,115,968,Norman Reedus,Action|Crime|Drama|Thriller,Kate Winslet,27214,Clifton Collins Jr.,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106,R,20000000,2016,12000
104,96,223,Lynn Cohen,Comedy,Woody Allen,11867,Judy Davis,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131,R,20000000,1997,474
81,98,677,Oliver Platt,Comedy|Romance,Matthew Perry,4843,David Ramsey,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,121,PG-13,20000000,1999,1000
175,101,580,Omar Sy,Comedy|Drama,Bradley Cooper,16926,Riccardo Scamarcio,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129,R,20000000,2015,1000
20,106,383,Demi Moore,Comedy|Crime,Robert De Niro,24887,James Russo,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42,PG-13,20000000,1989,2000
69,101,2,Gaby Hoffmann,Comedy|Musical|Romance,Natasha Lyonne,1614,Jeff DeRocker,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140,R,20000000,1996,612
168,87,548,Ewen Bremner,Comedy,Peter Dinklage,24324,Kris Marshall,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,R,9000000,2007,557
166,111,725,Kelly Preston,Action|Crime|Thriller,Aisha Tyler,3309,Edi Gathegi,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299,R,20000000,2007,742
160,99,148,James Frain,Adventure|Drama,Robert De Niro,23409,Brendan Sexton III,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117,PG-13,21000000,2009,1000
32,88,177,Vanessa Angel,Comedy|Family|Sci-Fi,Scott Baio,1343,Peter Wingfield,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129,PG,20000000,2004,384
72,83,69,Susie Essman,Action|Comedy|Crime,Miguel Ferrer,1019,Gigi Rice,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76,PG-13,33000000,2005,99
53,91,436,Will Patton,Action|Comedy|Crime,Callum Rennie,2700,Cedric the Entertainer,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26,PG-13,20000000,2007,537
76,108,463,Nia Vardalos,Comedy|Crime|Music,Debbie Reynolds,2730,Dash Mihok,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117,PG-13,20000000,2004,567
15,154,388,Ricardo Montalban,Comedy|Drama|Music|Musical|Romance,Sammy Davis Jr.,2172,Ben Vereen,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,64,G,20000000,1969,641
401,148,175,Katherine Waterston,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,707,Serena Scott Thomas,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242,R,20000000,2014,178
31,77,593,Kylie Minogue,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,2185,Jon Stewart,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114,G,20000000,2006,690
65,110,826,Caity Lotz,Drama|Music,Chris Brown,3177,Laz Alonso,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25,PG-13,20000000,2013,941
26,42,376,Eric McCormack,Crime|Drama|Mystery|Thriller,LeVar Burton,2240,Scott Wolf,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,29,TV-14,,,440
45,83,633,Geoffrey Arend,Comedy|Fantasy,Chriss Anglin,2907,Gary Coleman,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205,PG-13,12000000,2008,816
260,107,99,Demián Bichir,Action|Comedy|Crime|Thriller,Alexa PenaVega,2848,Marko Zaror,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,164,R,20000000,2013,749
129,100,86,Ty Olsson,Drama|Horror|Sci-Fi|Thriller,Laura Harring,1267,Jackie Burroughs,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213,PG-13,22000000,2003,429
58,87,522,Ashley Scott,Adventure|Comedy,Kevin Alejandro,4218,Jeff Garlin,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120,R,20000000,2008,794
103,154,149,Dexter Fletcher,Biography|Comedy|Drama|History|Music|Musical,Jim Broadbent,1690,Lesley Manville,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202,R,10000000,1999,452
45,106,975,Cary-Hiroyuki Tagawa,Drama|War,Tom Wilkinson,5705,Michael Rapaport,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122,PG-13,20000000,2015,1000
345,99,691,Viggo Mortensen,Biography|Drama|Thriller,Michael Fassbender,23755,Sarah Gadon,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,190,R,15000000,2011,10000
232,100,407,Keanu Reeves,Animation|Drama|Mystery|Sci-Fi|Thriller,Robert Downey Jr.,39507,Rory Cochrane,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293,R,8700000,2006,18000
116,116,956,Abigail Spencer,Biography|Drama|Sport,Gerard Butler,21200,Leven Rambin,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75,PG,20000000,2012,1000
148,94,81,Darren Shahlavi,Horror|Sci-Fi,Catherine Lough Haggquist,838,Karin Konoval,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,521,R,20000000,2005,294
79,111,181,Charlie Saxton,Comedy|Drama|Family|Music|Romance,Scott Porter,1573,Ryan Donowho,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39,PG,20000000,2009,224
167,100,430,Anne Heche,Drama|Mystery|Romance|Thriller,Cameron Bright,2295,Danny Huston,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361,R,20000000,2004,681
350,125,745,Ashley Williams,Action|Crime|Drama|Thriller,David Oyelowo,3979,Albert Brooks,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180,R,20000000,2014,969
25,114,544,Michael Greyeyes,Drama|History|Romance|War,Landon Liboiron,3493,Caroline Dhavernas,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102,R,20000000,2008,912
99,119,9,Bill Lake,Biography|Drama,Dylan Authors,64,Victoria Learn,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,PG-13,20000000,2008,18
231,135,228,Heath Ledger,Biography|Drama|Music,Christian Bale,36398,Tyrone Benskin,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,R,20000000,2007,13000
119,93,619,Bruce Willis,Action|Thriller,Henry Cavill,30134,Óscar Jaenada,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,PG-13,20000000,2012,13000
182,114,446,Maximilian Schell,Adventure|Comedy|Drama|Romance,Zachary Gordon,3014,Nora Zehetner,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105,PG-13,20000000,2008,877
245,124,631,Jennifer Jason Leigh,Comedy|Drama|Romance,Philip Seymour Hoffman,24732,Samantha Morton,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274,R,21000000,2008,1000
174,134,745,Jada Pinkett Smith,Adventure|Animation|Fantasy,Minnie Driver,2710,Billy Crudup,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570,PG-13,2400000000,1997,851
69,114,413,Peter Coyote,Comedy|Drama|Mystery|Romance|Thriller|War,Isabelle Adjani,1776,Virginie Ledoyen,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53,PG-13,20000000,2003,548
26,124,161,Randy Jones,Biography|Comedy|Musical,Steve Guttenberg,1462,Caitlyn Jenner,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74,PG,20000000,1980,174
168,104,430,Noah Taylor,Crime|Drama|Western,Ray Winstone,2129,Danny Huston,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232,R,2000000,2005,509
27,118,400,Finn Wittrock,Biography|Drama|Sport,Donny Boaz,3384,Brent Anderson,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,PG,20000000,2015,769
