duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,movie_facebook_likes
154,189,388,683,,Sammy Davis Jr.,Sweet Charity ,3454,2172,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,64,English,USA,G,20000000,7.0,2.35,548
148,0,175,204,8093318,Martin Dew,Inherent Vice ,61935,707,0,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242,English,USA,R,20000000,6.7,1.85,18000
77,3,593,787,7382993,Jimmy Fallon,Doogal ,3851,2185,0,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114,English,USA,G,20000000,2.8,1.85,346
110,9,826,997,8888355,Chris Brown,Battle of the Year ,7894,3177,19,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25,English,USA,PG-13,20000000,5.0,1.85,0
42,,376,1000,,LeVar Burton,Perception             ,15612,2240,1,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,29,English,USA,TV-14,,7.5,16.0,0
83,119,633,885,7001720,Chriss Anglin,An American Carol ,8560,2907,2,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205,English,USA,PG-13,12000000,4.3,2.35,797
107,0,99,2000,7268659,Alexa PenaVega,Machete Kills ,59248,2848,7,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,164,English,Russia,R,20000000,5.6,1.85,48000
100,17,86,669,6852144,Laura Harring,Willard ,15169,1267,0,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213,English,Canada,PG-13,22000000,6.2,2.35,0
87,29,522,1000,6563357,Kevin Alejandro,Strange Wilderness ,18571,4218,4,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120,English,USA,R,20000000,5.3,2.35,847
154,608,149,1000,6201757,Jim Broadbent,Topsy-Turvy ,10037,1690,1,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,202,English,UK,R,10000000,7.4,1.66,608
106,38,975,1000,6420319,Tom Wilkinson,Little Boy ,15978,5705,0,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122,English,Mexico,PG-13,20000000,7.4,2.35,15000
99,0,691,13000,5702083,Michael Fassbender,A Dangerous Method ,80617,23755,3,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,190,English,UK,R,15000000,6.5,1.85,36000
100,0,407,21000,5480996,Robert Downey Jr.,A Scanner Darkly ,89383,39507,0,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293,English,USA,R,8700000,7.1,1.85,0
116,150,956,18000,6002756,Gerard Butler,Chasing Mavericks ,24997,21200,2,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75,English,USA,PG,20000000,7.2,1.85,13000
94,892,81,310,5132655,Catherine Lough Haggquist,Alone in the Dark ,37626,838,0,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,521,English,Canada,R,20000000,2.3,2.35,1000
111,650,181,690,5205343,Scott Porter,Bandslam ,11958,1573,3,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39,English,USA,PG,20000000,6.4,2.35,1000
100,143,430,829,5005883,Cameron Bright,Birth ,29649,2295,1,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361,English,USA,R,20000000,6.1,1.85,0
125,78,745,1000,5749134,David Oyelowo,A Most Violent Year ,45799,3979,0,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180,English,USA,R,20000000,7.0,2.35,0
114,329,544,1000,,Landon Liboiron,Passchendaele ,6904,3493,0,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,102,English,Canada,R,20000000,6.5,2.35,971
119,18,9,20,4234040,Dylan Authors,Flash of Genius ,14301,64,0,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,English,USA,PG-13,20000000,7.0,2.35,0
135,162,228,23000,4001121,Christian Bale,I'm Not There. ,48346,36398,0,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,English,USA,R,20000000,7.0,2.35,0
93,19,619,15000,3749061,Henry Cavill,The Cold Light of Day ,28629,30134,3,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113,English,USA,PG-13,20000000,4.9,2.35,0
114,0,446,975,3519627,Zachary Gordon,The Brothers Bloom ,41737,3014,4,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105,English,USA,PG-13,20000000,6.9,2.35,0
124,0,631,22000,3081925,Philip Seymour Hoffman,Synecdoche, New York ,55842,24732,0,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274,English,USA,R,21000000,7.5,2.35,13000
134,6000,745,893,2298191,Minnie Driver,Princess Mononoke ,221552,2710,0,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,570,Japanese,Japan,PG-13,2400000000,8.4,1.85,11000
114,22,413,572,2353728,Isabelle Adjani,Bon voyage ,4293,1776,5,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53,French,France,PG-13,20000000,6.9,2.35,235
124,42,161,801,2000000,Steve Guttenberg,Can't Stop the Music ,2998,1462,0,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74,English,USA,PG,20000000,4.5,2.35,1000
104,214,430,1000,1900725,Ray Winstone,The Proposition ,43205,2129,1,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,232,English,Australia,R,2000000,7.4,2.35,0
118,14,400,2000,2246000,Donny Boaz,Courage ,2302,3384,4,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20,English,USA,PG,20000000,7.0,2.35,0
80,121,587,836,1646664,Damon Wayans,Marci X ,4518,2467,2,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66,English,USA,R,20000000,2.8,1.85,241
107,110,722,23000,1190018,Christian Bale,Equilibrium ,261317,25088,2,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137,English,USA,R,20000000,7.5,2.35,20000
125,55,2,991,1027749,Radha Mitchell,The Children of Huang Shi ,8087,1003,4,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,33,English,Australia,R,40000000,7.1,2.35,1000
115,115,977,9000,882710,Charlize Theron,The Yards ,16215,11433,2,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138,English,USA,R,24000000,6.4,2.35,401
88,12,231,979,1064277,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,14015,1978,0,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,83,English,USA,G,20000000,6.7,,831
122,11000,188,11000,531009,Brad Pitt,By the Sea ,7976,22319,0,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61,English,USA,R,10000000,5.3,2.35,0
103,78,101,488,410388,William Hootkins,Steamboy ,13727,991,1,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,79,Japanese,Japan,PG-13,2127519898,6.9,1.85,973
101,25,407,18000,375474,Gerard Butler,The Game of Their Lives ,2613,20354,0,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,46,English,USA,PG,20000000,6.2,2.35,445
101,46,902,33000,578382,Ryan Gosling,All Good Things ,41249,39515,2,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,67,English,USA,R,,6.3,1.85,0
107,58,324,699,305070,Esai Morales,Rapa Nui ,3843,1592,1,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25,English,USA,R,20000000,6.4,2.35,399
86,0,3,46,206678,Jiao Xu,CJ7 ,11391,82,1,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66,Cantonese,Hong Kong,PG,,6.5,2.35,1000
118,8,11,106,146072,Christian Clavier,Les couloirs du temps: Les visiteurs II ,7147,182,0,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,French,France,,140000000,6.0,2.35,136
107,14,311,403,1183354,Marco St. John,Dylan Dog: Dead of Night ,13026,1577,1,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75,English,USA,PG-13,20000000,5.1,2.35,0
100,3,442,14000,121972,Al Pacino,People I Know ,9868,15612,3,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,81,English,USA,R,22000000,5.5,1.85,217
30,,9,310,,Peter Vaughan,The Doombolt Chase             ,18,344,4,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1,,English,UK,,,7.2,,0
110,278,181,3000,263365,Djimon Hounsou,The Tempest ,6147,3785,2,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36,English,USA,PG-13,20000000,5.4,2.35,0
106,448,648,9000,54734,Emma Watson,Regression ,20821,10982,1,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62,English,Spain,R,,5.7,2.35,0
7,23,51,344,,Necar Zadegan,The Touch ,118,726,0,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,,English,USA,,13000,5.2,1.85,30
102,10,60,483,,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,5154,1113,3,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,29,Mandarin,China,R,25000000,6.2,2.35,314
98,5,716,18000,,Gerard Butler,Shattered ,25450,20472,1,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118,English,UK,R,20000000,6.7,2.35,0
83,0,700,12000,,Leonard Nimoy,Zambezia ,5203,15680,0,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,11,English,South Africa,G,20000000,5.8,1.78,1000
153,0,7,109,,Mani Bharathi,Ramanujan ,102,164,0,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1,English,India,,,7.0,2.35,58
98,2,53,729,,Joey D. Vieira,Dwegons and Leprechauns ,50,1092,4,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3,English,USA,PG,20000000,4.8,,70
105,23,897,22000,,Robert De Niro,Hands of Stone ,178,27425,0,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1,English,Panama,R,20000000,7.2,,0
96,160,889,14000,,Milla Jovovich,Survivor ,21833,17957,2,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101,English,USA,PG-13,20000000,5.6,2.35,0
105,17,897,12000,,Nicolas Cage,The Frozen Ground ,43879,16355,3,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133,English,USA,R,27220000,6.4,2.35,11000
125,43,7,2000,8047690,Toby Jones,The Painted Veil ,77656,2608,0,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220,Mandarin,China,PG-13,19400000,7.5,2.35,0
184,34,155,486,476270,Moritz Bleibtreu,The Baader Meinhof Complex ,29602,1601,2,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,110,German,Germany,R,20000000,7.4,1.85,0
236,0,232,933,184208848,Mary McDonnell,Dances with Wolves ,186485,2398,1,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,382,English,USA,PG-13,22000000,8.0,2.35,0
97,52,384,3000,100292856,Justin Timberlake,Bad Teacher ,160418,5547,0,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,English,USA,R,20000000,5.7,1.85,16000
113,17,551,14000,58571513,Al Pacino,Sea of Love ,30213,15914,1,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,112,English,USA,R,19000000,6.8,1.85,0
95,15,528,1000,51431160,Dan Byrd,A Cinderella Story ,62861,3092,2,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,English,USA,PG,20000000,5.9,1.85,0
103,0,157,611,103001286,David Arquette,Scream ,222018,1212,0,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,869,English,USA,R,15000000,7.2,2.35,11000
91,17,670,1000,41867960,Shannon Elizabeth,Thir13en Ghosts ,65512,3023,0,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,478,English,USA,R,20000000,5.5,1.33,0
146,0,413,888,,Scatman Crothers,The Shining ,610333,2560,0,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,1320,English,USA,R,19000000,8.4,1.37,37000
116,0,459,1000,210609762,Lea Thompson,Back to the Future ,732212,3230,0,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,809,English,USA,PG,19000000,8.5,1.18,39000
93,37,545,885,40846082,Jeffrey Combs,House on Haunted Hill ,45317,2872,0,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,536,English,USA,R,19000000,5.6,1.37,0
113,0,256,607,51697449,Eric Mendenhall,I Can Do Bad All by Myself ,8346,1465,6,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,59,English,USA,PG-13,13000000,4.1,1.85,1000
90,97,319,731,,Kari J. Kramer,Fight Valley ,60,2374,4,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,English,USA,,27000000,5.0,,1000
101,8,110,544,27758465,Caroline Dhavernas,The Switch ,77987,1292,2,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,English,USA,PG-13,19000000,6.1,2.35,0
95,189,306,500,56127162,Taran Killam,Just Married ,57479,2020,2,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205,English,USA,PG-13,18000000,5.4,1.85,0
109,93,521,31000,1357042,Mem Ferda,The Devil's Double ,53977,35561,1,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,125,English,Belgium,R,15000000,7.1,2.35,14000
43,,211,341,,Nicole 'Snooki' Polizzi,Gone, Baby, Gone             ,29,1462,1,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,,English,,TV-14,,6.6,1.33,0
85,2,402,1000,15911333,Mara Wilson,Thomas and the Magic Railroad ,2855,2429,1,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,119,English,UK,G,19000000,3.6,1.85,663
101,42,219,991,39103378,Radha Mitchell,The Crazies ,93272,2609,0,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251,English,USA,R,20000000,6.5,2.35,0
125,6000,7,17,10049886,Bunta Sugawara,Spirited Away ,417971,44,0,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,902,Japanese,Japan,PG,19000000,8.6,1.85,28000
118,0,30,483,,Andy Lau,Firestorm ,1904,635,1,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,Mandarin,China,,,6.2,2.35,332
132,79,1000,14000,8600000,Liam Neeson,The Bounty ,17982,28094,2,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,95,English,UK,PG,25000000,7.0,2.35,1000
131,33,326,876,21483154,Emily Watson,The Book Thief ,98741,1985,1,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,English,USA,PG-13,19000000,7.6,2.35,53000
129,51,630,948,8396942,Katrina Bowden,Sex Drive ,72715,4324,1,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,103,English,USA,R,19000000,6.5,1.85,0
100,14,356,3000,12561,Adam Scott,Leap Year ,71276,4094,2,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,181,English,USA,PG,19000000,6.4,2.35,13000
172,75,102,617,,James Mason,The Fall of the Roman Empire ,6156,1131,0,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,91,English,USA,Approved,19000000,6.7,2.2,560
97,31,562,2000,6923891,Topher Grace,Take Me Home Tonight ,43867,5519,4,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,83,English,USA,R,23000000,6.3,2.35,0
121,33,505,1000,5308553,Holly Hunter,Won't Back Down ,5147,3260,2,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,English,USA,PG,,6.4,2.35,0
92,22,0,2,2119994,Darci Kistler,The Nutcracker ,1153,2,0,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,15,English,USA,G,19000000,5.7,1.85,238
116,500,530,12000,1292527,Steve Buscemi,Kansas City ,3536,14579,2,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,44,English,France,R,19000000,6.3,1.85,228
110,44,85,8000,560512,Logan Lerman,Indignation ,550,8972,0,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3,Hebrew,USA,R,,7.8,2.0,599
90,15,16000,87000,64255243,Jimmy Bennett,The Amityville Horror ,80903,120797,0,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,518,English,USA,R,19000000,6.0,2.35,0
81,0,836,12000,22245861,Nicolas Cage,Adaptation. ,143251,25489,0,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,710,English,USA,R,19000000,7.7,1.85,0
97,0,233,654,20433940,Tony Nappo,Land of the Dead ,78883,1876,8,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,662,English,Canada,R,15000000,6.2,2.35,0
107,15,27,82,,Louis Koo,Out of Inferno ,625,151,2,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,4,Chinese,China,PG-13,,5.7,1.85,124
118,0,551,40000,10562387,Johnny Depp,Fear and Loathing in Las Vegas ,213226,43105,0,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,648,English,USA,R,18500000,7.7,2.35,15000
100,0,985,3000,18439082,Jennifer Garner,The Invention of Lying ,94292,7252,3,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,287,English,USA,PG-13,18500000,6.4,1.85,13000
97,89,329,920,150056505,Craig Roberts,Neighbors ,216581,2771,3,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397,English,USA,R,18000000,6.4,2.35,21000
114,55,360,789,119938730,Peter Greene,The Mask ,265818,2085,0,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,English,USA,PG-13,18000000,6.9,1.85,0
130,545,697,15000,114968774,Tom Hanks,Big ,153468,28018,1,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,204,English,USA,PG,18000000,7.3,1.85,0
82,119,6,332,128505958,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,1,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,1198,English,USA,R,18000000,7.3,1.85,0
96,126,584,2000,95001351,Linda Cardellini,Legally Blonde ,131801,4380,1,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,548,English,USA,PG-13,18000000,6.2,2.35,0
105,12000,643,12000,76400000,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,14762,1,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,192,English,USA,PG,17000000,6.6,2.35,0
122,301,457,1000,75072454,Tom Wilkinson,The Exorcism of Emily Rose ,96569,2759,0,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,English,USA,PG-13,20000000,6.7,2.35,0
88,31,489,1000,65535067,Amy Poehler,Deuce Bigalow: Male Gigolo ,59380,2604,1,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,202,English,USA,R,17000000,5.7,1.85,0
110,179,734,12000,13998282,Nicolas Cage,Left Behind ,24854,15044,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,English,USA,PG-13,16000000,3.1,2.35,31000
103,15,172,723,6061759,Craig T. Nelson,The Family Stone ,49077,1615,0,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,475,English,USA,PG-13,17000000,6.3,1.85,0
106,8,521,748,64955956,Harry Lennix,Barbershop 2: Back in Business ,10104,3956,4,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,English,USA,PG-13,18000000,5.7,1.85,265
98,72,566,1000,60057639,Bernie Mac,Bad Santa ,107815,3151,2,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,English,USA,R,18000000,7.1,1.85,10000
68,116,481,8000,53868030,Will Ferrell,Austin Powers: International Man of Mystery ,183425,10557,2,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425,English,USA,PG-13,17000000,7.0,2.35,0
94,52,261,567,59573085,Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,2259,10,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,English,USA,PG-13,18000000,6.1,2.35,19000
99,42,557,975,52691009,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,2,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,English,USA,PG,21000000,6.6,2.35,0
107,323,794,1000,59735548,Shane Black,Predator ,290949,4223,1,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,English,USA,R,15000000,7.8,1.85,13000
180,869,521,692,51600000,Jeffrey Jones,Amadeus ,270790,3076,0,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,English,USA,R,18000000,8.3,2.35,16000
89,29,458,2000,43818159,Ming-Na Wen,Prom Night ,27664,4867,0,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,260,English,USA,PG-13,20000000,3.9,2.35,1000
97,70,625,2000,86049418,Tina Fey,Mean Girls ,245989,5032,4,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,English,USA,PG-13,17000000,7.0,1.85,0
113,22,148,727,43601508,Raoul Bova,Under the Tuscan Sun ,35718,1310,1,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,English,USA,PG-13,18000000,6.7,1.85,0
131,500,555,1000,41300105,Kristin Scott Thomas,Gosford Park ,65201,3261,0,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,651,English,UK,R,19800000,7.3,2.35,0
44,,650,828,,Peter Gallagher,The O.C.             ,65785,2546,8,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,English,USA,TV-PG,,7.5,1.78,0
103,0,805,12000,41382841,Nicolas Cage,Peggy Sue Got Married ,27149,14672,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,English,USA,PG-13,18000000,6.3,1.85,0
119,0,529,15000,42335698,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,8,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,English,USA,R,18000000,7.8,1.85,114000
98,11000,218,594,33404871,Sally Hawkins,Blue Jasmine ,150082,1353,1,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,English,USA,PG-13,18000000,7.3,2.35,36000
111,521,64,97,31471430,Christian Clemenson,United 93 ,83374,313,0,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828,English,USA,R,15000000,7.6,2.35,0
94,23,582,2000,30222640,Christian Monzon,Honey ,36666,4868,2,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,English,USA,PG-13,25000000,5.3,1.85,0
122,380,2000,18000,26830000,Denzel Washington,Glory ,101889,32930,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,365,English,USA,R,18000000,7.9,1.85,0
81,8,341,844,26906039,Hulk Hogan,Spy Hard ,29621,2653,2,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,English,USA,PG-13,18000000,5.3,1.85,588
89,0,606,2000,21378000,Jamie Lee Curtis,The Fog ,46492,4877,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,USA,R,1000000,6.8,2.35,7000
