actor_1_facebook_likes,num_voted_users,actor_3_name,movie_imdb_link,content_rating,budget
262,385,Razaaq Adoti,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,,7500000
532,2909,Vic Aviles,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,,6000000
963,70194,Danielle Darrieux,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,PG-13,7300000
844,19157,Haley Bennett,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,PG-13,12000000
287,80639,Jennifer Ulrich,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,,5000000
18000,9866,Charles Baker,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,R,7000000
788,74435,Sean Harris,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,R,7300000
24000,383071,Kirsten Dunst,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,PG-13,258000000
488,4682,Ayla Kell,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,PG-13,7500000
24000,414335,Rainn Wilson,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,PG-13,7500000
294,4099,Brahim Achabbakhe,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,R,7500000
244,74249,Jill St. John,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,GP,7200000
14000,1155770,Robert Duvall,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,R,6000000
225,35172,Lee Ving,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,R,4000000
23000,376600,Zooey Deschanel,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,PG-13,7500000
1000,63931,Geneviève Lemon,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,R,7000000
17000,108843,Matthew McConaughey,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,R,7000000
1000,25870,Angus Sampson,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,PG-13,11000000
581,74957,Clifton James,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,PG,7000000
1000,16651,Cody Linley,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,PG,5000000
16000,127760,Paulina Gerzon,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,PG-13,
1000,7973,Laz Alonso,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,PG-13,6600000
29000,362933,Steve Bisley,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,PG-13,105000000
21000,84070,Alex Borstein,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,PG,7500000
22000,100571,Kwesi Ameyaw,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,R,7000000
16000,138707,Salma Hayek,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,R,7000000
14000,5254,Shirley Henderson,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,R,20000000
4000,170055,Oliver Platt,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,TV-MA,
1000,39847,Peter Ustinov,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,PG,9000000
16000,73950,Desmond Llewelyn,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,PG,13000000
1000,7569,Carl Weathers,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,R,7000000
513,154938,Craig Conway,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,R,3500000
13000,1723,Bob Costas,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,,
971,13913,Vanessa Ray,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,R,7000000
718,15088,David Patrick Kelly,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,R,7000000
1000,76267,Lew Temple,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,R,7000000
4000,101902,Emma Caulfield,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,TV-14,2300000
637,56605,Kiersey Clemons,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,R,7000000
1000,4598,Nia Long,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,R,7000000
883,522048,Rory Kinnear,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,PG-13,200000000
1000,60709,Erin Daniels,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,R,7000000
246,440,Charles Aidman,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,PG,350000
816,102125,Peter Breitmayer,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,R,7000000
13000,19147,Bill Cobbs,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,PG-13,7500000
687,11668,Lori Singer,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,R,7000000
893,11191,Darryl Stephens,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,PG-13,7000000
14000,83182,Keri Lynn Pratt,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,R,7000000
883,39680,Roberts Blossom,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,R,7000000
761,7736,Shawn Hatosy,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,R,7000000
729,17436,Anupam Kher,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,PG-13,7000000
116,23486,Deborah Mailman,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,PG,6000000
692,13815,Lil' Wayne,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,PG-13,7000000
206,8391,Alastair Duncan,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,R,7000000
787,42402,Aaron Stanford,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,,
11000,3203,Miriama Smith,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,PG,7000000
10000,25329,John Savage,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,TV-14,
8000,34449,Anupam Kher,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,,7000000
1000,18561,Jose Pablo Cantillo,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,R,7000000
490,29967,Katie Aselton,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,R,7000000
655,781,Jack Warden,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,PG,7000000
783,11387,Kurt Fuller,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,R,7000000
4000,18355,Beth Grant,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,R,7000000
3000,95529,Ashley Gerasimovich,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,R,7000000
2000,844,Lesley Manville,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,PG,
1000,1119,Jennifer Butler,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,G,7000000
10000,3114,Rick Rossovich,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,R,7000000
6000,9727,Carla Gallo,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,R,4825000
963,2215,Jack O'Halloran,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,PG,9000000
106,24438,Valérie Lemercier,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,R,50000000
227,35848,Erin Wasson,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,R,7000000
756,7412,Derek Wayne Johnson,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,R,
1000,5143,Larry Miller,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,PG-13,10000000
23000,43965,Rainn Wilson,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,R,7000000
554,21243,Richard Graham,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,R,
13000,15104,,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,R,3500000
766,1966,Eleanor Bron,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,R,7000000
7000,5863,Luke Grimes,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,PG-13,7000000
474,4124,Dan Hedaya,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,R,7000000
4,2518,Valentin Golubenko,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,Not Rated,7000000
26000,7663,Paul Sanchez,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,R,7000000
876,2670,Miranda Richardson,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,R,7000000
12000,197845,Bob Marley,http://www.imdb.com/title/tt0144117/?ref_=fn_tt_tt_1,R,7000000
91,383,Stephen Au,http://www.imdb.com/title/tt3469440/?ref_=fn_tt_tt_1,,7000000
1000,8589,Joanne Whalley,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,R,7000000
99,1159,Ivan Okhlobystin,http://www.imdb.com/title/tt2243621/?ref_=fn_tt_tt_1,PG,7000000
122,192,Cindy Robinson,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1,,7000000
16000,39451,Sydney Penny,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1,R,6900000
878,15862,Julian Sands,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,,
14000,120036,Cole Hauser,http://www.imdb.com/title/tt0106677/?ref_=fn_tt_tt_1,R,6900000
755,39786,Olesya Rulin,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,TV-G,7000000
149,33,John Ralston,http://www.imdb.com/title/tt4412528/?ref_=fn_tt_tt_1,,8700000
15000,5255,Travis Aaron Wade,http://www.imdb.com/title/tt3687310/?ref_=fn_tt_tt_1,,7000000
177,5153,Maria Schrader,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,,15000000
710,16299,Tim DeKay,http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1,R,6800000
240,10771,Mark De Alessandro,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,R,6800000
34000,58366,Gil Bellows,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,PG-13,6900000
131,80429,Ahmad Massad,http://www.imdb.com/title/tt1255953/?ref_=fn_tt_tt_1,R,6800000
60,3548,Giulia Michelini,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,R,5000000
1000,5133,Michael McElhatton,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,R,
585,81644,André Ramiro,http://www.imdb.com/title/tt0861739/?ref_=fn_tt_tt_1,R,4000000
1000,81699,Gabriel Bateman,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,R,6500000
46,1388,Jessica Mauboy,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,PG-13,6500000
27,94139,Na'Blonka Durden,http://www.imdb.com/title/tt0101507/?ref_=fn_tt_tt_1,R,6000000
699,21409,Danielle von Zerneck,http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1,PG-13,6500000
804,3157,Sandy Dennis,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1,PG,
754,23986,Nancy Allen,http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,X,6500000
876,6384,Anne Heche,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,PG,6500000
900,59474,Scott Wolf,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,R,6500000
435,19715,Jake Cherry,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,R,6500000
116,25857,Eric Christmas,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,G,6500000
730,8294,Ned Bellamy,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,PG-13,6500000
56,10672,Matthias Habich,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,R,7000000
13000,145395,James Badge Dale,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,NC-17,6500000
27000,134070,Jamie Foreman,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,R,4000000
1000,564,Brenda Strong,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,PG-13,6500000
10000,41856,Jason Ritter,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,PG-13,6500000
18000,12049,Sissy Spacek,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,R,6500000
844,2601,Stellan Skarsgård,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,,6500000
12000,29608,Eamonn Walker,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,R,6500000
1000,2892,Temuera Morrison,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,R,6500000
845,51353,Alexandra Maria Lara,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,R,4500000
2000,600266,Paul Winfield,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,R,6500000
65,114407,Burghart Klaußner,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,R,4800000
1000,32307,Maurice Roëves,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,R,10000000
431,39856,Beverly Randolph,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,R,4000000
18,9638,Marco D'Amore,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,TV-MA,
1000,99033,Joey Lauren Adams,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,R,6000000
1000,170027,Sid Caesar,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,PG-13,6000000
40000,291603,Kevin Dillon,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,R,6000000
503,113152,Ricky Martin,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,R,6000000
640,152089,Kenneth Mars,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,M,6000000
382,107408,Elsa Lanchester,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,Approved,6000000
2000,35130,Judd Hirsch,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,R,6000000
1000,68722,Cécile De France,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,PG,110000000
804,71919,Richard Beymer,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,Unrated,6000000
13000,81599,Brian Doyle-Murray,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,R,6000000
3000,3198,Jenifer Lewis,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,R,6000000
865,6585,Richard T. Jones,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,R,6000000
18000,740918,Kevin Pollak,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,R,6000000
321,29659,Matthew Borlenghi,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,X,8000000
16000,89128,Erik Estrada,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,R,6000000
1000,251349,Ajay Naidu,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,R,6000000
469,6304,Jennifer Jones,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,Unrated,8000000
957,45859,Michael McKean,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,PG-13,6000000
742,91017,Tom Atkins,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,R,6000000
413,4756,Bill Nunn,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,R,6500000
555,12339,Tamala Jones,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,PG,6000000
472,19774,Rachel Blakely,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,PG-13,
658,22408,Laura Harris,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,PG-13,
8000,18286,Conchata Ferrell,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,R,6000000
1000,9277,Lily James,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,TV-14,
711,52805,John Lynch,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,R,9000000
1000,4582,David Alan Grier,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,R,6000000
1000,145580,Abby Mukiibi Nkaaga,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,R,6000000
742,22929,Troy Evans,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,X,3000000
11000,45396,Rick Dial,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,PG-13,5000000
844,172,,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,,6000000
697,23023,Amy Madigan,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,R,6000000
1000,13010,Gaby Hoffmann,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,R,6000000
24000,59637,Olivia Wilde,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,PG-13,6000000
8000,17169,Luis E. Carazo,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,R,6000000
3000,27301,Dominik García-Lorido,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,PG-13,6000000
3000,64794,Wale Ojo,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,R,6000000
1000,11011,Haley Bennett,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,R,6500000
4000,116910,Scott Glenn,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,R,6000000
1000,13892,Brenda Blethyn,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,R,
373,18313,Raquel Alessi,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,R,6000000
17000,29341,Michael Weston,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,R,6000000
4000,11439,Lawrence Gilliard Jr.,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,PG-13,6000000
937,55524,Enrico Colantoni,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1,TV-14,
263,26300,Andrea Martin,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,R,6000000
97,4195,Todd Susman,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,PG-13,6000000
397,522,Alexis Kendra,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,,
4000,28855,Cas Anvar,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,PG-13,6000000
244,9589,Polly Noonan,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,R,6000000
944,3413,Frederick Weller,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,R,
682,63192,L.Q. Jones,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,R,6244087
976,27266,Method Man,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,R,6000000
187,11623,Pamela Salem,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,PG,6000000
631,6906,Paul Popplewell,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,R,
721,2281,Marc Singer,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,PG-13,6000000
767,1245,Sammy Nagi Njuguna,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,PG,6000000
173,2591,Mélanie Doutey,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,R,
1000,7394,Cara Seymour,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,R,6000000
974,3024,Ji-hyun Jun,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,PG-13,6000000
596,2330,Ritchie Montgomery,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,R,6000000
773,1940,Peter McNamara,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,PG-13,6000000
11000,6454,Vanessa Redgrave,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,PG,7840000
11000,7367,Sarah Wright,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,R,6000000
103,2143,Bill Baird,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,Unrated,
861,38273,Shawn Hatosy,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,R,6000000
636,2989,Tim Guinee,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,R,8600000
592,2050,Robert Wahlberg,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,R,
16000,32512,Sissy Spacek,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,R,12000000
933,1696,John Bell,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,PG,6000000
848,10196,Cole Hauser,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,R,6000000
805,10388,Rupert Evans,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,,
391,60522,Reiner Schwarz,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,R,5952000
809,34383,Iddo Goldberg,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,R,5300000
11000,6797,Li Jun Li,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,PG-13,6000000
33000,43575,Agnes Bruckner,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,R,50000000
163,9230,Martijn Lakemeier,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,R,4000000
2000,6741,Bill Duke,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,R,6000000
343,10119,Michel Simon,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,Unrated,6700000
978,748,Trieu Tran,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,PG-13,
778,30210,Johnny Nguyen,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,R,200000000
722,867,Samuel West,http://www.imdb.com/title/tt0120210/?ref_=fn_tt_tt_1,R,
229,55987,James Buckley,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1,TV-14,
883,89806,Anupam Kher,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,PG-13,3500159
688,3433,Timothy Hutton,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,PG-13,5600000
592,8707,Eva Marcille,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,PG-13,5600000
634,4633,Johnny Lever,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1,Not Rated,
37,55597,Andrea Ros,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,R,5600000
25,548,Kayla Raparelli,http://www.imdb.com/title/tt1303803/?ref_=fn_tt_tt_1,PG,
1000,175607,Ray Walston,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,PG,5500000
368,40511,John Gielgud,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,PG,5500000
907,10472,Tamara Taylor,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,PG-13,5500000
509,43013,Nicholas Bell,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,PG-13,5500000
23000,190494,Tony Danza,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,R,3000000
16000,36381,John Hillerman,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,R,5500000
19000,96129,T.J. Thyne,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,R,7000000
14000,14786,Kris Marshall,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,R,5500000
113,1955,Angelo Rossitto,http://www.imdb.com/title/tt0080771/?ref_=fn_tt_tt_1,R,
517,44151,Gérard Jugnot,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,PG-13,5500000
636,5548,Claudia Ferri,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,R,5000000
715,18792,Franky G,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,R,5000000
782,59524,Danny Aiello,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,R,6500000
4000,3754,Joey Lauren Adams,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,R,5500000
232,15267,Jean-Pierre Darroussin,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,Not Rated,3850000
56,87244,Jo Prestia,http://www.imdb.com/title/tt0290673/?ref_=fn_tt_tt_1,Not Rated,
31,1658,Shinobu Terajima,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,Unrated,5500000
397,70233,Madhavan,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,Not Rated,
