num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year
106,98,541,71,214,1569918,Biography|Crime|Drama|Thriller,409,Gerard McSorley,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113,English,Ireland,R,2003
106,120,30,55,14000,106869,Crime|Drama|Romance|Thriller,14492,Carlos Bardem,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,39,English,France,R,2014
173,160,219,215,1000,273420,Comedy|Mystery|Sci-Fi|Thriller,2340,Chris Andrew Ciulla,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,English,France,R,2006
41,80,0,168,677,,Adventure|Animation|Family|Fantasy,1364,Mary Mouser,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39,French,France,PG,2008
41,91,22,255,669,,Sci-Fi,1769,Paul Winfield,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,71,English,USA,PG,1977
145,83,57,62,465,4930798,Horror|Thriller,730,Tim Williams,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,108,English,USA,PG-13,2012
31,102,6,165,3000,59847242,Comedy|Drama|Family|Romance,5433,Griffin Dunne,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,115,English,USA,PG-13,1991
105,122,30,260,21000,220914,Biography|Drama|Romance,25173,Matt Servitto,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,97,English,USA,R,2006
236,110,168,96,3000,39825798,Drama|Mystery|Romance|Thriller,4210,Jake Wood,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,English,USA,PG-13,2006
114,126,0,168,826,43848100,Crime|Drama,1607,James Karen,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,219,English,USA,R,1987
69,136,0,1000,25000,42700000,Drama|Romance,41059,Tom Wilkinson,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,196,English,USA,PG,1995
150,120,11,281,11000,18663911,Biography|Drama|Romance,12554,Laurence Fox,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,151,English,UK,PG,2007
72,108,18,433,714,11702090,Comedy|Romance,2785,Samm Levine,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,50,English,USA,PG-13,2007
158,126,26,385,638,13005485,Drama,2282,Ron Eldard,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,469,English,USA,R,2003
96,128,608,1000,49000,95860116,Comedy|Drama,51609,Kurtwood Smith,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491,English,USA,PG,1989
84,113,137,481,879,127175354,Comedy,2985,Teri Garr,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,438,English,USA,PG-13,1994
114,89,0,62,227,92823600,Comedy|Drama|Romance,485,Harley Jane Kozak,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,273,English,USA,R,1989
79,129,0,359,844,54000000,Drama,2330,Jack Warden,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,154,English,USA,R,1982
103,94,480,486,1000,68525609,Comedy,3889,Paulo Costanzo,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302,English,USA,R,2000
67,106,48,35,23000,52885587,Comedy|Drama|Romance|Sport,23369,Mark Walters,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,267,English,USA,R,1999
576,100,405,628,996,44667095,Comedy|Drama|Romance,4606,Beth Grant,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,583,English,France,PG-13,2011
178,89,687,389,10000,42638165,Drama|Fantasy|Horror|Mystery|Thriller,12183,Rachel Brosnahan,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230,English,USA,PG-13,2009
487,94,0,559,13000,45507053,Adventure|Comedy|Drama|Romance,27911,Bob Balaban,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,377,English,USA,PG-13,2012
196,83,473,597,20000,39511038,Horror,26402,Lew Temple,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366,English,USA,R,2006
24,111,19,107,241,6462576,Drama,824,Finn Ireland,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30,English,USA,PG-13,2016
56,80,11,499,911,40363530,Comedy|Family,3058,James Brolin,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307,English,USA,PG,2002
406,112,0,250,634,37623143,Drama|Fantasy|War,1322,Sergi López,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083,Spanish,Spain,R,2006
3,60,,762,1000,,Drama|Fantasy|Mystery|Thriller,4561,Riley Smith,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,57,English,USA,,
51,94,14,635,1000,33357476,Action|Comedy|Crime|Family,4194,Paul Sorvino,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,53,English,USA,PG,2001
41,130,309,522,939,28734552,Crime|Drama|Romance|Thriller,3107,Angell Conwell,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,81,English,USA,R,2001
138,91,26,638,3000,37300107,Drama|Horror|Thriller,5349,Frances Fisher,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,115,English,USA,PG-13,2011
78,91,29,459,861,27087695,Adventure|Comedy|Drama,2543,Fred Ward,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,205,English,USA,PG-13,2001
40,110,23,51,633,30102717,Action|Crime,874,Kamel Krifa,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,72,English,USA,R,1991
285,121,1000,108,175,23618786,Action|Comedy|Mystery,485,Billie Whitelaw,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,687,English,UK,R,2007
124,114,15,650,851,26896744,Comedy|Drama,3485,Debra Messing,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,125,English,USA,PG-13,2008
275,96,11000,252,19000,23213577,Drama|Romance,19894,Christopher Evan Welch,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,365,English,Spain,PG-13,2008
34,270,5,292,908,,Action|Adventure|Drama|Romance|War,2762,Vincent Perez,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,54,Swedish,Sweden,,2007
81,100,24,851,15000,55461307,Comedy,18786,Jada Pinkett Smith,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,English,USA,R,2016
67,94,7,95,3000,20627372,Comedy|Drama|Romance,3451,Tsianina Joelson,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,English,USA,PG-13,2000
103,109,7,450,835,16346122,Drama,2572,Marc Donato,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171,English,USA,PG-13,2002
300,107,45,271,24000,16204793,Comedy|Fantasy|Horror,24805,Cynthia Stevenson,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,294,English,USA,R,2009
84,96,22,324,8000,15427192,Comedy|Crime|Mystery,11078,Tracey Walter,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,148,English,USA,PG-13,2000
64,88,11000,233,854,14792779,Comedy,1653,Julie Kavner,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91,English,USA,PG,1987
169,110,179,734,12000,13998282,Action|Drama|Fantasy|Mystery|Thriller,15044,Quinton Aaron,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,English,USA,PG-13,2014
158,113,47,238,21000,19057024,Drama|Romance,22088,Ruby Jerins,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,English,USA,PG-13,2010
46,101,6,258,812,14108518,Comedy|Drama|Romance,1882,Trent Ford,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,95,English,USA,PG-13,2003
15,105,121,384,11000,13854000,Comedy|Romance|Sci-Fi,14677,Tony Jay,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,English,USA,PG-13,1988
68,125,438,372,18000,77324422,Drama,33865,Jason Robards,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,261,English,USA,PG-13,1993
111,100,9,363,599,15500000,Mystery|Sci-Fi|Thriller,2389,Brad William Henke,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302,English,Germany,R,1999
21,97,3,578,1000,11540112,Comedy,3835,Jenifer Lewis,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,20,English,USA,PG-13,2004
42,108,38,316,940,,Action|Drama|Sci-Fi|Thriller,1945,Brian Keith,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,English,USA,PG,1979
65,112,28,215,555,4734235,Comedy|Drama|Music,1227,Huey Lewis,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,English,USA,R,2000
109,112,11000,642,11000,4839383,Comedy|Romance,12766,Treat Williams,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148,English,USA,PG-13,2002
42,95,89,322,1000,4193025,Comedy|Music,2518,Shannon Tweed,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,English,USA,R,1999
112,110,85,186,1000,5900000,Action|Adventure|Fantasy,1852,Celia Imrie,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,English,UK,R,1986
146,118,369,295,1000,2849142,Drama,1889,Robin Weigert,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,88,English,USA,R,2007
36,97,34,465,503,1686429,Action|Crime|Sci-Fi,3100,Hill Harper,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,62,English,USA,PG-13,1997
230,120,115,310,10000,1984743,Drama|Romance,11019,Angela Sarafyan,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,70,English,USA,R,2013
64,135,133,258,898,1666262,Drama|History|Romance|War,2096,Lynn Redgrave,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,78,English,UK,PG-13,2005
393,101,0,888,3000,2319187,Crime|Drama|Mystery|Thriller,5056,Tuppence Middleton,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,English,UK,R,2013
75,92,29,618,939,13922211,Comedy,3935,Tom Arnold,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,English,USA,R,2004
78,106,172,27,172,,Comedy|Romance,329,Michel Galabru,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,49,French,France,,2008
67,92,6,227,10000,23091,Drama|Romance|War,11091,Steven Mackintosh,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42,English,UK,R,2008
216,161,929,116,488,336467,Drama|Fantasy,943,Olly Alexander,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,English,France,Not Rated,2009
54,92,143,613,1000,2964,Comedy|Horror|Romance,3086,Ivan Sergei,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,English,USA,PG-13,2012
84,93,529,805,1000,,Drama|Family,4453,Joan Allen,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,304,English,USA,G,2009
69,110,22,44,5000,,Crime|Drama|Thriller,5273,Conrad Kemp,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,43,English,France,R,2013
208,122,0,567,883,2428883,Drama|Western,2896,Miranda Otto,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,English,USA,R,2014
32,91,10,574,890,13571817,Comedy|Drama|Romance|Sport,3104,Kevin Pollak,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,English,USA,PG-13,2002
20,45,,15,422,,Comedy|Crime|Drama,537,Tommy Karlsen,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,79,English,Norway,TV-MA,
78,115,460,125,232,1554566,Drama|War,699,Charles Aznavour,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,180,English,Canada,R,2002
21,94,4,518,844,508867,Drama|Sport,3583,William Shockley,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26,English,USA,PG,2001
40,93,7,922,1000,1181197,Drama|Mystery|Thriller,4329,Fisher Stevens,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,English,USA,R,2005
40,94,7,17,235,81525,Action|Comedy|Crime|Drama|Thriller,303,Michel Muller,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,French,France,R,2001
251,95,571,102,499,7774730,Comedy|Horror|Sci-Fi,1120,Tania Saulnier,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,English,Canada,R,2006
94,105,102,383,901,234760500,Action|Comedy|Crime,3464,James Russo,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,English,USA,R,1984
102,103,0,925,3000,285761243,Comedy|Family,7521,Catherine O'Hara,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,English,USA,PG,1990
21,102,12000,801,19000,167780960,Comedy|Drama|Family,21499,Steve Guttenberg,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,English,USA,PG,1987
94,116,521,481,13000,177200000,Comedy|Drama|Romance,14701,Teri Garr,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,English,USA,PG,1982
173,110,12000,555,10000,176781728,Action|Drama|Romance,13069,Adrian Pasdar,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,English,USA,PG,1986
287,120,0,5,103,128067808,Action|Drama|Romance,129,Sihung Lung,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,Mandarin,Taiwan,PG-13,2000
176,122,0,158,18000,130058047,Drama,19078,Ara Celi,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English,USA,R,1999
479,118,0,520,14000,138795342,Biography|Drama|History|Romance,15732,Derek Jacobi,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,English,UK,R,2010
27,107,425,247,742,111936400,Comedy|Crime,2151,Hugh O'Brian,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English,USA,PG,1988
20,45,,260,460,,Crime|Drama|Horror|Mystery|Thriller,2380,Jason Wiles,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68,English,USA,TV-14,
60,102,4,882,17000,317040,Drama|Romance,30978,William Hurt,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,English,USA,PG-13,2008
70,154,14000,271,852,94175854,Drama,2592,Dana Ivey,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,English,USA,PG-13,1985
43,103,2,13,94,,Action|Comedy|Drama|Thriller,213,Kyung-gu Sol,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,Korean,South Korea,R,2009
1,141,335,635,11000,,Adventure|Drama|History,13390,Moises Arias,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,English,USA,PG-13,2016
454,114,77,305,19000,91121452,Biography|Drama|Thriller|War,20295,Allen Leech,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English,UK,PG-13,2014
25,109,6,271,1000,69800000,Comedy|War,2419,Alan Oppenheimer,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English,USA,R,1980
46,124,150,572,874,79900000,Biography|Drama|Music|Musical,2667,Levon Helm,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,English,USA,PG,1980
111,94,87,569,17000,64001297,Comedy|Family,20154,Rachael Harris,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,English,USA,PG,2010
393,100,127,250,1000,71588220,Fantasy|Horror,1949,Isabelle Nélisse,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,English,Canada,PG-13,2013
318,101,0,598,2000,47000000,Horror|Thriller,4400,P.J. Soles,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,R,1978
55,98,11000,624,816,61400000,Adventure|Comedy,3617,Jane Krakowski,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,English,USA,R,1983
157,102,79,27,925,101978840,Comedy,1018,Grasie Mercedes,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,English,USA,R,2013
280,94,350,39,326,56437947,Biography|Drama,486,Alex Jennings,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,English,UK,PG-13,2006
109,92,13000,217,925,73326666,Comedy|Fantasy,1953,Glenn Shadix,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,English,USA,PG,1988
41,113,0,607,2000,55184721,Comedy|Drama,6510,Lamman Rucker,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,English,USA,PG-13,2007
27,115,44,902,23000,50003300,Drama|Family|Romance,29370,Eric Stoltz,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,English,USA,PG,1994
462,95,43,259,11000,54322273,Drama|Fantasy|Horror|Thriller,11946,Jessica Raine,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,English,UK,PG-13,2012
152,87,165,383,1000,47860214,Horror|Thriller,2452,Brian Geraghty,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,English,USA,PG-13,2006
69,88,189,799,934,47811275,Adventure|Comedy|Family,3707,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,USA,PG,2002
140,183,517,652,22000,,Drama|War,34025,John Savage,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026,English,UK,R,1978
130,97,272,957,22000,43022524,Comedy|Drama,29252,John Michael Higgins,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218,English,USA,R,1997
66,94,13,566,925,42672630,Adventure|Comedy|Family|Music|Romance,3423,Alex Borstein,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,English,USA,PG,2003
238,112,29,874,12000,42919096,Action|Drama|Thriller,15800,Nadine Velazquez,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,English,USA,PG-13,2013
198,98,66,562,3000,42592530,Comedy|Fantasy|Horror,4567,Allison Tolman,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,English,USA,PG-13,2015
154,104,0,1000,4000,40064955,Horror|Mystery|Sci-Fi,12170,Clea DuVall,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502,English,USA,R,1998
19,118,13,2,90,39100956,Biography|Drama|Music,114,Dororthy Thorton,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59,English,USA,R,1993
131,120,446,1000,22000,44886089,Crime|Drama|Thriller,40117,Janeane Garofalo,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207,English,USA,R,1997
97,99,11,971,11000,37882551,Comedy,15369,Mia Kirshner,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,English,USA,R,2001
355,109,453,953,15000,40983001,Crime|Drama|Thriller,27788,America Ferrera,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,English,USA,R,2012
138,105,488,13000,15000,20991497,Comedy|Drama|Romance,44037,Bill Murray,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,English,USA,PG-13,2015
102,106,357,883,23000,35007180,Action|Crime|Drama|Thriller,26652,William Petersen,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193,English,USA,PG-13,2000
419,123,120,149,13000,35887263,Biography|Drama|Romance,14100,Simon McBurney,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,English,UK,PG-13,2014
37,86,14,685,833,34308901,Comedy|Crime,4435,Blair Underwood,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,English,USA,PG-13,2003
78,120,18,944,20000,33771174,Comedy|Drama|Romance,22383,Stockard Channing,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240,English,USA,PG-13,2000
181,227,767,87,607,6000000,Adventure|Biography|Drama|History|War,1076,Jack Hawkins,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559,English,UK,PG,1962
220,119,0,593,908,33386128,Horror,3226,Margot Kidder,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,English,USA,R,2009
349,115,212,612,2000,37877959,Adventure|Biography|Drama,4896,Gaby Hoffmann,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,English,USA,R,2014
241,114,29,616,956,32721635,Crime|Horror|Thriller,3861,Martha MacIsaac,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279,English,USA,R,2009
103,90,6,458,1000,31585300,Comedy|Romance,2666,Holland Taylor,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,English,USA,PG-13,2005
151,94,28,731,2000,30259652,Comedy|Horror|Thriller,5440,Bianca Kajlich,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614,English,USA,R,2002
344,106,255,850,14000,163192114,Action|Adventure|Fantasy,18003,Alexa Davalos,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,English,USA,PG-13,2010
185,98,0,594,18000,30857814,Adventure|Family|Fantasy|Romance,20060,André the Giant,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,English,USA,PG,1987
112,126,18000,697,18000,30226144,Biography|Drama,22745,John Heard,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118,English,USA,PG-13,2007
676,100,0,228,33000,35054909,Crime|Drama,34337,Russ Tamblyn,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,English,USA,R,2011
74,89,10,231,811,29302097,Comedy|Family|Music|Romance,2167,Glenne Headly,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,English,Germany,PG,2004
65,111,13,106,818,29106737,Comedy|Drama|Romance,1450,Kali Rocha,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,English,USA,R,1998
274,100,35,306,10000,28637507,Drama|Horror|Sci-Fi,11471,Catherine McCormack,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713,English,UK,R,2007
50,115,49,100,116,30127963,Drama|Family|Sport,525,Ser'Darius Blain,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64,English,USA,PG,2014
96,106,61,649,907,32645546,Comedy|Drama|Family,3462,Eva Marie Saint,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,English,USA,PG,2005
68,124,107,865,1000,27441122,Drama|Romance|Sport,5135,Omar Epps,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116,English,USA,PG-13,2000
111,107,5,141,893,28014536,Action|Comedy|Crime|Romance|Thriller,2044,Mitchell Ryan,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,English,USA,R,1997
128,99,3,628,14000,33860010,Comedy|Romance,16461,Beth Grant,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143,English,USA,PG-13,2009
