duration,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,imdb_score
110,865,13000,6884,17417,Omar Epps,breakfast|manitoba|science fiction writer|suicide|writer,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,133,English,USA,R,1999,4.6
95,3,9,2410,18,Dahong Ni,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,20,Mandarin,China,R,2009,5.7
95,280,686,27052,1501,Kari Matchett,brainwashing|corporate espionage|spy|suburb|surprise ending,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,124,English,USA,R,2002,6.8
132,3,52,8429,91,Ryu Kohata,atrocity|battle|chinese|horseback riding|martial arts,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,62,Mandarin,China,R,2009,7.7
94,183,17000,70133,17883,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,English,USA,PG,2015,6.7
89,188,970,408,1854,Rebecca Black,anthropomorphic animal|china|furry|rabbit,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,12,Mandarin,China,PG,2011,3.2
138,16,84,4899,164,Hiroyuki Ikeuchi,alien|battleship|message|radiation|yamato,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,49,Japanese,Japan,TV-14,2010,6.1
113,18,567,12128,708,Ana Imnadze,cameraman|epic battle|journalist|south ossetia|street shootout,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,61,English,Georgia,R,2011,5.6
99,42,181,64423,433,Emma Lung,deja vu|lost at sea|ship|time loop|trapped in a time loop,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,293,English,UK,R,2009,6.9
111,247,1000,314,2059,Alexandra Callas,,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,10,English,USA,R,2015,7.5
99,79,399,21034,663,Rob Moran,based on true story|christ|christian|near death experience|pastor,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,153,English,USA,PG,2014,5.8
104,1000,26000,600996,39175,Jason Flemyng,boxer|boxing|diamond|fight|gypsy,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,726,English,UK,R,2000,8.3
89,84,551,105,895,Ginger Jensen,,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,7,English,USA,PG,2015,2.8
103,426,969,63855,2987,Denise Crosby,cat|cemetery|maine|secret|woods,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,248,English,USA,R,1989,6.6
134,4,15,3466,30,Akira Terao,air raid|beer|birthday|japan|professor,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,40,Japanese,Japan,,1993,7.5
100,388,680,3737,1780,Charlotte Sullivan,isolated house|promotion|river|small town|stalking,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,27,English,UK,R,2009,6.0
130,2,215,117,244,Hailu Qin,,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,6,Chinese,China,,2015,6.2
106,233,767,142293,2053,Zach Galligan,bright light|midnight|pet|small town|water,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,245,English,USA,PG,1984,7.2
125,504,11000,911097,13485,Kenny Baker,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1470,English,USA,PG,1977,8.7
109,411,22000,49671,24063,Jason Mantzoukas,female removes her clothes|fondling|voyeur|voyeurism|white panties,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,166,English,USA,R,2016,6.0
200,382,597,55816,1966,Geraldine Chaplin,bolshevik|poet|poetry|russia|russian revolution,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,255,English,USA,PG-13,1965,8.0
114,14,585,14437,679,Daniel Zettel,bible|key|poverty|slum|wallet,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,26,Portuguese,UK,R,2014,7.2
112,632,755,43795,3507,Corbin Bleu,basketball|curtain call|graduation|high school|high school senior,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,171,English,USA,G,2008,4.5
116,141,23000,275869,23811,Melissa McMeekin,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,389,English,USA,R,2010,7.9
92,218,608,56595,1853,Chris Pontius,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,196,English,USA,R,2006,7.1
120,633,886,82743,3280,Lane Smith,alabama|jail|judicial system|lawyer|trial,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,201,English,USA,R,1992,7.5
107,602,17000,83893,20466,Stacy Keach,car accident|coma|out of body experience|reference to the exploited|teenage girl,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,132,English,USA,PG-13,2014,6.8
92,32,84,3104,179,Christopher Sommers,,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,33,English,Canada,Not Rated,2014,4.3
107,808,1000,49007,3435,Rene Russo,cleveland indians|league|manager|owner|team,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,97,English,USA,R,1989,7.2
100,621,785,18220,3135,Tamsin Egerton,2000s|female protagonist|reward|school|st trinian's,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,102,English,UK,PG-13,2007,5.8
81,328,991,207934,2562,Richard T. Jones,phone booth|publicist|single set production|sniper|sniper rifle,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,629,English,USA,R,2002,7.1
101,488,683,162701,2436,Paz de la Huerta,community service|love|punishment|school|student,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,962,English,USA,PG,2002,7.4
122,191,276,73193,903,Robert Prosky,death|execution|nun|solitary confinement|visit,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,190,English,UK,R,1995,7.6
97,637,4000,149222,6223,Eric Mabius,bet|revenge|seduction|virgin|wager,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,749,English,USA,R,1999,6.9
92,647,723,76207,3101,George Newbern,deception|flash photography|game of death|jigsaw|pig mask,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,194,English,Canada,R,2009,6.0
92,842,1000,36559,3931,Dom DeLuise,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,English,USA,R,1981,6.9
110,549,664,19440,3376,Jennifer Hudson,beekeeping|insect in title|racism|sister|south carolina,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,56,English,USA,PG-13,2008,7.3
86,532,584,10966,3850,Peter Berg,fbi|mafia|mobster|undercover|veterinarian,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,100,English,USA,PG-13,2001,4.6
91,298,636,9903,1852,Gregg Henry,hitchcockian|long tracking shot|psychologist|psychology|wig,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,80,English,USA,R,1992,6.0
145,279,13000,5561,14735,Rod Steiger,1930s|driving through a gate|funeral|senator|trade union,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35,English,USA,PG,1978,6.4
100,225,425,5187,1661,William Bassett,alien|boy|nurse|school|school nurse,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64,English,USA,PG,1986,5.5
111,54,838,73249,995,Eva Birthistle,1950s|immigrant|irish|irish accent|torn between two worlds,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,212,English,UK,PG-13,2015,7.5
184,111,385,101627,1104,Hardy Krüger,18th century|england|rise and fall|rural setting|wealth,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,369,English,UK,PG,1975,8.1
89,651,799,14656,4291,Thomas Lennon,alaska|mountain|ski resort|snowboard|snowboarding,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,90,English,USA,PG-13,2001,6.3
84,553,8000,10777,10982,Tim Meadows,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,79,English,USA,R,2000,5.1
98,123,358,15684,1114,Pauline Collins,divorced couple|opera|reference to giuseppe verdi|retirement|senility,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,126,English,UK,PG-13,2012,6.8
95,443,1000,15427,2729,David Ogden Stiers,box office flop|critically bashed|dominatrix|friend|money,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,121,English,USA,R,2001,5.3
100,303,11000,59982,12237,Matt O'Leary,demon|fbi|fbi agent|murder|religious fanatic,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,463,English,USA,R,2001,7.3
109,553,16000,33856,17866,Elizabeth McGovern,art|jewish|justice|nazi|theft,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147,English,UK,PG-13,2015,7.3
118,812,14000,42689,17490,Dylan Baker,professor|research|sex|sexuality|student,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204,English,USA,R,2004,7.1
88,795,901,128850,3913,Embeth Davidtz,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,604,English,USA,R,1992,7.6
86,424,960,12437,2415,Jim Rash,blackmail|fall|love|nerd|scam,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107,English,Canada,R,2002,5.3
118,472,40000,171882,69746,Kevin Tighe,apostrophe in title|face slap|four word title|grocery store|police,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,292,English,USA,PG-13,1993,7.8
125,109,866,2164,1281,Scott Handy,1st century|based on the bible|miracle|religion|resurrection,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,English,Canada,PG-13,2003,7.7
125,579,979,20307,3133,Imelda Staunton,1950s|miscarriage|neighbor|pregnancy|tailor,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,165,English,UK,R,2004,7.7
94,183,658,13622,1559,Jimi Mistry,bollywood|illegal immigrant|live television|restaurant|waiter,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128,English,UK,R,2002,5.4
113,787,1000,1761,3072,Vincent Gallo,immigration|love|political prisoner|reference to john wayne|title directed by female,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,19,English,USA,R,1995,6.2
104,272,3000,96233,4082,Alex Karpovsky,1960s|car hitting an animal|folk singer|friend|singer,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,313,English,USA,R,2013,7.4
95,697,1000,17333,3300,John Heard,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,English,USA,R,2001,6.2
102,40,14000,14129,14281,Lisa Pelikan,baby|desert island|island|sequel|teenage girl,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,English,USA,PG-13,1991,5.1
124,104,338,2603,800,Samantha Eggar,coal|detective|irish|irish immigrant|pennsylvania,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36,English,USA,PG,1970,6.9
105,776,14000,10052,28004,Eddie Izzard,anal sex|death|dream|poem|sex,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,69,English,USA,R,2005,6.3
104,22,60,11132,150,Angus Barnett,music copyist|music student|musical composition|student|symphony,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86,English,USA,PG-13,2006,6.8
120,723,887,105448,3876,Craig T. Nelson,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,English,USA,PG,1982,7.4
111,405,845,5013,3117,Geoff Bell,brighton|catholic|gang|prayer|waitress,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,59,English,UK,R,2010,5.7
95,357,3000,88529,5286,Scott Patterson,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,262,English,USA,R,2008,5.8
96,199,917,618,1827,Britt Ekland,casino|gang violence|robbery|suicide|violence,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12,English,Italy,GP,1969,6.2
97,19,142,45144,248,Alix Freihage,best friend|girl in panties|high school|high school romance|pink panties,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111,English,USA,PG-13,2012,4.3
118,48,172,5772,378,Max Cullen,camp|fishing|fishing trip|river|town,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,English,Australia,R,2006,6.4
193,860,8000,13998,10822,Preity Zinta,extramarital affair|fashion magazine editor|marriage|new york|teacher,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264,Hindi,India,R,2006,6.0
97,327,893,12980,2640,Jeremy Northam,bachelor|blackmail|character says i love you|flirting|social satire,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132,English,UK,PG-13,1999,6.9
98,507,805,28570,2271,Tom Cullen,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,UK,R,2013,5.5
103,132,541,16747,1228,Francesc Pagès,9 year old|blood|gramophone|house|missing children,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,English,USA,PG-13,2002,5.4
161,73,273,427357,727,Glenn Beck,ancient astronaut|famous line|message from outer space|monolith|star child,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736,English,UK,G,1968,8.3
120,548,861,281842,2811,Peter Coyote,bicyclist|boy|doll|star wars reference|voice impersonation,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515,English,USA,PG,1982,7.9
97,499,17000,27689,20312,Dustin Milligan,actress|love|michigan|neighbor|writer,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74,English,USA,PG-13,2007,6.5
97,194,882,1337,1554,Raoul Max Trujillo,butterfly|entomologist|morpho butterfly|rain|rain forest,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28,English,Canada,PG,2004,6.3
99,327,665,859,2272,Seymour Cassel,high school|love|police|showdown|surfer,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,31,English,USA,R,1994,6.4
24,44,381,2651,592,Hannah Britland,blond boy|chlamydia|list|male rear nudity|young couple,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,18,English,UK,,,7.9
144,119,564,8598,1121,Riteish Deshmukh,bad luck|casino|lie|mix up|stutter,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,43,Hindi,India,,2010,5.3
111,258,482,2618,1526,Trent Ford,massacre|mormon|settler|utah|wagon train,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111,,USA,R,2007,5.8
145,280,639,3665,1807,Catalina Sandino Moreno,catholic|hanging|mexico|rebellion|soldier,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57,Spanish,Mexico,R,2012,6.6
106,24,68,15060,175,François Damiens,audition|deaf|family relationships|love|singing,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,27,French,France,,2014,7.4
126,893,49000,604904,63710,Minnie Driver,friend|genius|janitor|loss of wife|professor,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682,English,USA,R,1997,8.3
106,571,14000,6935,27660,Glen Powell,black panties|lust|sexual attraction|voyeur|voyeurism,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50,English,USA,R,2016,5.3
121,482,723,142115,3189,Leigh Whannell,brutality|female full frontal nudity|female nudity|torture|trap,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614,English,USA,R,2006,6.2
117,901,13000,48629,27378,Judge Reinhold,army|boot camp|breasts|graduation|rescue,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,134,English,USA,R,1981,6.9
98,229,4000,70141,5270,Clare Kramer,championship|cheerleading|high school|teen comedy|teenage romance,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,385,English,USA,PG-13,2000,5.9
109,393,798,17596,2480,Mykelti Williamson,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94,English,France,R,2016,6.1
95,1000,23000,67115,28734,Kieran Culkin,bet|friend|high school|prom|prom queen,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389,English,USA,PG-13,1999,5.8
109,736,939,86956,3276,Mariah Carey,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,USA,R,2009,7.3
96,448,723,111087,3492,Angus Macfadyen,detective|fbi|rape|rapist|serial rapist,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319,English,USA,R,2007,5.9
101,368,494,41763,2013,Mike Dopud,architect|grave|obsession|river|voice,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,UK,PG-13,2005,5.5
107,685,1000,8962,5264,Blair Underwood,cross dressing|family reunion|madea series|reflective|sister sister relationship,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137,English,USA,PG-13,2006,5.0
119,638,10000,57831,11895,Mary Elizabeth Mastrantonio,hustler|losing|pool|pool player|tournament,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,English,USA,R,1986,7.0
178,196,726,43270,1554,Eddie Albert,allies|d day|invasion|normandy|world war two,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,192,English,USA,G,1962,7.8
