num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,num_voted_users,movie_imdb_link,num_user_for_reviews,language,title_year,actor_2_facebook_likes,movie_facebook_likes
267,132,368,Deborah Kara Unger,992,46982632,Adventure|Horror|Mystery,172792,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,1740,English,2006,495,0
118,118,585,Jon Favreau,18000,44737059,Comedy|Sport,48322,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,261,English,2000,4000,0
291,113,1000,Dania Ramirez,3000,56724080,Comedy,172112,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,181,English,2012,1000,39000
68,140,294,Michael Cudlitz,18000,44484065,Action|Crime|Drama|Mystery|Thriller,107227,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,279,English,1998,822,3000
228,89,159,Alycia Debnam-Carey,490,47553512,Action|Thriller,54101,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,210,English,2014,298,15000
36,104,174,Jon Tenney,437,42610000,Action|Comedy|Crime|Thriller,60293,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,114,English,1994,289,669
105,106,767,Robert Picardo,16000,41482207,Comedy|Fantasy|Horror,68428,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,148,English,1990,823,0
276,141,3000,Robert Duvall,21000,47105085,Crime|Drama,136973,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,275,English,2014,3000,47000
93,124,258,Holt McCallany,294,41256277,Action|Thriller,46451,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,156,English,1997,273,0
191,98,706,Thomas Kretschmann,14000,50740078,Action|Horror|Sci-Fi|Thriller,151580,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,672,English,2004,919,0
143,108,186,Jim Broadbent,14000,40203020,Comedy|Drama|Romance,74315,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,259,English,2004,1000,0
124,114,323,Sanaa Lathan,18000,40905277,Crime|Drama|Romance|Thriller,45895,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,157,English,2003,886,1000
47,101,158,Joan Chen,854,38590500,Action|Adventure|Thriller,17997,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,140,English,1994,643,812
66,93,717,Kristin Davis,12000,39177541,Action|Adventure|Family|Fantasy,20310,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,177,English,2005,722,0
118,119,39,Virginie Ledoyen,29000,39778599,Adventure|Drama|Thriller,176169,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,548,English,2000,414,0
93,119,434,Felicity Huffman,627,37486138,Comedy|Drama|Romance,30890,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,106,English,2004,508,718
235,99,72,Ben Miles,330,38105077,Action|Crime|Thriller,58349,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,194,English,2009,119,0
113,137,432,Kelly Preston,24000,35168395,Drama|Romance|Sport,26034,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1,226,English,1999,743,0
14,105,5,Bruce Alexander,325,,Crime|Drama|Mystery,4438,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1,33,English,,7,361
51,117,210,Rumer Willis,2000,32800000,Comedy|Crime|Drama|Thriller,34896,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1,118,English,1996,472,877
98,87,1000,Judy Greer,15000,33643461,Comedy|Family,11257,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,65,English,2010,2000,0
315,129,447,Jay Mohr,13000,32741596,Drama|Fantasy,80140,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,323,English,2010,563,16000
136,115,401,Chris Penn,33000,31874869,Crime|Mystery|Thriller,43574,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302,English,2002,455,0
61,132,282,Sylvester Stallone,45000,30306268,Action|Crime|Thriller,62981,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,84,English,1995,13000,0
209,131,163,Stephen Walters,879,27667947,Crime|Drama|Thriller,86374,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,392,English,2007,184,3000
99,95,323,Tim Matheson,13000,27067160,Comedy|Drama|Romance,18404,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1,150,English,1999,559,0
298,125,201,Chandler Canterbury,430,26616999,Action|Adventure|Romance|Sci-Fi|Thriller,92461,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1,347,English,2013,329,43000
131,98,511,Harry Connick Jr.,933,26536120,Action|Crime|Drama|Mystery|Thriller,49926,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,286,English,2003,631,0
146,110,581,Anjelica Huston,16000,26199517,Action|Crime|Drama|Mystery|Thriller,34356,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1,260,English,2002,1000,705
245,118,294,Brían F. O'Byrne,6000,25450527,Action|Crime|Drama|Mystery|Thriller,80196,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,190,English,2009,450,0
104,101,764,Valeria Golino,12000,25407250,Action|Adventure|Sci-Fi|Thriller,54021,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1,227,English,1996,898,0
4,60,398,Brittany Curran,629,,Drama|Mystery|Thriller,7945,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1,22,English,,512,915
162,90,521,Harry Connick Jr.,14000,23159305,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,128455,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1,514,English,1999,631,0
259,119,639,Anjelica Huston,13000,24006726,Adventure|Comedy|Drama,139535,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,632,English,2004,1000,0
79,139,303,Donald Watkins,11000,20389967,Action|Biography|Drama|History|War,3077,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,English,2016,552,10000
141,130,256,Kate Winslet,18000,19593740,Crime|Drama|Thriller,88270,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1,420,English,2003,14000,0
59,100,730,Vanessa Ferlito,1000,19118247,Action|Comedy,19829,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1,94,English,2005,923,779
236,114,655,Common,14000,26442251,Action|Crime|Drama|Thriller,76010,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205,English,2015,988,15000
356,96,509,Naomi Watts,10000,17114882,Crime|Mystery|Thriller,189249,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,398,English,2007,6000,0
120,110,795,James Frain,23000,18472363,Action|Adventure|Crime|Thriller,63599,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1,208,English,2005,1000,0
111,158,15,David Bailie,51,14131298,Adventure|Biography|Drama|History|War,55889,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1,390,English,1999,40,0
208,102,11000,Zooey Deschanel,20000,21557240,Adventure|Comedy|Fantasy,85237,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1,274,English,2011,11000,18000
174,84,692,Gregory Smith,6000,21283440,Drama|Mystery|Thriller,46239,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,137,English,2011,694,0
59,115,317,Blythe Danner,972,10556196,Crime|Drama|Thriller,16562,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1,73,English,1997,713,697
22,99,479,Lara Flynn Boyle,1000,16671505,Adventure|Comedy|Crime|Drama|Family,33186,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,78,English,1994,619,0
34,135,2000,Robert Duvall,10000,10400000,Drama|Romance,12037,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1,90,English,1995,3000,943
214,108,405,Ty Burrell,6000,9528092,Biography|Drama|Thriller,38513,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1,127,English,2010,3000,9000
28,43,600,Tony Curran,3000,,Action|Drama|Sci-Fi,33535,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1,149,English,,845,0
186,127,897,Mo'Nique,984,10137232,Action|Biography|Crime|Drama|Thriller,58015,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,374,English,2005,940,0
50,107,602,Chazz Palminteri,2000,9795017,Crime|Drama|Thriller,9227,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1,70,English,1995,979,422
180,95,1000,Logan Lerman,18000,20488579,Action|Sci-Fi|Thriller,113483,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1,245,English,2009,8000,0
231,124,592,Zoey Deutch,1000,19445217,Drama|Fantasy|Romance,67796,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,258,English,2013,852,14000
105,109,809,Vincent Schiavelli,49000,8355815,Comedy|Crime|Drama|Thriller,34730,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,341,English,2002,811,0
226,102,1000,Will Ferrell,14000,28837115,Comedy,34964,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,150,English,2016,8000,28000
75,88,338,Andrew Wilson,11000,6471394,Comedy|Crime,15880,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,93,English,2004,387,288
82,87,591,Linda Fiorentino,2000,6291602,Comedy|Sci-Fi,8070,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1,91,English,2000,602,255
296,104,982,Billy Burke,12000,10706786,Action|Fantasy|Thriller,81800,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211,English,2011,2000,15000
103,96,77,Robin Shou,841,8742261,Action|Crime|Drama|Mystery|Thriller,19824,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1,179,English,2009,342,0
98,85,848,Jet Li,26000,43905746,Action|Sci-Fi|Thriller,77684,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1,294,English,2001,5000,0
30,64,184,Graham McTavish,1000,,Drama|Romance|Sci-Fi,50391,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1,148,English,,531,31000
48,104,380,Gilbert Gottfried,879,21413502,Action|Adventure|Comedy|Crime|Music|Mystery,14429,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,113,English,1990,560,2000
195,135,830,Charlie Rowe,22000,7994115,Comedy|Drama|Music,90932,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1,209,English,2009,882,21000
223,190,215,Jacob Vargas,599,124107476,Crime|Drama|Thriller,170684,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1,867,English,2000,399,0
149,127,440,Julian Glover,11000,197171806,Action|Adventure|Fantasy,515306,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,477,English,1989,844,0
324,129,0,Guro Nagelhus Schia,2000,12802907,Drama|Romance,70886,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1,226,English,2012,35,36000
371,120,502,Sharlto Copley,20000,31569268,Action|Crime|Drama|Sci-Fi|Thriller,172965,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,627,English,2015,2000,67000
75,118,308,Angelina Jolie Pitt,18000,66488090,Crime|Drama|Mystery|Thriller,120202,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,397,English,1999,11000,0
233,112,237,Dwight Yoakam,17000,95308367,Crime|Drama|Thriller,206104,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1,850,English,2002,324,0
32,89,235,Lochlyn Munro,598,,Horror|Thriller,1263,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1,32,English,2006,555,352
150,114,393,Jamie Kennedy,2000,60652036,Action|Adventure|Comedy|Drama|War,137854,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,560,English,1999,490,3000
172,137,194,Fares Fares,27000,1206135,Crime|Drama|Thriller,40568,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,185,English,2015,254,18000
103,112,261,Douglas Haase,779,56607223,Adventure|Comedy,93367,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,497,English,2001,629,0
140,120,1000,Jeff Bridges,18000,50173190,Drama|Mystery|Sci-Fi,148490,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,537,English,2001,12000,0
125,123,821,Natasha Lyonne,20000,47095453,Comedy|Fantasy|Romance,64595,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,316,English,2001,1000,0
125,93,484,Frances O'Connor,3000,37879996,Comedy|Fantasy|Romance,81888,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254,English,2000,575,0
36,123,886,Bob Hoskins,12000,25900000,Crime|Drama|Music,12771,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,84,English,1984,5000,828
295,122,600,Logan Lerman,23000,53574088,Adventure|Crime|Drama|Western,237872,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560,English,2007,8000,0
222,115,482,Dougray Scott,14000,89253340,Action|Thriller,133436,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,323,English,2014,794,38000
158,123,23,Albert Brooks,3000,37339525,Crime|Drama|Romance|Thriller,71708,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,307,English,1998,745,0
72,96,302,Janeane Garofalo,2000,60154431,Comedy|Drama|Thriller,122347,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,345,English,1996,1000,0
34,110,59,Gulshan Grover,113,528972,Drama|Romance|War,5639,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1,55,Hindi,1998,102,522
72,105,327,Warren Beatty,678,103738726,Action|Comedy|Crime|Music|Romance|Thriller,47819,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,164,English,1990,631,2000
152,113,835,Faye Dunaway,1000,69304264,Crime|Romance|Thriller,73068,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,419,English,1999,977,0
89,132,807,Adam Garcia,919,29781453,Biography|Comedy|Drama,22447,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210,English,2001,811,0
145,93,535,Brian Dennehy,13000,,Action|Adventure|Drama,172489,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,English,1982,954,0
144,115,12,Anatoliy Solonitsyn,29,,Drama|Mystery|Sci-Fi,54057,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,236,Russian,1972,29,0
93,75,677,George Carlin,4000,15519841,Adventure|Animation|Comedy|Family|Fantasy,8693,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,71,English,2006,769,261
46,108,77,Bronagh Gallagher,8000,5600000,Drama|Horror|Romance|Thriller,11913,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,97,English,1996,115,616
84,105,692,Christopher Masterson,8000,126805112,Comedy|Romance,98199,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,169,English,1997,1000,0
142,102,135,Rainn Wilson,8000,93607673,Comedy|Romance,47573,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,343,English,2001,973,881
185,118,319,Maura Tierney,14000,67263182,Drama|Mystery|Thriller,218771,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,651,English,2002,509,0
143,111,906,Alfre Woodard,1000,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,97838,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,286,English,1996,1000,3000
178,81,364,Billy Blair,13000,10539414,Action|Drama|Fantasy|Thriller|Western,45729,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,176,English,2010,541,0
65,116,826,Matt Damon,18000,58918501,Action|Drama|Mystery|Thriller|War,40126,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,107,English,1996,13000,975
73,86,255,Swoosie Kurtz,509,181395380,Comedy|Fantasy|Romance,220392,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,243,English,1997,418,0
72,127,345,Amy Ryan,788,14946229,Biography|Crime|Drama|Thriller,2581,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,29,English,2016,423,0
10,140,522,Ben Gazzara,1000,,Drama|History|War,491,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,16,English,1981,623,115
35,91,628,Elizabeth Perkins,924,130512915,Comedy|Family|Fantasy,60884,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,85,English,1994,664,0
358,98,558,Luke Grimes,14000,139852971,Action|Crime|Thriller,238671,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,461,English,2012,935,63000
151,84,750,Pamela Anderson,807,110000082,Comedy,111526,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,347,English,2003,780,0
140,109,213,Wendy Raquel Robinson,545,106807667,Action|Comedy|Crime|Romance,137377,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370,English,2000,337,0
201,93,311,Brendan Fraser,14000,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,85323,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,212,English,2008,3000,0
77,113,995,Raven-Symoné,11000,95149435,Comedy|Family|Romance,53687,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152,English,2004,1000,1000
43,141,956,Julia Roberts,18000,100768056,Crime|Drama|Mystery|Thriller,59569,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,89,English,1993,8000,0
39,119,551,Anthony LaPaglia,821,92115211,Crime|Drama|Mystery|Thriller,45798,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,94,English,1994,577,1000
207,97,760,Noel Gugliemi,11000,93452056,Adventure|Comedy|Drama,184795,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,310,English,2007,2000,22000
47,117,308,Polly Walker,11000,83287363,Action|Thriller,81442,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,137,English,1992,530,0
132,101,586,Jane Fonda,3000,82931301,Comedy|Romance,43358,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,228,English,2005,949,0
454,153,1000,Jake Gyllenhaal,20000,60962878,Crime|Drama|Mystery|Thriller,383591,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620,English,2013,15000,86000
109,122,854,Snoop Dogg,18000,76261036,Crime|Drama|Thriller,305929,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,633,English,2001,881,0
213,102,436,Enrico Colantoni,25000,71423726,Adventure|Comedy|Sci-Fi,123558,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,609,English,1999,724,19000
127,83,179,Veronica Cartwright,1000,71277420,Comedy,119590,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,548,English,2001,422,0
398,103,84,Eric Jacobson,970,88625922,Adventure|Comedy|Family|Musical,75176,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,English,2011,91,26000
184,110,595,Traci Lords,886,70001065,Action|Horror,191437,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,582,English,1998,650,0
127,136,730,Rick Gonzalez,17000,67253092,Drama|Sport,92702,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,209,English,2005,807,0
167,91,67,Matt Malloy,521,66790248,Drama|Thriller,57281,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,350,English,2002,108,0
119,89,514,Eric Stoltz,2000,65557989,Action|Adventure|Horror|Thriller,73539,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,271,English,1997,902,0
155,107,560,Tyra Banks,811,60786269,Comedy|Drama|Music|Romance,90539,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379,English,2000,625,0
218,129,548,Liam Neeson,14000,59365105,Comedy|Drama|Romance,318634,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,1004,English,2003,14000,52000
117,95,1000,Madeline Kahn,18000,162792677,Adventure|Animation|Comedy|Family|Fantasy,211226,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,317,English,1998,1000,0
208,122,140,Jason Flemyng,40000,31598308,Horror|Mystery|Thriller,124765,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,English,2001,1000,0
38,110,20,Rod Steiger,13000,57362581,Action|Crime|Drama|Romance|Thriller,50148,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,116,English,1994,279,0
48,135,808,Cheech Marin,982,53854588,Comedy|Drama|Romance|Sport,37911,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,73,English,1996,843,1000
8,111,559,Tom Bosley,6000,,Comedy|Family,5888,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,61,English,1968,584,0
94,95,3000,Will Ferrell,14000,52580895,Comedy|Family|Romance|Sport,30255,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118,English,2005,8000,743
276,109,651,Kelly Macdonald,11000,51019112,Adventure|Comedy|Sci-Fi,155745,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,1053,English,2005,2000,10000
59,93,631,Nick Zano,1000,48114556,Comedy|Family|Fantasy|Romance,9380,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,English,2004,641,531
216,94,443,Mike Epps,14000,50648679,Action|Horror|Sci-Fi|Thriller,149549,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,348,English,2007,706,0
173,117,734,Adam Sandler,35000,46280507,Comedy|Romance,87165,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,184,English,2014,11000,12000
99,112,501,Alicia Witt,1000,38360195,Adventure|Comedy|Drama,21215,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,116,English,2006,976,0
42,111,132,Glenn Morshower,11000,46815748,Action|Adventure|Crime|Thriller,32544,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,69,English,1994,894,0
25,96,563,Vincent Kartheiser,1000,35617599,Drama|Family|Fantasy,20688,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,47,English,1995,845,0
339,141,404,Shea Whigham,749,47307550,Crime|Drama|Thriller,104301,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269,English,2012,463,28000
127,94,167,Valerie Cruz,550,32003620,Action|Crime|Thriller,79141,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355,English,2004,216,2000
122,87,252,Natalie Imbruglia,427,27972410,Action|Adventure|Comedy,114692,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,285,English,2003,304,2000
105,88,8000,Meryl Streep,12000,28133159,Adventure|Animation|Comedy|Family|Fantasy,30055,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,English,2006,11000,593
144,177,202,Jürgen Prochnow,913,27400000,Action|Adventure|Sci-Fi,97087,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,569,English,1984,362,11000
156,133,107,T.V. Carpio,5000,24343673,Drama|Fantasy|Musical|Romance,91860,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524,English,2007,117,14000
323,119,10000,Kate Winslet,29000,22877808,Drama|Romance,152591,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414,English,2008,14000,0
199,102,795,David Zayas,13000,36883539,Action|Crime|Drama|Thriller,112769,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,305,English,2006,929,0
164,101,510,Charlotte Rampling,14000,22531698,Action|Adventure|Sci-Fi|Thriller,81523,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,214,English,2008,844,0
39,91,322,Bob Gunton,2000,20400913,Action|Comedy|Crime|Drama|Thriller,15455,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,80,English,1996,461,451
43,117,451,Brian Doyle-Murray,905,20101861,Comedy|Romance|Sci-Fi,24757,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81,English,1996,484,0
82,86,553,Carter Jenkins,1000,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,16580,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,55,English,2009,701,916
150,124,19,Adrien Dorval,723,19719930,Crime|Drama|Mystery|Thriller,42621,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,531,English,2001,44,0
168,134,2000,Will Ferrell,11000,19377727,Comedy|Musical,35140,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409,English,2005,8000,0
432,95,20,Jason Cope,409,13401683,Action|Sci-Fi,203461,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588,English,2012,107,46000
60,100,579,Treat Williams,1000,17300889,Action|Adventure|Comedy|Fantasy,27648,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,148,English,1996,642,0
85,220,820,Henry Thomas,13000,15527125,Drama|Romance|Western,11388,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,183,English,2000,861,652
83,212,805,Bob Hoskins,12000,13560960,Biography|Drama|History,23996,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,161,English,1995,5000,915
