num_critic_for_reviews,gross,movie_title,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,aspect_ratio
196,39511038,The Texas Chainsaw Massacre: The Beginning ,26402,Lew Temple,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366,R,1.85
24,6462576,The Young Messiah ,824,Finn Ireland,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30,PG-13,2.35
56,40363530,The Master of Disguise ,3058,James Brolin,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307,PG,1.85
406,37623143,Pan's Labyrinth ,1322,Sergi López,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083,R,1.85
3,,The Messengers             ,4561,Riley Smith,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,57,,16.0
51,33357476,See Spot Run ,4194,Paul Sorvino,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,53,PG,1.85
41,28734552,Baby Boy ,3107,Angell Conwell,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,81,R,1.85
138,37300107,The Roommate ,5349,Frances Fisher,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,115,PG-13,2.35
78,27087695,Joe Dirt ,2543,Fred Ward,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,205,PG-13,1.85
40,30102717,Double Impact ,874,Kamel Krifa,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,72,R,1.85
285,23618786,Hot Fuzz ,485,Billie Whitelaw,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,687,R,2.35
124,26896744,The Women ,3485,Debra Messing,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,125,PG-13,1.85
275,23213577,Vicky Cristina Barcelona ,19894,Christopher Evan Welch,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,365,PG-13,1.85
34,,Arn: The Knight Templar ,2762,Vincent Perez,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,54,,2.35
81,55461307,Bad Moms ,18786,Jada Pinkett Smith,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,R,
67,20627372,Boys and Girls ,3451,Tsianina Joelson,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,PG-13,1.85
103,16346122,White Oleander ,2572,Marc Donato,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171,PG-13,1.85
300,16204793,Jennifer's Body ,24805,Cynthia Stevenson,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,294,R,1.85
84,15427192,Drowning Mona ,11078,Tracey Walter,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,148,PG-13,1.85
64,14792779,Radio Days ,1653,Julie Kavner,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91,PG,1.85
169,13998282,Left Behind ,15044,Quinton Aaron,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,PG-13,2.35
158,19057024,Remember Me ,22088,Ruby Jerins,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,PG-13,1.85
46,14108518,How to Deal ,1882,Trent Ford,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,95,PG-13,1.85
15,13854000,My Stepmother Is an Alien ,14677,Tony Jay,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,PG-13,1.85
68,77324422,Philadelphia ,33865,Jason Robards,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,261,PG-13,1.85
111,15500000,The Thirteenth Floor ,2389,Brad William Henke,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302,R,2.35
21,11540112,The Cookout ,3835,Jenifer Lewis,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,20,PG-13,1.85
42,,Meteor ,1945,Brian Keith,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,PG,2.35
65,4734235,Duets ,1227,Huey Lewis,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,R,1.85
109,4839383,Hollywood Ending ,12766,Treat Williams,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148,PG-13,1.85
42,4193025,Detroit Rock City ,2518,Shannon Tweed,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,R,2.35
112,5900000,Highlander ,1852,Celia Imrie,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,R,1.85
146,2849142,Things We Lost in the Fire ,1889,Robin Weigert,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,88,R,2.35
36,1686429,Steel ,3100,Hill Harper,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,62,PG-13,1.85
230,1984743,The Immigrant ,11019,Angela Sarafyan,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,70,R,2.35
64,1666262,The White Countess ,2096,Lynn Redgrave,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,78,PG-13,1.66
393,2319187,Trance ,5056,Tuppence Middleton,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,R,2.35
75,13922211,Soul Plane ,3935,Tom Arnold,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,R,1.85
78,,Welcome to the Sticks ,329,Michel Galabru,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,49,,2.35
67,23091,Good ,11091,Steven Mackintosh,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42,R,2.35
216,336467,Enter the Void ,943,Olly Alexander,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,Not Rated,2.35
54,2964,Vamps ,3086,Ivan Sergei,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,PG-13,1.78
84,,Hachi: A Dog's Tale ,4453,Joan Allen,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,304,G,1.85
69,,Zulu ,5273,Conrad Kemp,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,43,R,2.35
208,2428883,The Homesman ,2896,Miranda Otto,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,R,2.35
32,13571817,Juwanna Mann ,3104,Kevin Pollak,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,PG-13,1.85
20,,Lilyhammer             ,537,Tommy Karlsen,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,79,TV-MA,16.0
78,1554566,Ararat ,699,Charles Aznavour,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,180,R,1.66
21,508867,Madison ,3583,William Shockley,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26,PG,2.35
40,1181197,Slow Burn ,4329,Fisher Stevens,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,R,1.85
40,81525,Wasabi ,303,Michel Muller,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,R,2.35
251,7774730,Slither ,1120,Tania Saulnier,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,R,1.85
94,234760500,Beverly Hills Cop ,3464,James Russo,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,R,1.85
102,285761243,Home Alone ,7521,Catherine O'Hara,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,PG,1.85
21,167780960,3 Men and a Baby ,21499,Steve Guttenberg,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,PG,1.85
94,177200000,Tootsie ,14701,Teri Garr,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,PG,2.35
173,176781728,Top Gun ,13069,Adrian Pasdar,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,PG,1.33
287,128067808,"Crouching Tiger, Hidden Dragon ",129,Sihung Lung,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,PG-13,2.35
176,130058047,American Beauty ,19078,Ara Celi,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,R,2.35
479,138795342,The King's Speech ,15732,Derek Jacobi,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,R,1.85
27,111936400,Twins ,2151,Hugh O'Brian,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,PG,1.85
20,,Scream: The TV Series             ,2380,Jason Wiles,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68,TV-14,16.0
60,317040,The Yellow Handkerchief ,30978,William Hurt,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,PG-13,2.35
70,94175854,The Color Purple ,2592,Dana Ivey,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,PG-13,1.85
43,,Tidal Wave ,213,Kyung-gu Sol,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,R,2.35
1,,Ben-Hur ,13390,Moises Arias,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,PG-13,2.35
454,91121452,The Imitation Game ,20295,Allen Leech,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,PG-13,2.35
25,69800000,Private Benjamin ,2419,Alan Oppenheimer,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,R,1.85
46,79900000,Coal Miner's Daughter ,2667,Levon Helm,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,PG,1.85
111,64001297,Diary of a Wimpy Kid ,20154,Rachael Harris,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,PG,1.85
393,71588220,Mama ,1949,Isabelle Nélisse,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,PG-13,1.85
318,47000000,Halloween ,4400,P.J. Soles,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,R,2.35
55,61400000,National Lampoon's Vacation ,3617,Jane Krakowski,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,R,1.85
157,101978840,Bad Grandpa ,1018,Grasie Mercedes,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,R,1.85
280,56437947,The Queen ,486,Alex Jennings,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,PG-13,1.85
109,73326666,Beetlejuice ,1953,Glenn Shadix,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,PG,1.85
41,55184721,Why Did I Get Married? ,6510,Lamman Rucker,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,PG-13,1.85
27,50003300,Little Women ,29370,Eric Stoltz,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,PG,1.85
462,54322273,The Woman in Black ,11946,Jessica Raine,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,PG-13,2.35
152,47860214,When a Stranger Calls ,2452,Brian Geraghty,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,PG-13,2.35
69,47811275,Big Fat Liar ,3707,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,PG,1.85
140,,The Deer Hunter ,34025,John Savage,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026,R,2.35
130,43022524,Wag the Dog ,29252,John Michael Higgins,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218,R,1.85
66,42672630,The Lizzie McGuire Movie ,3423,Alex Borstein,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,PG,2.35
238,42919096,Snitch ,15800,Nadine Velazquez,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,PG-13,2.35
198,42592530,Krampus ,4567,Allison Tolman,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,PG-13,2.35
154,40064955,The Faculty ,12170,Clea DuVall,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502,R,1.85
19,39100956,What's Love Got to Do with It ,114,Dororthy Thorton,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59,R,1.85
131,44886089,Cop Land ,40117,Janeane Garofalo,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207,R,1.85
97,37882551,Not Another Teen Movie ,15369,Mia Kirshner,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393,R,1.85
355,40983001,End of Watch ,27788,America Ferrera,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336,R,1.85
138,20991497,Aloha ,44037,Bill Murray,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,PG-13,1.85
102,35007180,The Skulls ,26652,William Petersen,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193,PG-13,1.85
419,35887263,The Theory of Everything ,14100,Simon McBurney,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388,PG-13,2.35
37,34308901,Malibu's Most Wanted ,4435,Blair Underwood,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,PG-13,2.35
78,33771174,Where the Heart Is ,22383,Stockard Channing,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240,PG-13,1.85
181,6000000,Lawrence of Arabia ,1076,Jack Hawkins,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559,PG,2.2
220,33386128,Halloween II ,3226,Margot Kidder,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491,R,1.85
349,37877959,Wild ,4896,Gaby Hoffmann,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252,R,2.35
241,32721635,The Last House on the Left ,3861,Martha MacIsaac,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279,R,1.85
103,31585300,The Wedding Date ,2666,Holland Taylor,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250,PG-13,1.85
151,30259652,Halloween: Resurrection ,5440,Bianca Kajlich,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614,R,2.35
344,163192114,Clash of the Titans ,18003,Alexa Davalos,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,PG-13,2.35
185,30857814,The Princess Bride ,20060,André the Giant,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718,PG,1.85
112,30226144,The Great Debaters ,22745,John Heard,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118,PG-13,2.35
676,35054909,Drive ,34337,Russ Tamblyn,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,R,2.35
74,29302097,Confessions of a Teenage Drama Queen ,2167,Glenne Headly,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,PG,1.85
65,29106737,The Object of My Affection ,1450,Kali Rocha,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,R,1.85
274,28637507,28 Weeks Later ,11471,Catherine McCormack,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713,R,1.85
50,30127963,When the Game Stands Tall ,525,Ser'Darius Blain,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64,PG,1.85
96,32645546,Because of Winn-Dixie ,3462,Eva Marie Saint,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88,PG,1.85
68,27441122,Love & Basketball ,5135,Omar Epps,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116,PG-13,1.85
111,28014536,Grosse Pointe Blank ,2044,Mitchell Ryan,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,R,1.85
128,33860010,All About Steve ,16461,Beth Grant,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143,PG-13,1.85
160,26421314,Book of Shadows: Blair Witch 2 ,608,Kurt Loder,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457,R,1.85
93,24881000,The Craft ,1812,Brenda Strong,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195,R,1.85
278,23089926,Match Point ,20391,Penelope Wilton,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735,R,1.85
81,26161406,Ramona and Beezus ,1002,Jason Spevack,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52,G,2.35
58,22954968,The Remains of the Day ,12749,Ben Chaplin,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156,PG,2.35
153,26384919,Boogie Nights ,3677,Nina Hartley,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,560,R,2.35
25,22189039,Nowhere to Run ,2210,Joss Ackland,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,55,R,1.85
46,20998709,Flicka ,3845,Tim McGraw,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76,PG,2.35
161,20801344,The Hills Have Eyes II ,2559,Jacob Vargas,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,R,2.35
108,21468807,Urban Legends: Final Cut ,2682,Jacinda Barrett,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227,R,2.35
69,19158074,Tuck Everlasting ,2661,Jonathan Jackson,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,127,PG,2.35
78,18843314,The Marine ,1045,Drew Powell,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,PG-13,1.85
129,20566327,Keanu ,2958,Keegan-Michael Key,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84,R,2.35
135,20218921,Country Strong ,4204,Tim McGraw,http://www.imdb.com/title/tt1555064/?ref_=fn_tt_tt_1,114,PG-13,2.35
96,17411331,Disturbing Behavior ,4660,Katharine Isabelle,http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1,237,R,1.85
417,21383298,The Place Beyond the Pines ,34413,Angelo Anthony Pizza,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376,R,2.35
172,24984868,The November Man ,3033,Will Patton,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,152,R,2.35
88,16459004,Eye of the Beholder ,1069,Geneviève Bujold,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,415,R,2.35
388,15700000,The Hurt Locker ,11114,Brian Geraghty,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,876,R,1.85
45,15100000,Firestarter ,3444,David Keith,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,R,2.35
414,14938570,Killing Them Softly ,14025,Ben Mendelsohn,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,369,R,2.35
291,17237244,A Most Wanted Man ,22574,Homayoun Ershadi,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,158,R,2.35
97,14249005,Freddy Got Fingered ,2689,Eddie Kaye Thomas,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,R,1.85
37,12701880,The Pirates Who Don't Do Anything: A VeggieTales Movie ,568,Phil Vischer,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,22,G,1.85
68,10353690,U2 3D ,646,Larry Mullen Jr.,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,31,G,1.78
90,12801190,Highlander: Endgame ,2764,Adam Copeland,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355,R,2.35
81,12549485,Idlewild ,3633,Bobb'e J. Thompson,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91,R,2.35
221,13766014,One Day ,17627,Rafe Spall,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,181,PG-13,2.35
230,13034417,Whip It ,2633,Alia Shawkat,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,118,PG-13,2.35
57,11632420,Knockaround Guys ,15644,Kevin Gage,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,135,R,2.35
119,12212417,Confidence ,1172,Leland Orser,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,R,2.35
97,11614236,The Muse ,15209,Albert Brooks,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,140,PG-13,1.37
119,13337299,De-Lovely ,729,Sandra Nelson,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,226,PG-13,2.35
42,10763469,New York Stories ,12685,Mia Farrow,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,55,PG,1.85
24,11144518,Barney's Great Adventure ,1139,Shirley Douglas,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,53,G,1.85
208,15608545,The Man with the Iron Fists ,2377,Daniel Wu,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,224,R,2.35
42,10443316,Home Fries ,2913,Shelley Duvall,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,88,PG-13,1.85
44,10494147,Here on Earth ,3142,Elaine Hendrix,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,162,PG-13,1.85
230,9929000,Brazil ,29475,Jim Broadbent,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,513,R,1.85
46,10411980,Raise Your Voice ,4676,Jason Ritter,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,212,PG,2.35
18,,The Dead Zone             ,981,Chris Bruno,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,77,TV-14,
249,17439163,The Big Lebowski ,47728,Steve Buscemi,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,1028,R,1.85
197,9396487,Black Snake Moan ,5012,S. Epatha Merkerson,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200,R,2.35
71,9059588,Dark Blue ,1873,Michael Michele,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,125,R,2.35
190,9172810,A Mighty Heart ,12178,Dan Futterman,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,118,R,2.35
50,8735529,Whatever It Takes ,13524,Marla Sokoloff,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,89,PG-13,1.85
63,8586376,Boat Trip ,3161,Bob Gunton,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132,R,1.85
104,8378141,The Importance of Being Earnest ,16502,Rupert Everett,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,141,PG,2.35
,,The Love Letter ,2166,Estelle Parsons,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,56,Unrated,1.33
49,8080116,Hoot ,10732,Tim Blake Nelson,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,PG,1.85
300,7757130,In Bruges ,173,Eric Godon,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,513,R,2.35
43,9123834,Peeples ,3322,Diahann Carroll,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,PG-13,2.35
