num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,content_rating,title_year,aspect_ratio,movie_facebook_likes
310,100,253,57,Dawn French,75280058,Animation|Family|Fantasy,Jennifer Saunders,647,John Hodgman,1,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,USA,PG,2009,1.85,10000
323,91,0,751,Alan Ruck,64505912,Sci-Fi|Thriller,Zooey Deschanel,13654,Kristen Connolly,0,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,USA,R,2008,1.85,6000
171,146,12000,451,Radha Mitchell,77862546,Action|Crime|Drama|Thriller,Denzel Washington,20454,Giancarlo Giannini,2,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,USA,R,2004,2.35,14000
76,98,48,722,Joel David Moore,61112916,Comedy|Family|Fantasy,Robert Downey Jr.,24664,Kristin Davis,0,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,USA,PG,2006,2.35,747
173,101,480,767,Carmen Electra,88200225,Comedy|Crime,Snoop Dogg,3943,Fred Williamson,5,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,USA,PG-13,2004,2.35,0
81,94,32,626,Harvey Korman,60573641,Comedy|Family,Jim Belushi,4530,Jake Lloyd,1,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,USA,PG,1996,1.85,0
242,132,0,160,Rupert Evans,59035104,Action|Fantasy|Horror|Sci-Fi,James Babson,1112,Brian Steele,1,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,USA,PG-13,2004,1.85,0
110,115,234,521,Kathleen Quinlan,56702901,Drama,Robert Duvall,4713,Sydney Pollack,1,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,USA,PG-13,1998,2.35,1000
328,92,28,586,Kodi Smit-McPhee,55994557,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,13597,Elaine Stritch,0,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,USA,PG,2012,2.35,12000
83,124,105,460,Bruce Willis,54910560,Action|Adventure|Crime|Thriller,J.K. Simmons,38227,Sophie Okonedo,0,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,USA,R,1997,2.35,0
196,119,610,716,Joe Morton,53789313,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,3637,Callum Rennie,0,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35,0
34,124,50,672,Stockard Channing,51045801,Drama|Romance,Joe Mantegna,3653,Raymond Cruz,2,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,USA,PG-13,1996,1.85,829
118,93,18,903,Matthew Broderick,50818750,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,13403,Frank Langella,0,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,UK,G,2008,2.35,0
8,22,,402,Oliver Hudson,,Comedy|Romance,Bianca Kajlich,2064,Adhir Kalyan,3,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,USA,TV-PG,,1.78,0
81,98,11,107,Debi Mazar,50189179,Action|Comedy|Sci-Fi,Romany Malco,2018,Ritchie Coster,2,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85,797
47,92,14,488,Brenda Bakke,50024083,Action|Thriller,Peter Greene,2318,Patrick Kilpatrick,1,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,USA,R,1995,1.85,1000
313,105,0,288,Nonso Anozie,50549107,Action|Drama|Thriller,Colm Feore,1411,Gemma Chan,3,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35,17000
315,124,737,14000,Robert De Niro,56443482,Biography|Comedy|Drama,Jennifer Lawrence,75793,Bradley Cooper,3,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,USA,PG-13,2015,1.85,24000
225,99,24,864,Radha Mitchell,62401264,Action|Crime|Drama|Thriller,Gerard Butler,20276,Julian Kostov,3,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,UK,R,2016,2.35,28000
223,116,0,672,Michael Wincott,47748610,Action|Horror|Sci-Fi,Gary Dourdan,3090,Raymond Cruz,0,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,USA,R,1997,2.35,0
198,124,845,295,Ned Beatty,46975183,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,1640,Louis Ferreira,0,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,USA,R,2007,2.35,0
219,96,7,642,Dee Bradley Baker,50807639,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,3151,Tracy Morgan,3,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,USA,PG,2014,1.85,11000
92,104,165,944,Dianne Wiest,46611204,Comedy|Drama|Fantasy|Romance,Goran Visnjic,4294,Stockard Channing,1,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,USA,PG-13,1998,2.35,0
435,100,97,2000,Will Ferrell,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,22128,Alison Brie,0,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,Australia,PG,2014,2.35,64000
111,115,11,642,Diedrich Bader,48472213,Action|Comedy|Crime,Eileen Brennan,4305,Treat Williams,2,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,621
138,101,38,11000,Gerard Butler,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,53024,Matthew McConaughey,0,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,USA,PG-13,2002,2.35,0
415,113,181,300,Brandon Molale,45996718,Action|Crime|Drama|Thriller,Ryan Gosling,34738,Wade Williams,3,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,USA,R,2013,2.35,40000
170,100,11000,485,Oliver Platt,43337279,Adventure|Comedy,Olivia Wilde,12258,Xander Berkeley,2,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,USA,PG-13,2009,1.85,0
306,134,16000,204,Morgan Freeman,37479778,Biography|Drama|History|Sport,Matt Damon,24458,Leleti Khumalo,1,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,23000
252,127,162,379,Harry Lennix,36965395,Crime|Drama|Mystery|Thriller,Robin Wright,19776,Michael Weston,3,http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,0
211,125,209,896,Tom Wilkinson,40559930,Comedy|Crime|Romance|Thriller,Julia Roberts,10623,Denis O'Hare,0,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,0
49,94,80,230,Ray Walston,36830057,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,2151,Michael Lerner,2,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,USA,PG,1999,1.85,448
161,107,69,206,David Rasche,36279230,Action|Crime|Thriller,Blair Brown,1352,Martin Donovan,0,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,USA,PG-13,2006,2.35,690
156,91,2,480,Gary Oldman,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,22668,James Corden,1,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,Spain,PG,2009,2.35,0
172,116,53,906,LeVar Burton,43119879,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,31224,Jonathan Frakes,0,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,USA,PG-13,2002,2.35,0
161,100,0,210,Paul Adelstein,35096190,Comedy|Crime|Romance,Cedric the Entertainer,1395,Julia Duffy,1,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,USA,PG-13,2003,1.85,0
239,111,39,461,Ed Lauter,35754555,Drama|Sport,Clint Eastwood,17871,Bob Gunton,0,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,USA,PG-13,2012,2.35,11000
258,117,258,896,Ray Winstone,43290977,Crime|Drama|Mystery|Thriller,Bojana Novakovic,7053,Denis O'Hare,1,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,UK,R,2010,2.35,0
95,110,0,308,Penelope Ann Miller,33927476,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,1976,Chi Muoi Lo,0,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,UK,R,1997,2.35,956
105,96,11000,236,Cathy Moriarty,32122249,Comedy|Crime,Robert De Niro,22889,Joe Viterelli,1,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,USA,R,2002,1.85,846
198,101,50,1000,Al Pacino,40076438,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,38809,50 Cent,2,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,USA,R,2008,2.35,0
79,111,17,652,Miko Hughes,32940507,Action|Crime|Drama|Thriller,Bruce Willis,16536,Carrie Preston,1,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,USA,R,1998,2.35,0
210,117,456,569,Stephen Root,31670931,Biography|Drama|Music,Robert Downey Jr.,23745,Rachael Harris,0,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,UK,PG-13,2009,2.35,0
125,126,0,9000,Will Smith,30695227,Drama|Fantasy|Sport,Matt Damon,34774,Charlize Theron,3,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85,0
149,152,488,947,Zooey Deschanel,32522352,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,36897,Michael Angarano,1,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,USA,R,2000,1.85,15000
77,86,25,265,Roger Rees,28424210,Animation|Comedy|Family|Fantasy,Bill Murray,14918,Ben Falcone,0,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,UK,PG,2006,1.85,470
77,101,93,218,Nona Gaye,26082914,Action|Adventure|Crime|Thriller,Sunny Mabrey,993,Xzibit,2,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
225,87,124,77,Alan Dale,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,1417,Jacob Hopkins,0,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,USA,PG-13,2011,2.35,20000
98,85,0,82,Adriano Giannini,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,11301,Timothy West,0,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,USA,PG,2003,1.66,880
172,130,545,552,Joely Richardson,26616590,Horror|Sci-Fi|Thriller,Sean Pertwee,2525,Kathleen Quinlan,0,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,UK,R,1997,2.35,10000
703,173,0,19000,Robert Downey Jr.,623279547,Action|Adventure|Sci-Fi,Chris Hemsworth,87697,Scarlett Johansson,3,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,USA,PG-13,2012,1.85,123000
117,104,293,256,Susanna Thompson,30063805,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,2109,Matt Craven,0,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,USA,PG-13,2002,2.35,0
240,121,0,854,Mia Kirshner,22518325,Crime|Drama|Mystery|Thriller,Scarlett Johansson,22833,Mike Starr,0,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,Germany,R,2006,2.35,0
123,140,23,579,Tyler Labine,13082288,Action|Adventure|Drama|History|Romance|War,James Franco,12634,Philip Winchester,1,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,UK,PG-13,2006,2.35,2000
110,131,37,507,Delroy Lindo,18208078,Action|Drama|Thriller,Clifton Collins Jr.,3012,Michael Irby,3,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,USA,R,2001,2.35,0
100,91,394,68,Wilson Cruz,14218868,Horror|Sci-Fi|Thriller,Robert Forster,1262,Vanessa Marshall,0,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,USA,PG-13,2000,2.35,589
189,118,167,778,William Hurt,22451,Drama|Fantasy|Mystery|Romance,Matt Bomer,22447,Kevin Corrigan,0,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35,17000
212,130,91,1000,Kevin Zegers,31165421,Fantasy|Horror|Mystery|Romance,Aidan Turner,10247,CCH Pounder,3,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35,44000
127,90,48,196,Mike O'Malley,11802056,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,1865,Shawn Christian,1,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,USA,PG,2008,1.85,791
196,103,179,87,Camryn Manheim,25472967,Drama|Horror|Thriller,Dougray Scott,1467,Ariel Gade,2,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
115,122,2000,1000,Adam Goldberg,22362500,Comedy|Drama,Matthew McConaughey,15275,Clint Howard,0,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,USA,PG-13,1999,1.85,641
161,106,34,466,Stephen Graham,17281832,Adventure|Family|Fantasy,Brendan Fraser,5329,Jamie Foreman,3,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,Germany,PG,2008,2.35,0
223,103,436,437,Jaime King,19781879,Action|Crime|Fantasy|Thriller,Scarlett Johansson,20881,Louis Lombardi,1,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35,2000
181,107,192,280,Olivia Munn,7605668,Action|Comedy|Mystery|Romance,Johnny Depp,42683,Ulrich Thomsen,2,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,UK,R,2015,2.35,12000
140,156,892,102,Mike Dopud,4535117,Action|Adventure|Fantasy|Thriller,Jason Statham,26564,Tania Saulnier,3,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,Germany,PG-13,2007,2.35,0
54,127,258,617,Teri Polo,4426297,Adventure|Drama|Romance|War,Angelina Jolie Pitt,12947,Noah Emmerich,2,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,USA,R,2003,2.35,0
14,119,3,22,Aaron Kwok,,Action|Adventure|Fantasy,Li Gong,1026,Eddie Peng,1,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,China,,2016,2.35,426
81,132,131,242,Clayne Crawford,10166502,Action|Drama|War,James Franco,12133,Paolo Montalban,0,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,USA,R,2005,2.35,0
579,108,84,361,Ed Skrein,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,18239,Stefan Kapicic,0,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,USA,R,2016,2.35,117000
56,114,65,440,Morgan Fairchild,12065985,Comedy|Drama,Kelly Preston,2367,Eric McCormack,1,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,USA,PG,1998,2.35,296
490,133,16000,318,Leonard Roberts,350123553,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,16277,Keir O'Donnell,0,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,USA,R,2014,2.35,112000
218,103,11,543,Dylan Minnette,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,5497,Ken Marino,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,USA,PG,2015,2.35,35000
20,22,,271,Soleil Moon Frye,,Comedy|Family|Fantasy,Nate Richert,2433,Caroline Rhea,1,http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1,USA,TV-G,,1.33,990
142,95,70,512,Ivana Milicevic,48291624,Comedy|Fantasy|Romance,Jon Heder,2876,Willie Garson,1,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,USA,PG-13,2005,1.85,0
57,90,32,809,Mark Addy,35231365,Comedy|Family|Romance|Sci-Fi,Taylor Negron,6299,Danny Woodburn,0,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,USA,PG,2000,1.85,500
84,87,10,349,Kurtwood Smith,53715611,Action|Adventure|Thriller|War,Sylvester Stallone,14574,Richard Crenna,1,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,USA,R,1988,2.35,2000
186,114,0,110,Malcolm Goodwin,31199215,Comedy|Drama|Romance|Sport,Robert Baker,589,Matt Bushell,8,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,USA,PG-13,2008,1.85,472
53,119,153,11000,Adam Sandler,,Comedy|Western,Taylor Lautner,36167,Jon Lovitz,4,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,USA,TV-14,2015,2.35,0
133,103,30,727,Kim Shaw,29580087,Comedy|Drama|Romance,Michael Kelly,3150,Kevin Brown,2,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,0
246,125,189,839,Jessica Szohr,44665963,Comedy,Josh Gad,5081,Rob Riggle,2,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35,22000
253,97,545,529,Boris Kodjoe,60128566,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,16098,Shawn Roberts,1,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,Germany,R,2010,2.35,19000
144,125,143,519,Nate Parker,49875589,Action|Adventure|Drama|History|War,David Oyelowo,4416,Tristan Mack Wilds,0,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,USA,PG-13,2012,2.35,0
46,30,,479,Kristin Davis,,Comedy|Romance,Chris Noth,2558,Cynthia Nixon,0,http://www.imdb.com/title/tt0159206/?ref_=fn_tt_tt_1,USA,TV-MA,,1.33,0
117,136,138,9000,Al Pacino,60984028,Drama|Mystery|Thriller,Keanu Reeves,45271,Charlize Theron,2,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,USA,R,1997,2.35,11000
157,116,51,622,Leighton Meester,36931089,Comedy,Adam Sandler,16484,Will Forte,2,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,USA,R,2012,2.35,12000
60,103,357,40,Brian Thompson,51317350,Action|Adventure|Fantasy,Dennis Quaid,2710,Terry O'Neill,0,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,USA,PG-13,1996,2.35,0
117,97,420,455,Don Cheadle,28328132,Action|Comedy|Crime|Drama,Salma Hayek,9814,Chris Penn,2,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,USA,PG-13,2004,2.35,782
287,96,83,1000,Spencer Wilding,51774002,Action|Fantasy|Thriller,Nicolas Cage,16121,Christopher Lambert,1,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,USA,PG-13,2011,2.35,18000
96,131,108,58,Irene Papas,25528495,Drama|Music|Romance|War,Christian Bale,23325,Mihalis Giannatos,2,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,UK,R,2001,2.35,0
26,22,,676,Noureen DeWulf,,Comedy|Romance,Barry Corbin,4115,Brian Austin Green,1,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,USA,,,16.0,0
125,95,163,650,Brad Garrett,113006880,Action|Comedy|Drama|Family|Thriller,Vin Diesel,16884,Tate Donovan,0,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,Canada,PG,2005,2.35,0
117,86,10,348,Ashley Scott,45860039,Action|Crime,Dwayne Johnson,14146,Michael Bowen,1,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,USA,PG-13,2004,2.35,0
149,142,0,194,Siobhan Fallon Hogan,329691196,Comedy|Drama,Tom Hanks,15700,Sam Anderson,0,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,USA,PG-13,1994,2.35,59000
131,92,25,639,Beth Riesgraf,217326336,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,2847,Matthew Gray Gubler,0,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,USA,PG,2007,1.85,0
150,108,116,708,Blythe Danner,166225040,Comedy,Robert De Niro,24286,Teri Polo,2,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85,0
92,84,12,752,Frank Welker,141600000,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,26754,Irene Bedard,1,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,USA,G,1995,1.78,0
169,188,503,467,Margot Kidder,134218018,Action|Adventure|Drama|Romance|Sci-Fi,Marlon Brando,12940,Ned Beatty,0,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,USA,PG,1978,2.35,0
